Month,Count,Direction,CLPR,Visa,Citizenship
2006-04-01,1,Arrivals,India,Other,Non-New Zealand
2006-04-01,82,Arrivals,India,Residence,Non-New Zealand
2006-04-01,22,Arrivals,India,Student,Non-New Zealand
2006-04-01,259,Arrivals,India,TOTAL,Non-New Zealand
2006-04-01,102,Arrivals,India,Visitor,Non-New Zealand
2006-04-01,52,Arrivals,India,Work,Non-New Zealand
2006-05-01,0,Arrivals,India,New Zealand and Australian citizens,Non-New Zealand
2006-05-01,3,Arrivals,India,Other,Non-New Zealand
2006-05-01,62,Arrivals,India,Residence,Non-New Zealand
2006-05-01,34,Arrivals,India,Student,Non-New Zealand
2006-05-01,280,Arrivals,India,TOTAL,Non-New Zealand
2006-05-01,129,Arrivals,India,Visitor,Non-New Zealand
2006-05-01,52,Arrivals,India,Work,Non-New Zealand
2006-06-01,0,Arrivals,India,New Zealand and Australian citizens,Non-New Zealand
2006-06-01,10,Arrivals,India,Other,Non-New Zealand
2006-06-01,63,Arrivals,India,Residence,Non-New Zealand
2006-06-01,53,Arrivals,India,Student,Non-New Zealand
2006-06-01,311,Arrivals,India,TOTAL,Non-New Zealand
2006-06-01,127,Arrivals,India,Visitor,Non-New Zealand
2006-06-01,58,Arrivals,India,Work,Non-New Zealand
2006-07-01,0,Arrivals,India,New Zealand and Australian citizens,Non-New Zealand
2006-07-01,11,Arrivals,India,Other,Non-New Zealand
2006-07-01,83,Arrivals,India,Residence,Non-New Zealand
2006-07-01,278,Arrivals,India,Student,Non-New Zealand
2006-07-01,541,Arrivals,India,TOTAL,Non-New Zealand
2006-07-01,109,Arrivals,India,Visitor,Non-New Zealand
2006-07-01,60,Arrivals,India,Work,Non-New Zealand
2006-08-01,0,Arrivals,India,New Zealand and Australian citizens,Non-New Zealand
2006-08-01,1,Arrivals,India,Other,Non-New Zealand
2006-08-01,46,Arrivals,India,Residence,Non-New Zealand
2006-08-01,66,Arrivals,India,Student,Non-New Zealand
2006-08-01,277,Arrivals,India,TOTAL,Non-New Zealand
2006-08-01,94,Arrivals,India,Visitor,Non-New Zealand
2006-08-01,70,Arrivals,India,Work,Non-New Zealand
2006-09-01,0,Arrivals,India,New Zealand and Australian citizens,Non-New Zealand
2006-09-01,5,Arrivals,India,Other,Non-New Zealand
2006-09-01,41,Arrivals,India,Residence,Non-New Zealand
2006-09-01,41,Arrivals,India,Student,Non-New Zealand
2006-09-01,217,Arrivals,India,TOTAL,Non-New Zealand
2006-09-01,70,Arrivals,India,Visitor,Non-New Zealand
2006-09-01,60,Arrivals,India,Work,Non-New Zealand
2006-10-01,0,Arrivals,India,New Zealand and Australian citizens,Non-New Zealand
2006-10-01,3,Arrivals,India,Other,Non-New Zealand
2006-10-01,60,Arrivals,India,Residence,Non-New Zealand
2006-10-01,45,Arrivals,India,Student,Non-New Zealand
2006-10-01,241,Arrivals,India,TOTAL,Non-New Zealand
2006-10-01,82,Arrivals,India,Visitor,Non-New Zealand
2006-10-01,51,Arrivals,India,Work,Non-New Zealand
2006-11-01,1,Arrivals,India,New Zealand and Australian citizens,Non-New Zealand
2006-11-01,4,Arrivals,India,Other,Non-New Zealand
2006-11-01,64,Arrivals,India,Residence,Non-New Zealand
2006-11-01,49,Arrivals,India,Student,Non-New Zealand
2006-11-01,264,Arrivals,India,TOTAL,Non-New Zealand
2006-11-01,110,Arrivals,India,Visitor,Non-New Zealand
2006-11-01,36,Arrivals,India,Work,Non-New Zealand
2006-12-01,0,Arrivals,India,New Zealand and Australian citizens,Non-New Zealand
2006-12-01,0,Arrivals,India,Other,Non-New Zealand
2006-12-01,30,Arrivals,India,Residence,Non-New Zealand
2006-12-01,36,Arrivals,India,Student,Non-New Zealand
2006-12-01,209,Arrivals,India,TOTAL,Non-New Zealand
2006-12-01,77,Arrivals,India,Visitor,Non-New Zealand
2006-12-01,66,Arrivals,India,Work,Non-New Zealand
2007-01-01,0,Arrivals,India,New Zealand and Australian citizens,Non-New Zealand
2007-01-01,4,Arrivals,India,Other,Non-New Zealand
2007-01-01,100,Arrivals,India,Residence,Non-New Zealand
2007-01-01,84,Arrivals,India,Student,Non-New Zealand
2007-01-01,335,Arrivals,India,TOTAL,Non-New Zealand
2007-01-01,85,Arrivals,India,Visitor,Non-New Zealand
2007-01-01,62,Arrivals,India,Work,Non-New Zealand
2007-02-01,1,Arrivals,India,New Zealand and Australian citizens,Non-New Zealand
2007-02-01,2,Arrivals,India,Other,Non-New Zealand
2007-02-01,66,Arrivals,India,Residence,Non-New Zealand
2007-02-01,431,Arrivals,India,Student,Non-New Zealand
2007-02-01,641,Arrivals,India,TOTAL,Non-New Zealand
2007-02-01,88,Arrivals,India,Visitor,Non-New Zealand
2007-02-01,53,Arrivals,India,Work,Non-New Zealand
2007-03-01,3,Arrivals,India,New Zealand and Australian citizens,Non-New Zealand
2007-03-01,0,Arrivals,India,Other,Non-New Zealand
2007-03-01,166,Arrivals,India,Residence,Non-New Zealand
2007-03-01,119,Arrivals,India,Student,Non-New Zealand
2007-03-01,522,Arrivals,India,TOTAL,Non-New Zealand
2007-03-01,153,Arrivals,India,Visitor,Non-New Zealand
2007-03-01,81,Arrivals,India,Work,Non-New Zealand
2007-04-01,0,Arrivals,India,New Zealand and Australian citizens,Non-New Zealand
2007-04-01,2,Arrivals,India,Other,Non-New Zealand
2007-04-01,73,Arrivals,India,Residence,Non-New Zealand
2007-04-01,58,Arrivals,India,Student,Non-New Zealand
2007-04-01,321,Arrivals,India,TOTAL,Non-New Zealand
2007-04-01,104,Arrivals,India,Visitor,Non-New Zealand
2007-04-01,84,Arrivals,India,Work,Non-New Zealand
2007-05-01,0,Arrivals,India,New Zealand and Australian citizens,Non-New Zealand
2007-05-01,2,Arrivals,India,Other,Non-New Zealand
2007-05-01,137,Arrivals,India,Residence,Non-New Zealand
2007-05-01,44,Arrivals,India,Student,Non-New Zealand
2007-05-01,371,Arrivals,India,TOTAL,Non-New Zealand
2007-05-01,127,Arrivals,India,Visitor,Non-New Zealand
2007-05-01,61,Arrivals,India,Work,Non-New Zealand
2007-06-01,1,Arrivals,India,New Zealand and Australian citizens,Non-New Zealand
2007-06-01,5,Arrivals,India,Other,Non-New Zealand
2007-06-01,107,Arrivals,India,Residence,Non-New Zealand
2007-06-01,80,Arrivals,India,Student,Non-New Zealand
2007-06-01,402,Arrivals,India,TOTAL,Non-New Zealand
2007-06-01,121,Arrivals,India,Visitor,Non-New Zealand
2007-06-01,88,Arrivals,India,Work,Non-New Zealand
2007-07-01,4,Arrivals,India,New Zealand and Australian citizens,Non-New Zealand
2007-07-01,15,Arrivals,India,Other,Non-New Zealand
2007-07-01,65,Arrivals,India,Residence,Non-New Zealand
2007-07-01,462,Arrivals,India,Student,Non-New Zealand
2007-07-01,740,Arrivals,India,TOTAL,Non-New Zealand
2007-07-01,102,Arrivals,India,Visitor,Non-New Zealand
2007-07-01,92,Arrivals,India,Work,Non-New Zealand
2007-08-01,0,Arrivals,India,New Zealand and Australian citizens,Non-New Zealand
2007-08-01,3,Arrivals,India,Other,Non-New Zealand
2007-08-01,99,Arrivals,India,Residence,Non-New Zealand
2007-08-01,127,Arrivals,India,Student,Non-New Zealand
2007-08-01,414,Arrivals,India,TOTAL,Non-New Zealand
2007-08-01,106,Arrivals,India,Visitor,Non-New Zealand
2007-08-01,79,Arrivals,India,Work,Non-New Zealand
2007-09-01,1,Arrivals,India,New Zealand and Australian citizens,Non-New Zealand
2007-09-01,4,Arrivals,India,Other,Non-New Zealand
2007-09-01,97,Arrivals,India,Residence,Non-New Zealand
2007-09-01,168,Arrivals,India,Student,Non-New Zealand
2007-09-01,446,Arrivals,India,TOTAL,Non-New Zealand
2007-09-01,105,Arrivals,India,Visitor,Non-New Zealand
2007-09-01,71,Arrivals,India,Work,Non-New Zealand
2007-10-01,0,Arrivals,India,New Zealand and Australian citizens,Non-New Zealand
2007-10-01,7,Arrivals,India,Other,Non-New Zealand
2007-10-01,75,Arrivals,India,Residence,Non-New Zealand
2007-10-01,100,Arrivals,India,Student,Non-New Zealand
2007-10-01,315,Arrivals,India,TOTAL,Non-New Zealand
2007-10-01,84,Arrivals,India,Visitor,Non-New Zealand
2007-10-01,49,Arrivals,India,Work,Non-New Zealand
2007-11-01,0,Arrivals,India,New Zealand and Australian citizens,Non-New Zealand
2007-11-01,5,Arrivals,India,Other,Non-New Zealand
2007-11-01,77,Arrivals,India,Residence,Non-New Zealand
2007-11-01,134,Arrivals,India,Student,Non-New Zealand
2007-11-01,343,Arrivals,India,TOTAL,Non-New Zealand
2007-11-01,76,Arrivals,India,Visitor,Non-New Zealand
2007-11-01,51,Arrivals,India,Work,Non-New Zealand
2007-12-01,0,Arrivals,India,New Zealand and Australian citizens,Non-New Zealand
2007-12-01,9,Arrivals,India,Other,Non-New Zealand
2007-12-01,72,Arrivals,India,Residence,Non-New Zealand
2007-12-01,132,Arrivals,India,Student,Non-New Zealand
2007-12-01,381,Arrivals,India,TOTAL,Non-New Zealand
2007-12-01,99,Arrivals,India,Visitor,Non-New Zealand
2007-12-01,69,Arrivals,India,Work,Non-New Zealand
2008-01-01,2,Arrivals,India,New Zealand and Australian citizens,Non-New Zealand
2008-01-01,9,Arrivals,India,Other,Non-New Zealand
2008-01-01,62,Arrivals,India,Residence,Non-New Zealand
2008-01-01,249,Arrivals,India,Student,Non-New Zealand
2008-01-01,489,Arrivals,India,TOTAL,Non-New Zealand
2008-01-01,111,Arrivals,India,Visitor,Non-New Zealand
2008-01-01,56,Arrivals,India,Work,Non-New Zealand
2008-02-01,0,Arrivals,India,New Zealand and Australian citizens,Non-New Zealand
2008-02-01,9,Arrivals,India,Other,Non-New Zealand
2008-02-01,61,Arrivals,India,Residence,Non-New Zealand
2008-02-01,896,Arrivals,India,Student,Non-New Zealand
2008-02-01,1204,Arrivals,India,TOTAL,Non-New Zealand
2008-02-01,143,Arrivals,India,Visitor,Non-New Zealand
2008-02-01,95,Arrivals,India,Work,Non-New Zealand
2008-03-01,1,Arrivals,India,New Zealand and Australian citizens,Non-New Zealand
2008-03-01,7,Arrivals,India,Other,Non-New Zealand
2008-03-01,59,Arrivals,India,Residence,Non-New Zealand
2008-03-01,201,Arrivals,India,Student,Non-New Zealand
2008-03-01,460,Arrivals,India,TOTAL,Non-New Zealand
2008-03-01,104,Arrivals,India,Visitor,Non-New Zealand
2008-03-01,88,Arrivals,India,Work,Non-New Zealand
2008-04-01,0,Arrivals,India,New Zealand and Australian citizens,Non-New Zealand
2008-04-01,5,Arrivals,India,Other,Non-New Zealand
2008-04-01,80,Arrivals,India,Residence,Non-New Zealand
2008-04-01,127,Arrivals,India,Student,Non-New Zealand
2008-04-01,410,Arrivals,India,TOTAL,Non-New Zealand
2008-04-01,126,Arrivals,India,Visitor,Non-New Zealand
2008-04-01,72,Arrivals,India,Work,Non-New Zealand
2008-05-01,0,Arrivals,India,New Zealand and Australian citizens,Non-New Zealand
2008-05-01,16,Arrivals,India,Other,Non-New Zealand
2008-05-01,62,Arrivals,India,Residence,Non-New Zealand
2008-05-01,193,Arrivals,India,Student,Non-New Zealand
2008-05-01,515,Arrivals,India,TOTAL,Non-New Zealand
2008-05-01,166,Arrivals,India,Visitor,Non-New Zealand
2008-05-01,78,Arrivals,India,Work,Non-New Zealand
2008-06-01,1,Arrivals,India,New Zealand and Australian citizens,Non-New Zealand
2008-06-01,4,Arrivals,India,Other,Non-New Zealand
2008-06-01,99,Arrivals,India,Residence,Non-New Zealand
2008-06-01,151,Arrivals,India,Student,Non-New Zealand
2008-06-01,480,Arrivals,India,TOTAL,Non-New Zealand
2008-06-01,141,Arrivals,India,Visitor,Non-New Zealand
2008-06-01,84,Arrivals,India,Work,Non-New Zealand
2008-07-01,0,Arrivals,India,New Zealand and Australian citizens,Non-New Zealand
2008-07-01,19,Arrivals,India,Other,Non-New Zealand
2008-07-01,46,Arrivals,India,Residence,Non-New Zealand
2008-07-01,781,Arrivals,India,Student,Non-New Zealand
2008-07-01,1072,Arrivals,India,TOTAL,Non-New Zealand
2008-07-01,129,Arrivals,India,Visitor,Non-New Zealand
2008-07-01,97,Arrivals,India,Work,Non-New Zealand
2008-08-01,2,Arrivals,India,New Zealand and Australian citizens,Non-New Zealand
2008-08-01,13,Arrivals,India,Other,Non-New Zealand
2008-08-01,64,Arrivals,India,Residence,Non-New Zealand
2008-08-01,256,Arrivals,India,Student,Non-New Zealand
2008-08-01,543,Arrivals,India,TOTAL,Non-New Zealand
2008-08-01,115,Arrivals,India,Visitor,Non-New Zealand
2008-08-01,93,Arrivals,India,Work,Non-New Zealand
2008-09-01,0,Arrivals,India,New Zealand and Australian citizens,Non-New Zealand
2008-09-01,9,Arrivals,India,Other,Non-New Zealand
2008-09-01,36,Arrivals,India,Residence,Non-New Zealand
2008-09-01,320,Arrivals,India,Student,Non-New Zealand
2008-09-01,606,Arrivals,India,TOTAL,Non-New Zealand
2008-09-01,158,Arrivals,India,Visitor,Non-New Zealand
2008-09-01,83,Arrivals,India,Work,Non-New Zealand
2008-10-01,6,Arrivals,India,New Zealand and Australian citizens,Non-New Zealand
2008-10-01,9,Arrivals,India,Other,Non-New Zealand
2008-10-01,39,Arrivals,India,Residence,Non-New Zealand
2008-10-01,251,Arrivals,India,Student,Non-New Zealand
2008-10-01,504,Arrivals,India,TOTAL,Non-New Zealand
2008-10-01,131,Arrivals,India,Visitor,Non-New Zealand
2008-10-01,68,Arrivals,India,Work,Non-New Zealand
2008-11-01,0,Arrivals,India,New Zealand and Australian citizens,Non-New Zealand
2008-11-01,8,Arrivals,India,Other,Non-New Zealand
2008-11-01,70,Arrivals,India,Residence,Non-New Zealand
2008-11-01,199,Arrivals,India,Student,Non-New Zealand
2008-11-01,446,Arrivals,India,TOTAL,Non-New Zealand
2008-11-01,93,Arrivals,India,Visitor,Non-New Zealand
2008-11-01,76,Arrivals,India,Work,Non-New Zealand
2008-12-01,0,Arrivals,India,New Zealand and Australian citizens,Non-New Zealand
2008-12-01,9,Arrivals,India,Other,Non-New Zealand
2008-12-01,44,Arrivals,India,Residence,Non-New Zealand
2008-12-01,82,Arrivals,India,Student,Non-New Zealand
2008-12-01,279,Arrivals,India,TOTAL,Non-New Zealand
2008-12-01,76,Arrivals,India,Visitor,Non-New Zealand
2008-12-01,68,Arrivals,India,Work,Non-New Zealand
2009-01-01,0,Arrivals,India,New Zealand and Australian citizens,Non-New Zealand
2009-01-01,9,Arrivals,India,Other,Non-New Zealand
2009-01-01,58,Arrivals,India,Residence,Non-New Zealand
2009-01-01,327,Arrivals,India,Student,Non-New Zealand
2009-01-01,565,Arrivals,India,TOTAL,Non-New Zealand
2009-01-01,93,Arrivals,India,Visitor,Non-New Zealand
2009-01-01,78,Arrivals,India,Work,Non-New Zealand
2009-02-01,0,Arrivals,India,New Zealand and Australian citizens,Non-New Zealand
2009-02-01,12,Arrivals,India,Other,Non-New Zealand
2009-02-01,44,Arrivals,India,Residence,Non-New Zealand
2009-02-01,1178,Arrivals,India,Student,Non-New Zealand
2009-02-01,1461,Arrivals,India,TOTAL,Non-New Zealand
2009-02-01,121,Arrivals,India,Visitor,Non-New Zealand
2009-02-01,106,Arrivals,India,Work,Non-New Zealand
2009-03-01,0,Arrivals,India,New Zealand and Australian citizens,Non-New Zealand
2009-03-01,13,Arrivals,India,Other,Non-New Zealand
2009-03-01,75,Arrivals,India,Residence,Non-New Zealand
2009-03-01,383,Arrivals,India,Student,Non-New Zealand
2009-03-01,681,Arrivals,India,TOTAL,Non-New Zealand
2009-03-01,115,Arrivals,India,Visitor,Non-New Zealand
2009-03-01,95,Arrivals,India,Work,Non-New Zealand
2009-04-01,1,Arrivals,India,New Zealand and Australian citizens,Non-New Zealand
2009-04-01,11,Arrivals,India,Other,Non-New Zealand
2009-04-01,68,Arrivals,India,Residence,Non-New Zealand
2009-04-01,255,Arrivals,India,Student,Non-New Zealand
2009-04-01,488,Arrivals,India,TOTAL,Non-New Zealand
2009-04-01,98,Arrivals,India,Visitor,Non-New Zealand
2009-04-01,55,Arrivals,India,Work,Non-New Zealand
2009-05-01,0,Arrivals,India,New Zealand and Australian citizens,Non-New Zealand
2009-05-01,4,Arrivals,India,Other,Non-New Zealand
2009-05-01,74,Arrivals,India,Residence,Non-New Zealand
2009-05-01,250,Arrivals,India,Student,Non-New Zealand
2009-05-01,526,Arrivals,India,TOTAL,Non-New Zealand
2009-05-01,124,Arrivals,India,Visitor,Non-New Zealand
2009-05-01,74,Arrivals,India,Work,Non-New Zealand
2009-06-01,0,Arrivals,India,New Zealand and Australian citizens,Non-New Zealand
2009-06-01,25,Arrivals,India,Other,Non-New Zealand
2009-06-01,88,Arrivals,India,Residence,Non-New Zealand
2009-06-01,200,Arrivals,India,Student,Non-New Zealand
2009-06-01,509,Arrivals,India,TOTAL,Non-New Zealand
2009-06-01,122,Arrivals,India,Visitor,Non-New Zealand
2009-06-01,74,Arrivals,India,Work,Non-New Zealand
2009-07-01,0,Arrivals,India,New Zealand and Australian citizens,Non-New Zealand
2009-07-01,6,Arrivals,India,Other,Non-New Zealand
2009-07-01,74,Arrivals,India,Residence,Non-New Zealand
2009-07-01,772,Arrivals,India,Student,Non-New Zealand
2009-07-01,1055,Arrivals,India,TOTAL,Non-New Zealand
2009-07-01,121,Arrivals,India,Visitor,Non-New Zealand
2009-07-01,82,Arrivals,India,Work,Non-New Zealand
2009-08-01,1,Arrivals,India,New Zealand and Australian citizens,Non-New Zealand
2009-08-01,12,Arrivals,India,Other,Non-New Zealand
2009-08-01,71,Arrivals,India,Residence,Non-New Zealand
2009-08-01,177,Arrivals,India,Student,Non-New Zealand
2009-08-01,458,Arrivals,India,TOTAL,Non-New Zealand
2009-08-01,110,Arrivals,India,Visitor,Non-New Zealand
2009-08-01,87,Arrivals,India,Work,Non-New Zealand
2009-09-01,0,Arrivals,India,New Zealand and Australian citizens,Non-New Zealand
2009-09-01,6,Arrivals,India,Other,Non-New Zealand
2009-09-01,76,Arrivals,India,Residence,Non-New Zealand
2009-09-01,339,Arrivals,India,Student,Non-New Zealand
2009-09-01,619,Arrivals,India,TOTAL,Non-New Zealand
2009-09-01,107,Arrivals,India,Visitor,Non-New Zealand
2009-09-01,91,Arrivals,India,Work,Non-New Zealand
2009-10-01,0,Arrivals,India,New Zealand and Australian citizens,Non-New Zealand
2009-10-01,6,Arrivals,India,Other,Non-New Zealand
2009-10-01,59,Arrivals,India,Residence,Non-New Zealand
2009-10-01,297,Arrivals,India,Student,Non-New Zealand
2009-10-01,516,Arrivals,India,TOTAL,Non-New Zealand
2009-10-01,94,Arrivals,India,Visitor,Non-New Zealand
2009-10-01,60,Arrivals,India,Work,Non-New Zealand
2009-11-01,0,Arrivals,India,New Zealand and Australian citizens,Non-New Zealand
2009-11-01,9,Arrivals,India,Other,Non-New Zealand
2009-11-01,83,Arrivals,India,Residence,Non-New Zealand
2009-11-01,207,Arrivals,India,Student,Non-New Zealand
2009-11-01,455,Arrivals,India,TOTAL,Non-New Zealand
2009-11-01,92,Arrivals,India,Visitor,Non-New Zealand
2009-11-01,64,Arrivals,India,Work,Non-New Zealand
2009-12-01,0,Arrivals,India,New Zealand and Australian citizens,Non-New Zealand
2009-12-01,10,Arrivals,India,Other,Non-New Zealand
2009-12-01,63,Arrivals,India,Residence,Non-New Zealand
2009-12-01,108,Arrivals,India,Student,Non-New Zealand
2009-12-01,335,Arrivals,India,TOTAL,Non-New Zealand
2009-12-01,83,Arrivals,India,Visitor,Non-New Zealand
2009-12-01,71,Arrivals,India,Work,Non-New Zealand
2010-01-01,1,Arrivals,India,New Zealand and Australian citizens,Non-New Zealand
2010-01-01,11,Arrivals,India,Other,Non-New Zealand
2010-01-01,52,Arrivals,India,Residence,Non-New Zealand
2010-01-01,313,Arrivals,India,Student,Non-New Zealand
2010-01-01,540,Arrivals,India,TOTAL,Non-New Zealand
2010-01-01,99,Arrivals,India,Visitor,Non-New Zealand
2010-01-01,64,Arrivals,India,Work,Non-New Zealand
2010-02-01,2,Arrivals,India,New Zealand and Australian citizens,Non-New Zealand
2010-02-01,22,Arrivals,India,Other,Non-New Zealand
2010-02-01,41,Arrivals,India,Residence,Non-New Zealand
2010-02-01,985,Arrivals,India,Student,Non-New Zealand
2010-02-01,1243,Arrivals,India,TOTAL,Non-New Zealand
2010-02-01,99,Arrivals,India,Visitor,Non-New Zealand
2010-02-01,94,Arrivals,India,Work,Non-New Zealand
2010-03-01,2,Arrivals,India,New Zealand and Australian citizens,Non-New Zealand
2010-03-01,5,Arrivals,India,Other,Non-New Zealand
2010-03-01,64,Arrivals,India,Residence,Non-New Zealand
2010-03-01,341,Arrivals,India,Student,Non-New Zealand
2010-03-01,645,Arrivals,India,TOTAL,Non-New Zealand
2010-03-01,141,Arrivals,India,Visitor,Non-New Zealand
2010-03-01,92,Arrivals,India,Work,Non-New Zealand
2010-04-01,0,Arrivals,India,New Zealand and Australian citizens,Non-New Zealand
2010-04-01,14,Arrivals,India,Other,Non-New Zealand
2010-04-01,65,Arrivals,India,Residence,Non-New Zealand
2010-04-01,301,Arrivals,India,Student,Non-New Zealand
2010-04-01,575,Arrivals,India,TOTAL,Non-New Zealand
2010-04-01,120,Arrivals,India,Visitor,Non-New Zealand
2010-04-01,75,Arrivals,India,Work,Non-New Zealand
2010-05-01,0,Arrivals,India,New Zealand and Australian citizens,Non-New Zealand
2010-05-01,5,Arrivals,India,Other,Non-New Zealand
2010-05-01,48,Arrivals,India,Residence,Non-New Zealand
2010-05-01,286,Arrivals,India,Student,Non-New Zealand
2010-05-01,554,Arrivals,India,TOTAL,Non-New Zealand
2010-05-01,129,Arrivals,India,Visitor,Non-New Zealand
2010-05-01,86,Arrivals,India,Work,Non-New Zealand
2010-06-01,1,Arrivals,India,New Zealand and Australian citizens,Non-New Zealand
2010-06-01,14,Arrivals,India,Other,Non-New Zealand
2010-06-01,47,Arrivals,India,Residence,Non-New Zealand
2010-06-01,294,Arrivals,India,Student,Non-New Zealand
2010-06-01,520,Arrivals,India,TOTAL,Non-New Zealand
2010-06-01,105,Arrivals,India,Visitor,Non-New Zealand
2010-06-01,59,Arrivals,India,Work,Non-New Zealand
2010-07-01,1,Arrivals,India,New Zealand and Australian citizens,Non-New Zealand
2010-07-01,28,Arrivals,India,Other,Non-New Zealand
2010-07-01,48,Arrivals,India,Residence,Non-New Zealand
2010-07-01,881,Arrivals,India,Student,Non-New Zealand
2010-07-01,1160,Arrivals,India,TOTAL,Non-New Zealand
2010-07-01,114,Arrivals,India,Visitor,Non-New Zealand
2010-07-01,88,Arrivals,India,Work,Non-New Zealand
2010-08-01,0,Arrivals,India,New Zealand and Australian citizens,Non-New Zealand
2010-08-01,14,Arrivals,India,Other,Non-New Zealand
2010-08-01,45,Arrivals,India,Residence,Non-New Zealand
2010-08-01,422,Arrivals,India,Student,Non-New Zealand
2010-08-01,777,Arrivals,India,TOTAL,Non-New Zealand
2010-08-01,172,Arrivals,India,Visitor,Non-New Zealand
2010-08-01,124,Arrivals,India,Work,Non-New Zealand
2010-09-01,0,Arrivals,India,New Zealand and Australian citizens,Non-New Zealand
2010-09-01,9,Arrivals,India,Other,Non-New Zealand
2010-09-01,41,Arrivals,India,Residence,Non-New Zealand
2010-09-01,547,Arrivals,India,Student,Non-New Zealand
2010-09-01,818,Arrivals,India,TOTAL,Non-New Zealand
2010-09-01,133,Arrivals,India,Visitor,Non-New Zealand
2010-09-01,88,Arrivals,India,Work,Non-New Zealand
2010-10-01,0,Arrivals,India,New Zealand and Australian citizens,Non-New Zealand
2010-10-01,17,Arrivals,India,Other,Non-New Zealand
2010-10-01,25,Arrivals,India,Residence,Non-New Zealand
2010-10-01,535,Arrivals,India,Student,Non-New Zealand
2010-10-01,772,Arrivals,India,TOTAL,Non-New Zealand
2010-10-01,117,Arrivals,India,Visitor,Non-New Zealand
2010-10-01,78,Arrivals,India,Work,Non-New Zealand
2010-11-01,0,Arrivals,India,New Zealand and Australian citizens,Non-New Zealand
2010-11-01,6,Arrivals,India,Other,Non-New Zealand
2010-11-01,36,Arrivals,India,Residence,Non-New Zealand
2010-11-01,419,Arrivals,India,Student,Non-New Zealand
2010-11-01,619,Arrivals,India,TOTAL,Non-New Zealand
2010-11-01,87,Arrivals,India,Visitor,Non-New Zealand
2010-11-01,71,Arrivals,India,Work,Non-New Zealand
2010-12-01,2,Arrivals,India,New Zealand and Australian citizens,Non-New Zealand
2010-12-01,7,Arrivals,India,Other,Non-New Zealand
2010-12-01,42,Arrivals,India,Residence,Non-New Zealand
2010-12-01,186,Arrivals,India,Student,Non-New Zealand
2010-12-01,429,Arrivals,India,TOTAL,Non-New Zealand
2010-12-01,124,Arrivals,India,Visitor,Non-New Zealand
2010-12-01,68,Arrivals,India,Work,Non-New Zealand
2011-01-01,0,Arrivals,India,New Zealand and Australian citizens,Non-New Zealand
2011-01-01,8,Arrivals,India,Other,Non-New Zealand
2011-01-01,37,Arrivals,India,Residence,Non-New Zealand
2011-01-01,344,Arrivals,India,Student,Non-New Zealand
2011-01-01,539,Arrivals,India,TOTAL,Non-New Zealand
2011-01-01,91,Arrivals,India,Visitor,Non-New Zealand
2011-01-01,59,Arrivals,India,Work,Non-New Zealand
2011-02-01,0,Arrivals,India,New Zealand and Australian citizens,Non-New Zealand
2011-02-01,5,Arrivals,India,Other,Non-New Zealand
2011-02-01,45,Arrivals,India,Residence,Non-New Zealand
2011-02-01,879,Arrivals,India,Student,Non-New Zealand
2011-02-01,1152,Arrivals,India,TOTAL,Non-New Zealand
2011-02-01,129,Arrivals,India,Visitor,Non-New Zealand
2011-02-01,94,Arrivals,India,Work,Non-New Zealand
2011-03-01,0,Arrivals,India,New Zealand and Australian citizens,Non-New Zealand
2011-03-01,12,Arrivals,India,Other,Non-New Zealand
2011-03-01,68,Arrivals,India,Residence,Non-New Zealand
2011-03-01,448,Arrivals,India,Student,Non-New Zealand
2011-03-01,765,Arrivals,India,TOTAL,Non-New Zealand
2011-03-01,135,Arrivals,India,Visitor,Non-New Zealand
2011-03-01,102,Arrivals,India,Work,Non-New Zealand
2011-04-01,1,Arrivals,India,New Zealand and Australian citizens,Non-New Zealand
2011-04-01,1,Arrivals,India,Other,Non-New Zealand
2011-04-01,36,Arrivals,India,Residence,Non-New Zealand
2011-04-01,327,Arrivals,India,Student,Non-New Zealand
2011-04-01,570,Arrivals,India,TOTAL,Non-New Zealand
2011-04-01,140,Arrivals,India,Visitor,Non-New Zealand
2011-04-01,65,Arrivals,India,Work,Non-New Zealand
2011-05-01,0,Arrivals,India,New Zealand and Australian citizens,Non-New Zealand
2011-05-01,5,Arrivals,India,Other,Non-New Zealand
2011-05-01,53,Arrivals,India,Residence,Non-New Zealand
2011-05-01,228,Arrivals,India,Student,Non-New Zealand
2011-05-01,490,Arrivals,India,TOTAL,Non-New Zealand
2011-05-01,117,Arrivals,India,Visitor,Non-New Zealand
2011-05-01,87,Arrivals,India,Work,Non-New Zealand
2011-06-01,2,Arrivals,India,New Zealand and Australian citizens,Non-New Zealand
2011-06-01,7,Arrivals,India,Other,Non-New Zealand
2011-06-01,48,Arrivals,India,Residence,Non-New Zealand
2011-06-01,276,Arrivals,India,Student,Non-New Zealand
2011-06-01,527,Arrivals,India,TOTAL,Non-New Zealand
2011-06-01,116,Arrivals,India,Visitor,Non-New Zealand
2011-06-01,78,Arrivals,India,Work,Non-New Zealand
2011-07-01,1,Arrivals,India,New Zealand and Australian citizens,Non-New Zealand
2011-07-01,17,Arrivals,India,Other,Non-New Zealand
2011-07-01,34,Arrivals,India,Residence,Non-New Zealand
2011-07-01,695,Arrivals,India,Student,Non-New Zealand
2011-07-01,929,Arrivals,India,TOTAL,Non-New Zealand
2011-07-01,99,Arrivals,India,Visitor,Non-New Zealand
