Month,Count,Direction,CLPR,Visa,Citizenship
2005-10-01,155,Arrivals,Philippines,TOTAL,Non-New Zealand
2005-10-01,68,Arrivals,Philippines,Visitor,Non-New Zealand
2005-10-01,47,Arrivals,Philippines,Work,Non-New Zealand
2005-11-01,0,Arrivals,Philippines,New Zealand and Australian citizens,Non-New Zealand
2005-11-01,6,Arrivals,Philippines,Other,Non-New Zealand
2005-11-01,18,Arrivals,Philippines,Residence,Non-New Zealand
2005-11-01,13,Arrivals,Philippines,Student,Non-New Zealand
2005-11-01,166,Arrivals,Philippines,TOTAL,Non-New Zealand
2005-11-01,89,Arrivals,Philippines,Visitor,Non-New Zealand
2005-11-01,40,Arrivals,Philippines,Work,Non-New Zealand
2005-12-01,0,Arrivals,Philippines,New Zealand and Australian citizens,Non-New Zealand
2005-12-01,4,Arrivals,Philippines,Other,Non-New Zealand
2005-12-01,29,Arrivals,Philippines,Residence,Non-New Zealand
2005-12-01,44,Arrivals,Philippines,Student,Non-New Zealand
2005-12-01,174,Arrivals,Philippines,TOTAL,Non-New Zealand
2005-12-01,56,Arrivals,Philippines,Visitor,Non-New Zealand
2005-12-01,41,Arrivals,Philippines,Work,Non-New Zealand
2006-01-01,0,Arrivals,Philippines,New Zealand and Australian citizens,Non-New Zealand
2006-01-01,3,Arrivals,Philippines,Other,Non-New Zealand
2006-01-01,19,Arrivals,Philippines,Residence,Non-New Zealand
2006-01-01,42,Arrivals,Philippines,Student,Non-New Zealand
2006-01-01,244,Arrivals,Philippines,TOTAL,Non-New Zealand
2006-01-01,86,Arrivals,Philippines,Visitor,Non-New Zealand
2006-01-01,94,Arrivals,Philippines,Work,Non-New Zealand
2006-02-01,0,Arrivals,Philippines,New Zealand and Australian citizens,Non-New Zealand
2006-02-01,8,Arrivals,Philippines,Other,Non-New Zealand
2006-02-01,18,Arrivals,Philippines,Residence,Non-New Zealand
2006-02-01,41,Arrivals,Philippines,Student,Non-New Zealand
2006-02-01,201,Arrivals,Philippines,TOTAL,Non-New Zealand
2006-02-01,58,Arrivals,Philippines,Visitor,Non-New Zealand
2006-02-01,76,Arrivals,Philippines,Work,Non-New Zealand
2006-03-01,1,Arrivals,Philippines,New Zealand and Australian citizens,Non-New Zealand
2006-03-01,14,Arrivals,Philippines,Other,Non-New Zealand
2006-03-01,31,Arrivals,Philippines,Residence,Non-New Zealand
2006-03-01,38,Arrivals,Philippines,Student,Non-New Zealand
2006-03-01,249,Arrivals,Philippines,TOTAL,Non-New Zealand
2006-03-01,65,Arrivals,Philippines,Visitor,Non-New Zealand
2006-03-01,100,Arrivals,Philippines,Work,Non-New Zealand
2006-04-01,1,Arrivals,Philippines,New Zealand and Australian citizens,Non-New Zealand
2006-04-01,4,Arrivals,Philippines,Other,Non-New Zealand
2006-04-01,20,Arrivals,Philippines,Residence,Non-New Zealand
2006-04-01,46,Arrivals,Philippines,Student,Non-New Zealand
2006-04-01,227,Arrivals,Philippines,TOTAL,Non-New Zealand
2006-04-01,79,Arrivals,Philippines,Visitor,Non-New Zealand
2006-04-01,77,Arrivals,Philippines,Work,Non-New Zealand
2006-05-01,0,Arrivals,Philippines,New Zealand and Australian citizens,Non-New Zealand
2006-05-01,7,Arrivals,Philippines,Other,Non-New Zealand
2006-05-01,21,Arrivals,Philippines,Residence,Non-New Zealand
2006-05-01,43,Arrivals,Philippines,Student,Non-New Zealand
2006-05-01,239,Arrivals,Philippines,TOTAL,Non-New Zealand
2006-05-01,102,Arrivals,Philippines,Visitor,Non-New Zealand
2006-05-01,66,Arrivals,Philippines,Work,Non-New Zealand
2006-06-01,0,Arrivals,Philippines,New Zealand and Australian citizens,Non-New Zealand
2006-06-01,4,Arrivals,Philippines,Other,Non-New Zealand
2006-06-01,30,Arrivals,Philippines,Residence,Non-New Zealand
2006-06-01,47,Arrivals,Philippines,Student,Non-New Zealand
2006-06-01,280,Arrivals,Philippines,TOTAL,Non-New Zealand
2006-06-01,115,Arrivals,Philippines,Visitor,Non-New Zealand
2006-06-01,84,Arrivals,Philippines,Work,Non-New Zealand
2006-07-01,0,Arrivals,Philippines,New Zealand and Australian citizens,Non-New Zealand
2006-07-01,6,Arrivals,Philippines,Other,Non-New Zealand
2006-07-01,31,Arrivals,Philippines,Residence,Non-New Zealand
2006-07-01,57,Arrivals,Philippines,Student,Non-New Zealand
2006-07-01,262,Arrivals,Philippines,TOTAL,Non-New Zealand
2006-07-01,71,Arrivals,Philippines,Visitor,Non-New Zealand
2006-07-01,97,Arrivals,Philippines,Work,Non-New Zealand
2006-08-01,0,Arrivals,Philippines,New Zealand and Australian citizens,Non-New Zealand
2006-08-01,3,Arrivals,Philippines,Other,Non-New Zealand
2006-08-01,26,Arrivals,Philippines,Residence,Non-New Zealand
2006-08-01,58,Arrivals,Philippines,Student,Non-New Zealand
2006-08-01,334,Arrivals,Philippines,TOTAL,Non-New Zealand
2006-08-01,124,Arrivals,Philippines,Visitor,Non-New Zealand
2006-08-01,123,Arrivals,Philippines,Work,Non-New Zealand
2006-09-01,0,Arrivals,Philippines,New Zealand and Australian citizens,Non-New Zealand
2006-09-01,9,Arrivals,Philippines,Other,Non-New Zealand
2006-09-01,23,Arrivals,Philippines,Residence,Non-New Zealand
2006-09-01,70,Arrivals,Philippines,Student,Non-New Zealand
2006-09-01,328,Arrivals,Philippines,TOTAL,Non-New Zealand
2006-09-01,74,Arrivals,Philippines,Visitor,Non-New Zealand
2006-09-01,152,Arrivals,Philippines,Work,Non-New Zealand
2006-10-01,0,Arrivals,Philippines,New Zealand and Australian citizens,Non-New Zealand
2006-10-01,2,Arrivals,Philippines,Other,Non-New Zealand
2006-10-01,31,Arrivals,Philippines,Residence,Non-New Zealand
2006-10-01,101,Arrivals,Philippines,Student,Non-New Zealand
2006-10-01,423,Arrivals,Philippines,TOTAL,Non-New Zealand
2006-10-01,101,Arrivals,Philippines,Visitor,Non-New Zealand
2006-10-01,188,Arrivals,Philippines,Work,Non-New Zealand
2006-11-01,1,Arrivals,Philippines,New Zealand and Australian citizens,Non-New Zealand
2006-11-01,7,Arrivals,Philippines,Other,Non-New Zealand
2006-11-01,34,Arrivals,Philippines,Residence,Non-New Zealand
2006-11-01,83,Arrivals,Philippines,Student,Non-New Zealand
2006-11-01,478,Arrivals,Philippines,TOTAL,Non-New Zealand
2006-11-01,141,Arrivals,Philippines,Visitor,Non-New Zealand
2006-11-01,212,Arrivals,Philippines,Work,Non-New Zealand
2006-12-01,0,Arrivals,Philippines,New Zealand and Australian citizens,Non-New Zealand
2006-12-01,3,Arrivals,Philippines,Other,Non-New Zealand
2006-12-01,34,Arrivals,Philippines,Residence,Non-New Zealand
2006-12-01,105,Arrivals,Philippines,Student,Non-New Zealand
2006-12-01,396,Arrivals,Philippines,TOTAL,Non-New Zealand
2006-12-01,128,Arrivals,Philippines,Visitor,Non-New Zealand
2006-12-01,126,Arrivals,Philippines,Work,Non-New Zealand
2007-01-01,0,Arrivals,Philippines,New Zealand and Australian citizens,Non-New Zealand
2007-01-01,3,Arrivals,Philippines,Other,Non-New Zealand
2007-01-01,31,Arrivals,Philippines,Residence,Non-New Zealand
2007-01-01,59,Arrivals,Philippines,Student,Non-New Zealand
2007-01-01,329,Arrivals,Philippines,TOTAL,Non-New Zealand
2007-01-01,100,Arrivals,Philippines,Visitor,Non-New Zealand
2007-01-01,136,Arrivals,Philippines,Work,Non-New Zealand
2007-02-01,0,Arrivals,Philippines,New Zealand and Australian citizens,Non-New Zealand
2007-02-01,1,Arrivals,Philippines,Other,Non-New Zealand
2007-02-01,32,Arrivals,Philippines,Residence,Non-New Zealand
2007-02-01,73,Arrivals,Philippines,Student,Non-New Zealand
2007-02-01,352,Arrivals,Philippines,TOTAL,Non-New Zealand
2007-02-01,105,Arrivals,Philippines,Visitor,Non-New Zealand
2007-02-01,141,Arrivals,Philippines,Work,Non-New Zealand
2007-03-01,1,Arrivals,Philippines,New Zealand and Australian citizens,Non-New Zealand
2007-03-01,5,Arrivals,Philippines,Other,Non-New Zealand
2007-03-01,35,Arrivals,Philippines,Residence,Non-New Zealand
2007-03-01,84,Arrivals,Philippines,Student,Non-New Zealand
2007-03-01,526,Arrivals,Philippines,TOTAL,Non-New Zealand
2007-03-01,214,Arrivals,Philippines,Visitor,Non-New Zealand
2007-03-01,187,Arrivals,Philippines,Work,Non-New Zealand
2007-04-01,0,Arrivals,Philippines,New Zealand and Australian citizens,Non-New Zealand
2007-04-01,7,Arrivals,Philippines,Other,Non-New Zealand
2007-04-01,34,Arrivals,Philippines,Residence,Non-New Zealand
2007-04-01,94,Arrivals,Philippines,Student,Non-New Zealand
2007-04-01,410,Arrivals,Philippines,TOTAL,Non-New Zealand
2007-04-01,142,Arrivals,Philippines,Visitor,Non-New Zealand
2007-04-01,133,Arrivals,Philippines,Work,Non-New Zealand
2007-05-01,0,Arrivals,Philippines,New Zealand and Australian citizens,Non-New Zealand
2007-05-01,4,Arrivals,Philippines,Other,Non-New Zealand
2007-05-01,37,Arrivals,Philippines,Residence,Non-New Zealand
2007-05-01,85,Arrivals,Philippines,Student,Non-New Zealand
2007-05-01,444,Arrivals,Philippines,TOTAL,Non-New Zealand
2007-05-01,196,Arrivals,Philippines,Visitor,Non-New Zealand
2007-05-01,122,Arrivals,Philippines,Work,Non-New Zealand
2007-06-01,0,Arrivals,Philippines,New Zealand and Australian citizens,Non-New Zealand
2007-06-01,5,Arrivals,Philippines,Other,Non-New Zealand
2007-06-01,55,Arrivals,Philippines,Residence,Non-New Zealand
2007-06-01,71,Arrivals,Philippines,Student,Non-New Zealand
2007-06-01,481,Arrivals,Philippines,TOTAL,Non-New Zealand
2007-06-01,163,Arrivals,Philippines,Visitor,Non-New Zealand
2007-06-01,187,Arrivals,Philippines,Work,Non-New Zealand
2007-07-01,0,Arrivals,Philippines,New Zealand and Australian citizens,Non-New Zealand
2007-07-01,3,Arrivals,Philippines,Other,Non-New Zealand
2007-07-01,55,Arrivals,Philippines,Residence,Non-New Zealand
2007-07-01,75,Arrivals,Philippines,Student,Non-New Zealand
2007-07-01,385,Arrivals,Philippines,TOTAL,Non-New Zealand
2007-07-01,107,Arrivals,Philippines,Visitor,Non-New Zealand
2007-07-01,145,Arrivals,Philippines,Work,Non-New Zealand
2007-08-01,0,Arrivals,Philippines,New Zealand and Australian citizens,Non-New Zealand
2007-08-01,3,Arrivals,Philippines,Other,Non-New Zealand
2007-08-01,42,Arrivals,Philippines,Residence,Non-New Zealand
2007-08-01,104,Arrivals,Philippines,Student,Non-New Zealand
2007-08-01,526,Arrivals,Philippines,TOTAL,Non-New Zealand
2007-08-01,154,Arrivals,Philippines,Visitor,Non-New Zealand
2007-08-01,223,Arrivals,Philippines,Work,Non-New Zealand
2007-09-01,0,Arrivals,Philippines,New Zealand and Australian citizens,Non-New Zealand
2007-09-01,7,Arrivals,Philippines,Other,Non-New Zealand
2007-09-01,24,Arrivals,Philippines,Residence,Non-New Zealand
2007-09-01,72,Arrivals,Philippines,Student,Non-New Zealand
2007-09-01,531,Arrivals,Philippines,TOTAL,Non-New Zealand
2007-09-01,168,Arrivals,Philippines,Visitor,Non-New Zealand
2007-09-01,260,Arrivals,Philippines,Work,Non-New Zealand
2007-10-01,0,Arrivals,Philippines,New Zealand and Australian citizens,Non-New Zealand
2007-10-01,3,Arrivals,Philippines,Other,Non-New Zealand
2007-10-01,41,Arrivals,Philippines,Residence,Non-New Zealand
2007-10-01,51,Arrivals,Philippines,Student,Non-New Zealand
2007-10-01,390,Arrivals,Philippines,TOTAL,Non-New Zealand
2007-10-01,140,Arrivals,Philippines,Visitor,Non-New Zealand
2007-10-01,155,Arrivals,Philippines,Work,Non-New Zealand
2007-11-01,0,Arrivals,Philippines,New Zealand and Australian citizens,Non-New Zealand
2007-11-01,3,Arrivals,Philippines,Other,Non-New Zealand
2007-11-01,49,Arrivals,Philippines,Residence,Non-New Zealand
2007-11-01,65,Arrivals,Philippines,Student,Non-New Zealand
2007-11-01,392,Arrivals,Philippines,TOTAL,Non-New Zealand
2007-11-01,143,Arrivals,Philippines,Visitor,Non-New Zealand
2007-11-01,132,Arrivals,Philippines,Work,Non-New Zealand
2007-12-01,0,Arrivals,Philippines,New Zealand and Australian citizens,Non-New Zealand
2007-12-01,8,Arrivals,Philippines,Other,Non-New Zealand
2007-12-01,52,Arrivals,Philippines,Residence,Non-New Zealand
2007-12-01,66,Arrivals,Philippines,Student,Non-New Zealand
2007-12-01,374,Arrivals,Philippines,TOTAL,Non-New Zealand
2007-12-01,100,Arrivals,Philippines,Visitor,Non-New Zealand
2007-12-01,148,Arrivals,Philippines,Work,Non-New Zealand
2008-01-01,0,Arrivals,Philippines,New Zealand and Australian citizens,Non-New Zealand
2008-01-01,2,Arrivals,Philippines,Other,Non-New Zealand
2008-01-01,25,Arrivals,Philippines,Residence,Non-New Zealand
2008-01-01,45,Arrivals,Philippines,Student,Non-New Zealand
2008-01-01,322,Arrivals,Philippines,TOTAL,Non-New Zealand
2008-01-01,102,Arrivals,Philippines,Visitor,Non-New Zealand
2008-01-01,148,Arrivals,Philippines,Work,Non-New Zealand
2008-02-01,0,Arrivals,Philippines,New Zealand and Australian citizens,Non-New Zealand
2008-02-01,13,Arrivals,Philippines,Other,Non-New Zealand
2008-02-01,45,Arrivals,Philippines,Residence,Non-New Zealand
2008-02-01,88,Arrivals,Philippines,Student,Non-New Zealand
2008-02-01,520,Arrivals,Philippines,TOTAL,Non-New Zealand
2008-02-01,187,Arrivals,Philippines,Visitor,Non-New Zealand
2008-02-01,187,Arrivals,Philippines,Work,Non-New Zealand
2008-03-01,0,Arrivals,Philippines,New Zealand and Australian citizens,Non-New Zealand
2008-03-01,4,Arrivals,Philippines,Other,Non-New Zealand
2008-03-01,47,Arrivals,Philippines,Residence,Non-New Zealand
2008-03-01,69,Arrivals,Philippines,Student,Non-New Zealand
2008-03-01,496,Arrivals,Philippines,TOTAL,Non-New Zealand
2008-03-01,143,Arrivals,Philippines,Visitor,Non-New Zealand
2008-03-01,233,Arrivals,Philippines,Work,Non-New Zealand
2008-04-01,0,Arrivals,Philippines,New Zealand and Australian citizens,Non-New Zealand
2008-04-01,1,Arrivals,Philippines,Other,Non-New Zealand
2008-04-01,90,Arrivals,Philippines,Residence,Non-New Zealand
2008-04-01,99,Arrivals,Philippines,Student,Non-New Zealand
2008-04-01,521,Arrivals,Philippines,TOTAL,Non-New Zealand
2008-04-01,191,Arrivals,Philippines,Visitor,Non-New Zealand
2008-04-01,140,Arrivals,Philippines,Work,Non-New Zealand
2008-05-01,0,Arrivals,Philippines,New Zealand and Australian citizens,Non-New Zealand
2008-05-01,4,Arrivals,Philippines,Other,Non-New Zealand
2008-05-01,55,Arrivals,Philippines,Residence,Non-New Zealand
2008-05-01,100,Arrivals,Philippines,Student,Non-New Zealand
2008-05-01,570,Arrivals,Philippines,TOTAL,Non-New Zealand
2008-05-01,229,Arrivals,Philippines,Visitor,Non-New Zealand
2008-05-01,182,Arrivals,Philippines,Work,Non-New Zealand
2008-06-01,0,Arrivals,Philippines,New Zealand and Australian citizens,Non-New Zealand
2008-06-01,4,Arrivals,Philippines,Other,Non-New Zealand
2008-06-01,72,Arrivals,Philippines,Residence,Non-New Zealand
2008-06-01,134,Arrivals,Philippines,Student,Non-New Zealand
2008-06-01,661,Arrivals,Philippines,TOTAL,Non-New Zealand
2008-06-01,192,Arrivals,Philippines,Visitor,Non-New Zealand
2008-06-01,259,Arrivals,Philippines,Work,Non-New Zealand
2008-07-01,0,Arrivals,Philippines,New Zealand and Australian citizens,Non-New Zealand
2008-07-01,6,Arrivals,Philippines,Other,Non-New Zealand
2008-07-01,57,Arrivals,Philippines,Residence,Non-New Zealand
2008-07-01,100,Arrivals,Philippines,Student,Non-New Zealand
2008-07-01,565,Arrivals,Philippines,TOTAL,Non-New Zealand
2008-07-01,152,Arrivals,Philippines,Visitor,Non-New Zealand
2008-07-01,250,Arrivals,Philippines,Work,Non-New Zealand
2008-08-01,1,Arrivals,Philippines,New Zealand and Australian citizens,Non-New Zealand
2008-08-01,3,Arrivals,Philippines,Other,Non-New Zealand
2008-08-01,74,Arrivals,Philippines,Residence,Non-New Zealand
2008-08-01,117,Arrivals,Philippines,Student,Non-New Zealand
2008-08-01,589,Arrivals,Philippines,TOTAL,Non-New Zealand
2008-08-01,141,Arrivals,Philippines,Visitor,Non-New Zealand
2008-08-01,253,Arrivals,Philippines,Work,Non-New Zealand
2008-09-01,0,Arrivals,Philippines,New Zealand and Australian citizens,Non-New Zealand
2008-09-01,6,Arrivals,Philippines,Other,Non-New Zealand
2008-09-01,57,Arrivals,Philippines,Residence,Non-New Zealand
2008-09-01,95,Arrivals,Philippines,Student,Non-New Zealand
2008-09-01,479,Arrivals,Philippines,TOTAL,Non-New Zealand
2008-09-01,136,Arrivals,Philippines,Visitor,Non-New Zealand
2008-09-01,185,Arrivals,Philippines,Work,Non-New Zealand
2008-10-01,0,Arrivals,Philippines,New Zealand and Australian citizens,Non-New Zealand
2008-10-01,2,Arrivals,Philippines,Other,Non-New Zealand
2008-10-01,41,Arrivals,Philippines,Residence,Non-New Zealand
2008-10-01,56,Arrivals,Philippines,Student,Non-New Zealand
2008-10-01,389,Arrivals,Philippines,TOTAL,Non-New Zealand
2008-10-01,130,Arrivals,Philippines,Visitor,Non-New Zealand
2008-10-01,160,Arrivals,Philippines,Work,Non-New Zealand
2008-11-01,1,Arrivals,Philippines,New Zealand and Australian citizens,Non-New Zealand
2008-11-01,5,Arrivals,Philippines,Other,Non-New Zealand
2008-11-01,56,Arrivals,Philippines,Residence,Non-New Zealand
2008-11-01,82,Arrivals,Philippines,Student,Non-New Zealand
2008-11-01,365,Arrivals,Philippines,TOTAL,Non-New Zealand
2008-11-01,88,Arrivals,Philippines,Visitor,Non-New Zealand
2008-11-01,133,Arrivals,Philippines,Work,Non-New Zealand
2008-12-01,1,Arrivals,Philippines,New Zealand and Australian citizens,Non-New Zealand
2008-12-01,5,Arrivals,Philippines,Other,Non-New Zealand
2008-12-01,42,Arrivals,Philippines,Residence,Non-New Zealand
2008-12-01,95,Arrivals,Philippines,Student,Non-New Zealand
2008-12-01,346,Arrivals,Philippines,TOTAL,Non-New Zealand
2008-12-01,84,Arrivals,Philippines,Visitor,Non-New Zealand
2008-12-01,119,Arrivals,Philippines,Work,Non-New Zealand
2009-01-01,0,Arrivals,Philippines,New Zealand and Australian citizens,Non-New Zealand
2009-01-01,2,Arrivals,Philippines,Other,Non-New Zealand
2009-01-01,53,Arrivals,Philippines,Residence,Non-New Zealand
2009-01-01,80,Arrivals,Philippines,Student,Non-New Zealand
2009-01-01,289,Arrivals,Philippines,TOTAL,Non-New Zealand
2009-01-01,48,Arrivals,Philippines,Visitor,Non-New Zealand
2009-01-01,106,Arrivals,Philippines,Work,Non-New Zealand
2009-02-01,1,Arrivals,Philippines,New Zealand and Australian citizens,Non-New Zealand
2009-02-01,5,Arrivals,Philippines,Other,Non-New Zealand
2009-02-01,36,Arrivals,Philippines,Residence,Non-New Zealand
2009-02-01,106,Arrivals,Philippines,Student,Non-New Zealand
2009-02-01,382,Arrivals,Philippines,TOTAL,Non-New Zealand
2009-02-01,87,Arrivals,Philippines,Visitor,Non-New Zealand
2009-02-01,147,Arrivals,Philippines,Work,Non-New Zealand
2009-03-01,0,Arrivals,Philippines,New Zealand and Australian citizens,Non-New Zealand
2009-03-01,4,Arrivals,Philippines,Other,Non-New Zealand
2009-03-01,50,Arrivals,Philippines,Residence,Non-New Zealand
2009-03-01,61,Arrivals,Philippines,Student,Non-New Zealand
2009-03-01,298,Arrivals,Philippines,TOTAL,Non-New Zealand
2009-03-01,59,Arrivals,Philippines,Visitor,Non-New Zealand
2009-03-01,124,Arrivals,Philippines,Work,Non-New Zealand
2009-04-01,0,Arrivals,Philippines,New Zealand and Australian citizens,Non-New Zealand
2009-04-01,2,Arrivals,Philippines,Other,Non-New Zealand
2009-04-01,80,Arrivals,Philippines,Residence,Non-New Zealand
2009-04-01,98,Arrivals,Philippines,Student,Non-New Zealand
2009-04-01,355,Arrivals,Philippines,TOTAL,Non-New Zealand
2009-04-01,69,Arrivals,Philippines,Visitor,Non-New Zealand
2009-04-01,106,Arrivals,Philippines,Work,Non-New Zealand
2009-05-01,0,Arrivals,Philippines,New Zealand and Australian citizens,Non-New Zealand
2009-05-01,2,Arrivals,Philippines,Other,Non-New Zealand
2009-05-01,55,Arrivals,Philippines,Residence,Non-New Zealand
2009-05-01,72,Arrivals,Philippines,Student,Non-New Zealand
2009-05-01,361,Arrivals,Philippines,TOTAL,Non-New Zealand
2009-05-01,89,Arrivals,Philippines,Visitor,Non-New Zealand
2009-05-01,143,Arrivals,Philippines,Work,Non-New Zealand
2009-06-01,0,Arrivals,Philippines,New Zealand and Australian citizens,Non-New Zealand
2009-06-01,2,Arrivals,Philippines,Other,Non-New Zealand
2009-06-01,55,Arrivals,Philippines,Residence,Non-New Zealand
2009-06-01,94,Arrivals,Philippines,Student,Non-New Zealand
2009-06-01,369,Arrivals,Philippines,TOTAL,Non-New Zealand
2009-06-01,72,Arrivals,Philippines,Visitor,Non-New Zealand
2009-06-01,146,Arrivals,Philippines,Work,Non-New Zealand
2009-07-01,1,Arrivals,Philippines,New Zealand and Australian citizens,Non-New Zealand
2009-07-01,6,Arrivals,Philippines,Other,Non-New Zealand
2009-07-01,56,Arrivals,Philippines,Residence,Non-New Zealand
2009-07-01,95,Arrivals,Philippines,Student,Non-New Zealand
2009-07-01,314,Arrivals,Philippines,TOTAL,Non-New Zealand
2009-07-01,62,Arrivals,Philippines,Visitor,Non-New Zealand
2009-07-01,94,Arrivals,Philippines,Work,Non-New Zealand
2009-08-01,0,Arrivals,Philippines,New Zealand and Australian citizens,Non-New Zealand
2009-08-01,6,Arrivals,Philippines,Other,Non-New Zealand
2009-08-01,35,Arrivals,Philippines,Residence,Non-New Zealand
2009-08-01,66,Arrivals,Philippines,Student,Non-New Zealand
2009-08-01,266,Arrivals,Philippines,TOTAL,Non-New Zealand
2009-08-01,61,Arrivals,Philippines,Visitor,Non-New Zealand
2009-08-01,98,Arrivals,Philippines,Work,Non-New Zealand
2009-09-01,0,Arrivals,Philippines,New Zealand and Australian citizens,Non-New Zealand
2009-09-01,3,Arrivals,Philippines,Other,Non-New Zealand
2009-09-01,47,Arrivals,Philippines,Residence,Non-New Zealand
2009-09-01,74,Arrivals,Philippines,Student,Non-New Zealand
2009-09-01,310,Arrivals,Philippines,TOTAL,Non-New Zealand
2009-09-01,83,Arrivals,Philippines,Visitor,Non-New Zealand
2009-09-01,103,Arrivals,Philippines,Work,Non-New Zealand
2009-10-01,1,Arrivals,Philippines,New Zealand and Australian citizens,Non-New Zealand
2009-10-01,3,Arrivals,Philippines,Other,Non-New Zealand
2009-10-01,26,Arrivals,Philippines,Residence,Non-New Zealand
2009-10-01,39,Arrivals,Philippines,Student,Non-New Zealand
2009-10-01,205,Arrivals,Philippines,TOTAL,Non-New Zealand
2009-10-01,79,Arrivals,Philippines,Visitor,Non-New Zealand
2009-10-01,57,Arrivals,Philippines,Work,Non-New Zealand
2009-11-01,0,Arrivals,Philippines,New Zealand and Australian citizens,Non-New Zealand
2009-11-01,2,Arrivals,Philippines,Other,Non-New Zealand
2009-11-01,34,Arrivals,Philippines,Residence,Non-New Zealand
2009-11-01,37,Arrivals,Philippines,Student,Non-New Zealand
2009-11-01,176,Arrivals,Philippines,TOTAL,Non-New Zealand
2009-11-01,53,Arrivals,Philippines,Visitor,Non-New Zealand
2009-11-01,50,Arrivals,Philippines,Work,Non-New Zealand
2009-12-01,0,Arrivals,Philippines,New Zealand and Australian citizens,Non-New Zealand
2009-12-01,4,Arrivals,Philippines,Other,Non-New Zealand
2009-12-01,53,Arrivals,Philippines,Residence,Non-New Zealand
2009-12-01,38,Arrivals,Philippines,Student,Non-New Zealand
2009-12-01,182,Arrivals,Philippines,TOTAL,Non-New Zealand
2009-12-01,40,Arrivals,Philippines,Visitor,Non-New Zealand
2009-12-01,47,Arrivals,Philippines,Work,Non-New Zealand
2010-01-01,0,Arrivals,Philippines,New Zealand and Australian citizens,Non-New Zealand
2010-01-01,0,Arrivals,Philippines,Other,Non-New Zealand
2010-01-01,59,Arrivals,Philippines,Residence,Non-New Zealand
2010-01-01,42,Arrivals,Philippines,Student,Non-New Zealand
2010-01-01,196,Arrivals,Philippines,TOTAL,Non-New Zealand
2010-01-01,52,Arrivals,Philippines,Visitor,Non-New Zealand
2010-01-01,43,Arrivals,Philippines,Work,Non-New Zealand
2010-02-01,0,Arrivals,Philippines,New Zealand and Australian citizens,Non-New Zealand
2010-02-01,8,Arrivals,Philippines,Other,Non-New Zealand
2010-02-01,26,Arrivals,Philippines,Residence,Non-New Zealand
2010-02-01,52,Arrivals,Philippines,Student,Non-New Zealand
2010-02-01,221,Arrivals,Philippines,TOTAL,Non-New Zealand
2010-02-01,69,Arrivals,Philippines,Visitor,Non-New Zealand
2010-02-01,66,Arrivals,Philippines,Work,Non-New Zealand
2010-03-01,0,Arrivals,Philippines,New Zealand and Australian citizens,Non-New Zealand
2010-03-01,2,Arrivals,Philippines,Other,Non-New Zealand
2010-03-01,62,Arrivals,Philippines,Residence,Non-New Zealand
2010-03-01,45,Arrivals,Philippines,Student,Non-New Zealand
2010-03-01,234,Arrivals,Philippines,TOTAL,Non-New Zealand
2010-03-01,71,Arrivals,Philippines,Visitor,Non-New Zealand
2010-03-01,54,Arrivals,Philippines,Work,Non-New Zealand
2010-04-01,0,Arrivals,Philippines,New Zealand and Australian citizens,Non-New Zealand
2010-04-01,0,Arrivals,Philippines,Other,Non-New Zealand
2010-04-01,71,Arrivals,Philippines,Residence,Non-New Zealand
2010-04-01,53,Arrivals,Philippines,Student,Non-New Zealand
2010-04-01,232,Arrivals,Philippines,TOTAL,Non-New Zealand
2010-04-01,72,Arrivals,Philippines,Visitor,Non-New Zealand
2010-04-01,36,Arrivals,Philippines,Work,Non-New Zealand
2010-05-01,0,Arrivals,Philippines,New Zealand and Australian citizens,Non-New Zealand
2010-05-01,5,Arrivals,Philippines,Other,Non-New Zealand
2010-05-01,86,Arrivals,Philippines,Residence,Non-New Zealand
2010-05-01,56,Arrivals,Philippines,Student,Non-New Zealand
2010-05-01,257,Arrivals,Philippines,TOTAL,Non-New Zealand
2010-05-01,68,Arrivals,Philippines,Visitor,Non-New Zealand
2010-05-01,42,Arrivals,Philippines,Work,Non-New Zealand
2010-06-01,0,Arrivals,Philippines,New Zealand and Australian citizens,Non-New Zealand
2010-06-01,9,Arrivals,Philippines,Other,Non-New Zealand
2010-06-01,67,Arrivals,Philippines,Residence,Non-New Zealand
2010-06-01,65,Arrivals,Philippines,Student,Non-New Zealand
2010-06-01,265,Arrivals,Philippines,TOTAL,Non-New Zealand
2010-06-01,70,Arrivals,Philippines,Visitor,Non-New Zealand
2010-06-01,54,Arrivals,Philippines,Work,Non-New Zealand
2010-07-01,0,Arrivals,Philippines,New Zealand and Australian citizens,Non-New Zealand
2010-07-01,4,Arrivals,Philippines,Other,Non-New Zealand
2010-07-01,58,Arrivals,Philippines,Residence,Non-New Zealand
2010-07-01,103,Arrivals,Philippines,Student,Non-New Zealand
2010-07-01,266,Arrivals,Philippines,TOTAL,Non-New Zealand
2010-07-01,53,Arrivals,Philippines,Visitor,Non-New Zealand
2010-07-01,48,Arrivals,Philippines,Work,Non-New Zealand
2010-08-01,0,Arrivals,Philippines,New Zealand and Australian citizens,Non-New Zealand
2010-08-01,2,Arrivals,Philippines,Other,Non-New Zealand
2010-08-01,61,Arrivals,Philippines,Residence,Non-New Zealand
2010-08-01,93,Arrivals,Philippines,Student,Non-New Zealand
2010-08-01,291,Arrivals,Philippines,TOTAL,Non-New Zealand
