Month,Count,Direction,Region
2013-01-01,180.0,Arrivals,Northland Region
2013-02-01,138.0,Arrivals,Northland Region
2013-03-01,147.0,Arrivals,Northland Region
2013-04-01,132.0,Arrivals,Northland Region
2013-05-01,126.0,Arrivals,Northland Region
2013-06-01,120.0,Arrivals,Northland Region
2013-07-01,165.0,Arrivals,Northland Region
2013-08-01,192.0,Arrivals,Northland Region
2013-09-01,201.0,Arrivals,Northland Region
2013-10-01,231.0,Arrivals,Northland Region
2013-11-01,237.0,Arrivals,Northland Region
2013-12-01,309.0,Arrivals,Northland Region
2014-01-01,165.0,Arrivals,Northland Region
2014-02-01,201.0,Arrivals,Northland Region
2014-03-01,183.0,Arrivals,Northland Region
2014-04-01,165.0,Arrivals,Northland Region
2014-05-01,174.0,Arrivals,Northland Region
2014-06-01,150.0,Arrivals,Northland Region
2014-07-01,213.0,Arrivals,Northland Region
2014-08-01,195.0,Arrivals,Northland Region
2014-09-01,216.0,Arrivals,Northland Region
2014-10-01,276.0,Arrivals,Northland Region
2014-11-01,285.0,Arrivals,Northland Region
2014-12-01,378.0,Arrivals,Northland Region
2015-01-01,249.0,Arrivals,Northland Region
2015-02-01,183.0,Arrivals,Northland Region
2015-03-01,228.0,Arrivals,Northland Region
2015-04-01,195.0,Arrivals,Northland Region
2015-05-01,177.0,Arrivals,Northland Region
2015-06-01,189.0,Arrivals,Northland Region
2015-07-01,225.0,Arrivals,Northland Region
2015-08-01,225.0,Arrivals,Northland Region
2015-09-01,267.0,Arrivals,Northland Region
2015-10-01,276.0,Arrivals,Northland Region
2015-11-01,273.0,Arrivals,Northland Region
2015-12-01,420.0,Arrivals,Northland Region
2016-01-01,279.0,Arrivals,Northland Region
2016-02-01,294.0,Arrivals,Northland Region
2016-03-01,237.0,Arrivals,Northland Region
2016-04-01,162.0,Arrivals,Northland Region
2016-05-01,192.0,Arrivals,Northland Region
2016-06-01,213.0,Arrivals,Northland Region
2016-07-01,252.0,Arrivals,Northland Region
2016-08-01,237.0,Arrivals,Northland Region
2016-09-01,249.0,Arrivals,Northland Region
2016-10-01,255.0,Arrivals,Northland Region
2016-11-01,306.0,Arrivals,Northland Region
2016-12-01,342.0,Arrivals,Northland Region
2017-01-01,258.0,Arrivals,Northland Region
2017-02-01,207.0,Arrivals,Northland Region
2017-03-01,183.0,Arrivals,Northland Region
2017-04-01,153.0,Arrivals,Northland Region
2017-05-01,177.0,Arrivals,Northland Region
2017-06-01,153.0,Arrivals,Northland Region
2017-07-01,192.0,Arrivals,Northland Region
2017-08-01,207.0,Arrivals,Northland Region
2017-09-01,222.0,Arrivals,Northland Region
2017-10-01,279.0,Arrivals,Northland Region
2017-11-01,264.0,Arrivals,Northland Region
2017-12-01,369.0,Arrivals,Northland Region
2018-01-01,195.0,Arrivals,Northland Region
2018-02-01,201.0,Arrivals,Northland Region
2018-03-01,201.0,Arrivals,Northland Region
2018-04-01,156.0,Arrivals,Northland Region
2018-05-01,177.0,Arrivals,Northland Region
2018-06-01,147.0,Arrivals,Northland Region
2018-07-01,222.0,Arrivals,Northland Region
2018-08-01,204.0,Arrivals,Northland Region
2018-09-01,210.0,Arrivals,Northland Region
2018-10-01,207.0,Arrivals,Northland Region
2018-11-01,201.0,Arrivals,Northland Region
2018-12-01,258.0,Arrivals,Northland Region
2019-01-01,117.0,Arrivals,Northland Region
2019-02-01,84.0,Arrivals,Northland Region
2019-03-01,108.0,Arrivals,Northland Region
2019-04-01,72.0,Arrivals,Northland Region
2019-05-01,87.0,Arrivals,Northland Region
2019-06-01,84.0,Arrivals,Northland Region
2019-07-01,120.0,Arrivals,Northland Region
2019-08-01,120.0,Arrivals,Northland Region
2019-09-01,156.0,Arrivals,Northland Region
2019-10-01,180.0,Arrivals,Northland Region
2019-11-01,195.0,Arrivals,Northland Region
2019-12-01,270.0,Arrivals,Northland Region
2020-01-01,165.0,Arrivals,Northland Region
2020-02-01,168.0,Arrivals,Northland Region
2020-03-01,213.0,Arrivals,Northland Region
2020-04-01,24.0,Arrivals,Northland Region
2020-05-01,21.0,Arrivals,Northland Region
2020-06-01,51.0,Arrivals,Northland Region
2020-07-01,78.0,Arrivals,Northland Region
2020-08-01,102.0,Arrivals,Northland Region
2020-09-01,117.0,Arrivals,Northland Region
2020-10-01,108.0,Arrivals,Northland Region
2020-11-01,108.0,Arrivals,Northland Region
2020-12-01,90.0,Arrivals,Northland Region
2021-01-01,81.0,Arrivals,Northland Region
2021-02-01,105.0,Arrivals,Northland Region
2021-03-01,75.0,Arrivals,Northland Region
2021-04-01,114.0,Arrivals,Northland Region
2021-05-01,99.0,Arrivals,Northland Region
2021-06-01,69.0,Arrivals,Northland Region
2021-07-01,102.0,Arrivals,Northland Region
2021-08-01,15.0,Arrivals,Northland Region
2021-09-01,21.0,Arrivals,Northland Region
2021-10-01,45.0,Arrivals,Northland Region
2021-11-01,51.0,Arrivals,Northland Region
2021-12-01,63.0,Arrivals,Northland Region
2022-01-01,27.0,Arrivals,Northland Region
2022-02-01,24.0,Arrivals,Northland Region
2022-03-01,141.0,Arrivals,Northland Region
2022-04-01,111.0,Arrivals,Northland Region
2022-05-01,105.0,Arrivals,Northland Region
2022-06-01,81.0,Arrivals,Northland Region
2022-07-01,111.0,Arrivals,Northland Region
2022-08-01,93.0,Arrivals,Northland Region
2022-09-01,84.0,Arrivals,Northland Region
2022-10-01,93.0,Arrivals,Northland Region
2022-11-01,168.0,Arrivals,Northland Region
2022-12-01,156.0,Arrivals,Northland Region
2023-01-01,132.0,Arrivals,Northland Region
2023-02-01,126.0,Arrivals,Northland Region
2023-03-01,138.0,Arrivals,Northland Region
2023-04-01,99.0,Arrivals,Northland Region
2023-05-01,108.0,Arrivals,Northland Region
2023-06-01,114.0,Arrivals,Northland Region
2023-07-01,102.0,Arrivals,Northland Region
2023-08-01,135.0,Arrivals,Northland Region
2023-09-01,156.0,Arrivals,Northland Region
2023-10-01,147.0,Arrivals,Northland Region
2023-11-01,138.0,Arrivals,Northland Region
2023-12-01,147.0,Arrivals,Northland Region
2024-01-01,87.0,Arrivals,Northland Region
2024-02-01,111.0,Arrivals,Northland Region
2024-03-01,102.0,Arrivals,Northland Region
2024-04-01,66.0,Arrivals,Northland Region
2024-05-01,75.0,Arrivals,Northland Region
2024-06-01,105.0,Arrivals,Northland Region
2024-07-01,99.0,Arrivals,Northland Region
2024-08-01,93.0,Arrivals,Northland Region
2024-09-01,108.0,Arrivals,Northland Region
2024-10-01,108.0,Arrivals,Northland Region
2024-11-01,99.0,Arrivals,Northland Region
2013-01-01,4215.0,Arrivals,Auckland Region
2013-02-01,4119.0,Arrivals,Auckland Region
2013-03-01,3717.0,Arrivals,Auckland Region
2013-04-01,3102.0,Arrivals,Auckland Region
2013-05-01,3057.0,Arrivals,Auckland Region
2013-06-01,3192.0,Arrivals,Auckland Region
2013-07-01,4110.0,Arrivals,Auckland Region
2013-08-01,3723.0,Arrivals,Auckland Region
2013-09-01,3849.0,Arrivals,Auckland Region
2013-10-01,4005.0,Arrivals,Auckland Region
2013-11-01,4158.0,Arrivals,Auckland Region
2013-12-01,4791.0,Arrivals,Auckland Region
2014-01-01,4821.0,Arrivals,Auckland Region
2014-02-01,5367.0,Arrivals,Auckland Region
2014-03-01,4482.0,Arrivals,Auckland Region
2014-04-01,3819.0,Arrivals,Auckland Region
2014-05-01,3630.0,Arrivals,Auckland Region
2014-06-01,4083.0,Arrivals,Auckland Region
2014-07-01,5226.0,Arrivals,Auckland Region
2014-08-01,5097.0,Arrivals,Auckland Region
2014-09-01,5340.0,Arrivals,Auckland Region
2014-10-01,4821.0,Arrivals,Auckland Region
2014-11-01,4920.0,Arrivals,Auckland Region
2014-12-01,4596.0,Arrivals,Auckland Region
2015-01-01,6141.0,Arrivals,Auckland Region
2015-02-01,5808.0,Arrivals,Auckland Region
2015-03-01,5292.0,Arrivals,Auckland Region
2015-04-01,4026.0,Arrivals,Auckland Region
2015-05-01,4080.0,Arrivals,Auckland Region
2015-06-01,4194.0,Arrivals,Auckland Region
2015-07-01,5880.0,Arrivals,Auckland Region
2015-08-01,5523.0,Arrivals,Auckland Region
2015-09-01,5820.0,Arrivals,Auckland Region
2015-10-01,5508.0,Arrivals,Auckland Region
2015-11-01,5253.0,Arrivals,Auckland Region
2015-12-01,5190.0,Arrivals,Auckland Region
2016-01-01,6375.0,Arrivals,Auckland Region
2016-02-01,6336.0,Arrivals,Auckland Region
2016-03-01,5208.0,Arrivals,Auckland Region
2016-04-01,4398.0,Arrivals,Auckland Region
2016-05-01,4443.0,Arrivals,Auckland Region
2016-06-01,4416.0,Arrivals,Auckland Region
2016-07-01,6120.0,Arrivals,Auckland Region
2016-08-01,4998.0,Arrivals,Auckland Region
2016-09-01,5637.0,Arrivals,Auckland Region
2016-10-01,5340.0,Arrivals,Auckland Region
2016-11-01,5223.0,Arrivals,Auckland Region
2016-12-01,5238.0,Arrivals,Auckland Region
2017-01-01,6411.0,Arrivals,Auckland Region
2017-02-01,6396.0,Arrivals,Auckland Region
2017-03-01,5079.0,Arrivals,Auckland Region
2017-04-01,4131.0,Arrivals,Auckland Region
2017-05-01,4245.0,Arrivals,Auckland Region
2017-06-01,4554.0,Arrivals,Auckland Region
2017-07-01,5901.0,Arrivals,Auckland Region
2017-08-01,5100.0,Arrivals,Auckland Region
2017-09-01,5211.0,Arrivals,Auckland Region
2017-10-01,4848.0,Arrivals,Auckland Region
2017-11-01,4833.0,Arrivals,Auckland Region
2017-12-01,4854.0,Arrivals,Auckland Region
2018-01-01,6264.0,Arrivals,Auckland Region
2018-02-01,5430.0,Arrivals,Auckland Region
2018-03-01,4911.0,Arrivals,Auckland Region
2018-04-01,3705.0,Arrivals,Auckland Region
2018-05-01,4026.0,Arrivals,Auckland Region
2018-06-01,3903.0,Arrivals,Auckland Region
2018-07-01,5256.0,Arrivals,Auckland Region
2018-08-01,4569.0,Arrivals,Auckland Region
2018-09-01,4413.0,Arrivals,Auckland Region
2018-10-01,4149.0,Arrivals,Auckland Region
2018-11-01,3549.0,Arrivals,Auckland Region
2018-12-01,3633.0,Arrivals,Auckland Region
2019-01-01,3240.0,Arrivals,Auckland Region
2019-02-01,1572.0,Arrivals,Auckland Region
2019-03-01,1341.0,Arrivals,Auckland Region
2019-04-01,1068.0,Arrivals,Auckland Region
2019-05-01,1275.0,Arrivals,Auckland Region
2019-06-01,1428.0,Arrivals,Auckland Region
2019-07-01,1539.0,Arrivals,Auckland Region
2019-08-01,1746.0,Arrivals,Auckland Region
2019-09-01,1509.0,Arrivals,Auckland Region
2019-10-01,1815.0,Arrivals,Auckland Region
2019-11-01,2202.0,Arrivals,Auckland Region
2019-12-01,3228.0,Arrivals,Auckland Region
2020-01-01,1842.0,Arrivals,Auckland Region
2020-02-01,2016.0,Arrivals,Auckland Region
2020-03-01,2160.0,Arrivals,Auckland Region
2020-04-01,258.0,Arrivals,Auckland Region
2020-05-01,330.0,Arrivals,Auckland Region
2020-06-01,762.0,Arrivals,Auckland Region
2020-07-01,1161.0,Arrivals,Auckland Region
2020-08-01,1494.0,Arrivals,Auckland Region
2020-09-01,1146.0,Arrivals,Auckland Region
2020-10-01,1302.0,Arrivals,Auckland Region
2020-11-01,1284.0,Arrivals,Auckland Region
2020-12-01,1359.0,Arrivals,Auckland Region
2021-01-01,1179.0,Arrivals,Auckland Region
2021-02-01,1134.0,Arrivals,Auckland Region
2021-03-01,1263.0,Arrivals,Auckland Region
2021-04-01,1443.0,Arrivals,Auckland Region
2021-05-01,1299.0,Arrivals,Auckland Region
2021-06-01,933.0,Arrivals,Auckland Region
2021-07-01,1374.0,Arrivals,Auckland Region
2021-08-01,465.0,Arrivals,Auckland Region
2021-09-01,549.0,Arrivals,Auckland Region
2021-10-01,774.0,Arrivals,Auckland Region
2021-11-01,828.0,Arrivals,Auckland Region
2021-12-01,1062.0,Arrivals,Auckland Region
2022-01-01,687.0,Arrivals,Auckland Region
2022-02-01,552.0,Arrivals,Auckland Region
2022-03-01,1668.0,Arrivals,Auckland Region
2022-04-01,1980.0,Arrivals,Auckland Region
2022-05-01,1860.0,Arrivals,Auckland Region
2022-06-01,1881.0,Arrivals,Auckland Region
2022-07-01,2571.0,Arrivals,Auckland Region
2022-08-01,2127.0,Arrivals,Auckland Region
2022-09-01,2346.0,Arrivals,Auckland Region
2022-10-01,2694.0,Arrivals,Auckland Region
2022-11-01,3267.0,Arrivals,Auckland Region
2022-12-01,3855.0,Arrivals,Auckland Region
2023-01-01,3495.0,Arrivals,Auckland Region
2023-02-01,4878.0,Arrivals,Auckland Region
2023-03-01,4845.0,Arrivals,Auckland Region
2023-04-01,3831.0,Arrivals,Auckland Region
2023-05-01,3963.0,Arrivals,Auckland Region
2023-06-01,4176.0,Arrivals,Auckland Region
2023-07-01,3951.0,Arrivals,Auckland Region
2023-08-01,4434.0,Arrivals,Auckland Region
2023-09-01,3798.0,Arrivals,Auckland Region
2023-10-01,3282.0,Arrivals,Auckland Region
2023-11-01,3057.0,Arrivals,Auckland Region
2023-12-01,3312.0,Arrivals,Auckland Region
2024-01-01,3231.0,Arrivals,Auckland Region
2024-02-01,3438.0,Arrivals,Auckland Region
2024-03-01,2871.0,Arrivals,Auckland Region
2024-04-01,1959.0,Arrivals,Auckland Region
2024-05-01,1986.0,Arrivals,Auckland Region
2024-06-01,2190.0,Arrivals,Auckland Region
2024-07-01,2682.0,Arrivals,Auckland Region
2024-08-01,2166.0,Arrivals,Auckland Region
2024-09-01,2112.0,Arrivals,Auckland Region
2024-10-01,1968.0,Arrivals,Auckland Region
2024-11-01,1971.0,Arrivals,Auckland Region
2013-01-01,567.0,Arrivals,Waikato Region
2013-02-01,591.0,Arrivals,Waikato Region
2013-03-01,420.0,Arrivals,Waikato Region
2013-04-01,366.0,Arrivals,Waikato Region
2013-05-01,399.0,Arrivals,Waikato Region
2013-06-01,432.0,Arrivals,Waikato Region
2013-07-01,606.0,Arrivals,Waikato Region
2013-08-01,543.0,Arrivals,Waikato Region
2013-09-01,603.0,Arrivals,Waikato Region
2013-10-01,546.0,Arrivals,Waikato Region
2013-11-01,606.0,Arrivals,Waikato Region
2013-12-01,801.0,Arrivals,Waikato Region
2014-01-01,684.0,Arrivals,Waikato Region
2014-02-01,741.0,Arrivals,Waikato Region
2014-03-01,540.0,Arrivals,Waikato Region
2014-04-01,474.0,Arrivals,Waikato Region
2014-05-01,513.0,Arrivals,Waikato Region
2014-06-01,570.0,Arrivals,Waikato Region
2014-07-01,864.0,Arrivals,Waikato Region
2014-08-01,636.0,Arrivals,Waikato Region
2014-09-01,582.0,Arrivals,Waikato Region
2014-10-01,669.0,Arrivals,Waikato Region
2014-11-01,672.0,Arrivals,Waikato Region
2014-12-01,858.0,Arrivals,Waikato Region
2015-01-01,732.0,Arrivals,Waikato Region
2015-02-01,822.0,Arrivals,Waikato Region
2015-03-01,621.0,Arrivals,Waikato Region
2015-04-01,468.0,Arrivals,Waikato Region
2015-05-01,576.0,Arrivals,Waikato Region
2015-06-01,627.0,Arrivals,Waikato Region
2015-07-01,855.0,Arrivals,Waikato Region
2015-08-01,669.0,Arrivals,Waikato Region
2015-09-01,681.0,Arrivals,Waikato Region
2015-10-01,696.0,Arrivals,Waikato Region
2015-11-01,765.0,Arrivals,Waikato Region
2015-12-01,960.0,Arrivals,Waikato Region
2016-01-01,798.0,Arrivals,Waikato Region
2016-02-01,858.0,Arrivals,Waikato Region
2016-03-01,555.0,Arrivals,Waikato Region
2016-04-01,534.0,Arrivals,Waikato Region
2016-05-01,501.0,Arrivals,Waikato Region
2016-06-01,648.0,Arrivals,Waikato Region
2016-07-01,918.0,Arrivals,Waikato Region
2016-08-01,732.0,Arrivals,Waikato Region
2016-09-01,690.0,Arrivals,Waikato Region
2016-10-01,684.0,Arrivals,Waikato Region
2016-11-01,807.0,Arrivals,Waikato Region
2016-12-01,888.0,Arrivals,Waikato Region
2017-01-01,792.0,Arrivals,Waikato Region
2017-02-01,891.0,Arrivals,Waikato Region
2017-03-01,639.0,Arrivals,Waikato Region
2017-04-01,558.0,Arrivals,Waikato Region
2017-05-01,558.0,Arrivals,Waikato Region
2017-06-01,678.0,Arrivals,Waikato Region
2017-07-01,852.0,Arrivals,Waikato Region
2017-08-01,726.0,Arrivals,Waikato Region
2017-09-01,666.0,Arrivals,Waikato Region
2017-10-01,678.0,Arrivals,Waikato Region
2017-11-01,765.0,Arrivals,Waikato Region
2017-12-01,942.0,Arrivals,Waikato Region
2018-01-01,813.0,Arrivals,Waikato Region
2018-02-01,813.0,Arrivals,Waikato Region
2018-03-01,612.0,Arrivals,Waikato Region
2018-04-01,489.0,Arrivals,Waikato Region
2018-05-01,516.0,Arrivals,Waikato Region
2018-06-01,576.0,Arrivals,Waikato Region
2018-07-01,816.0,Arrivals,Waikato Region
2018-08-01,612.0,Arrivals,Waikato Region
2018-09-01,618.0,Arrivals,Waikato Region
2018-10-01,567.0,Arrivals,Waikato Region
2018-11-01,627.0,Arrivals,Waikato Region
2018-12-01,606.0,Arrivals,Waikato Region
2019-01-01,459.0,Arrivals,Waikato Region
2019-02-01,237.0,Arrivals,Waikato Region
2019-03-01,213.0,Arrivals,Waikato Region
2019-04-01,192.0,Arrivals,Waikato Region
2019-05-01,222.0,Arrivals,Waikato Region
2019-06-01,204.0,Arrivals,Waikato Region
2019-07-01,324.0,Arrivals,Waikato Region
2019-08-01,330.0,Arrivals,Waikato Region
2019-09-01,351.0,Arrivals,Waikato Region
2019-10-01,387.0,Arrivals,Waikato Region
2019-11-01,393.0,Arrivals,Waikato Region
2019-12-01,609.0,Arrivals,Waikato Region
2020-01-01,372.0,Arrivals,Waikato Region
2020-02-01,432.0,Arrivals,Waikato Region
2020-03-01,513.0,Arrivals,Waikato Region
2020-04-01,66.0,Arrivals,Waikato Region
2020-05-01,78.0,Arrivals,Waikato Region
2020-06-01,126.0,Arrivals,Waikato Region
2020-07-01,222.0,Arrivals,Waikato Region
2020-08-01,285.0,Arrivals,Waikato Region
2020-09-01,270.0,Arrivals,Waikato Region
2020-10-01,255.0,Arrivals,Waikato Region
2020-11-01,231.0,Arrivals,Waikato Region
2020-12-01,276.0,Arrivals,Waikato Region
2021-01-01,204.0,Arrivals,Waikato Region
2021-02-01,234.0,Arrivals,Waikato Region
2021-03-01,228.0,Arrivals,Waikato Region
2021-04-01,255.0,Arrivals,Waikato Region
2021-05-01,252.0,Arrivals,Waikato Region
2021-06-01,222.0,Arrivals,Waikato Region
2021-07-01,234.0,Arrivals,Waikato Region
2021-08-01,66.0,Arrivals,Waikato Region
2021-09-01,75.0,Arrivals,Waikato Region
2021-10-01,144.0,Arrivals,Waikato Region
2021-11-01,102.0,Arrivals,Waikato Region
2021-12-01,183.0,Arrivals,Waikato Region
2022-01-01,114.0,Arrivals,Waikato Region
2022-02-01,84.0,Arrivals,Waikato Region
2022-03-01,345.0,Arrivals,Waikato Region
2022-04-01,339.0,Arrivals,Waikato Region
2022-05-01,276.0,Arrivals,Waikato Region
2022-06-01,270.0,Arrivals,Waikato Region
2022-07-01,414.0,Arrivals,Waikato Region
2022-08-01,312.0,Arrivals,Waikato Region
2022-09-01,378.0,Arrivals,Waikato Region
2022-10-01,414.0,Arrivals,Waikato Region
2022-11-01,459.0,Arrivals,Waikato Region
2022-12-01,561.0,Arrivals,Waikato Region
2023-01-01,501.0,Arrivals,Waikato Region
2023-02-01,585.0,Arrivals,Waikato Region
2023-03-01,627.0,Arrivals,Waikato Region
2023-04-01,546.0,Arrivals,Waikato Region
2023-05-01,546.0,Arrivals,Waikato Region
2023-06-01,615.0,Arrivals,Waikato Region
2023-07-01,582.0,Arrivals,Waikato Region
2023-08-01,615.0,Arrivals,Waikato Region
2023-09-01,561.0,Arrivals,Waikato Region
2023-10-01,492.0,Arrivals,Waikato Region
2023-11-01,459.0,Arrivals,Waikato Region
2023-12-01,543.0,Arrivals,Waikato Region
2024-01-01,492.0,Arrivals,Waikato Region
2024-02-01,480.0,Arrivals,Waikato Region
2024-03-01,432.0,Arrivals,Waikato Region
2024-04-01,270.0,Arrivals,Waikato Region
2024-05-01,306.0,Arrivals,Waikato Region
2024-06-01,348.0,Arrivals,Waikato Region
2024-07-01,360.0,Arrivals,Waikato Region
2024-08-01,321.0,Arrivals,Waikato Region
2024-09-01,327.0,Arrivals,Waikato Region
2024-10-01,360.0,Arrivals,Waikato Region
2024-11-01,315.0,Arrivals,Waikato Region
2013-01-01,399.0,Arrivals,Bay of Plenty Region
2013-02-01,381.0,Arrivals,Bay of Plenty Region
2013-03-01,465.0,Arrivals,Bay of Plenty Region
2013-04-01,318.0,Arrivals,Bay of Plenty Region
2013-05-01,303.0,Arrivals,Bay of Plenty Region
2013-06-01,366.0,Arrivals,Bay of Plenty Region
2013-07-01,399.0,Arrivals,Bay of Plenty Region
2013-08-01,399.0,Arrivals,Bay of Plenty Region
2013-09-01,393.0,Arrivals,Bay of Plenty Region
2013-10-01,438.0,Arrivals,Bay of Plenty Region
2013-11-01,519.0,Arrivals,Bay of Plenty Region
2013-12-01,687.0,Arrivals,Bay of Plenty Region
2014-01-01,477.0,Arrivals,Bay of Plenty Region
2014-02-01,516.0,Arrivals,Bay of Plenty Region
2014-03-01,501.0,Arrivals,Bay of Plenty Region
2014-04-01,432.0,Arrivals,Bay of Plenty Region
2014-05-01,444.0,Arrivals,Bay of Plenty Region
2014-06-01,378.0,Arrivals,Bay of Plenty Region
2014-07-01,579.0,Arrivals,Bay of Plenty Region
2014-08-01,582.0,Arrivals,Bay of Plenty Region
2014-09-01,546.0,Arrivals,Bay of Plenty Region
2014-10-01,573.0,Arrivals,Bay of Plenty Region
2014-11-01,639.0,Arrivals,Bay of Plenty Region
2014-12-01,759.0,Arrivals,Bay of Plenty Region
2015-01-01,600.0,Arrivals,Bay of Plenty Region
2015-02-01,612.0,Arrivals,Bay of Plenty Region
2015-03-01,576.0,Arrivals,Bay of Plenty Region
2015-04-01,468.0,Arrivals,Bay of Plenty Region
2015-05-01,450.0,Arrivals,Bay of Plenty Region
2015-06-01,489.0,Arrivals,Bay of Plenty Region
2015-07-01,693.0,Arrivals,Bay of Plenty Region
2015-08-01,606.0,Arrivals,Bay of Plenty Region
2015-09-01,633.0,Arrivals,Bay of Plenty Region
2015-10-01,822.0,Arrivals,Bay of Plenty Region
2015-11-01,774.0,Arrivals,Bay of Plenty Region
2015-12-01,786.0,Arrivals,Bay of Plenty Region
2016-01-01,714.0,Arrivals,Bay of Plenty Region
2016-02-01,726.0,Arrivals,Bay of Plenty Region
2016-03-01,666.0,Arrivals,Bay of Plenty Region
2016-04-01,477.0,Arrivals,Bay of Plenty Region
2016-05-01,483.0,Arrivals,Bay of Plenty Region
2016-06-01,504.0,Arrivals,Bay of Plenty Region
2016-07-01,657.0,Arrivals,Bay of Plenty Region
2016-08-01,510.0,Arrivals,Bay of Plenty Region
2016-09-01,618.0,Arrivals,Bay of Plenty Region
2016-10-01,555.0,Arrivals,Bay of Plenty Region
2016-11-01,726.0,Arrivals,Bay of Plenty Region
2016-12-01,753.0,Arrivals,Bay of Plenty Region
2017-01-01,666.0,Arrivals,Bay of Plenty Region
2017-02-01,558.0,Arrivals,Bay of Plenty Region
2017-03-01,543.0,Arrivals,Bay of Plenty Region
2017-04-01,456.0,Arrivals,Bay of Plenty Region
2017-05-01,429.0,Arrivals,Bay of Plenty Region
2017-06-01,531.0,Arrivals,Bay of Plenty Region
2017-07-01,621.0,Arrivals,Bay of Plenty Region
2017-08-01,495.0,Arrivals,Bay of Plenty Region
2017-09-01,525.0,Arrivals,Bay of Plenty Region
2017-10-01,519.0,Arrivals,Bay of Plenty Region
2017-11-01,678.0,Arrivals,Bay of Plenty Region
2017-12-01,720.0,Arrivals,Bay of Plenty Region
2018-01-01,636.0,Arrivals,Bay of Plenty Region
2018-02-01,570.0,Arrivals,Bay of Plenty Region
2018-03-01,537.0,Arrivals,Bay of Plenty Region
2018-04-01,393.0,Arrivals,Bay of Plenty Region
2018-05-01,429.0,Arrivals,Bay of Plenty Region
2018-06-01,435.0,Arrivals,Bay of Plenty Region
2018-07-01,591.0,Arrivals,Bay of Plenty Region
2018-08-01,444.0,Arrivals,Bay of Plenty Region
2018-09-01,480.0,Arrivals,Bay of Plenty Region
2018-10-01,471.0,Arrivals,Bay of Plenty Region
2018-11-01,576.0,Arrivals,Bay of Plenty Region
2018-12-01,564.0,Arrivals,Bay of Plenty Region
2019-01-01,339.0,Arrivals,Bay of Plenty Region
2019-02-01,168.0,Arrivals,Bay of Plenty Region
2019-03-01,210.0,Arrivals,Bay of Plenty Region
2019-04-01,168.0,Arrivals,Bay of Plenty Region
2019-05-01,159.0,Arrivals,Bay of Plenty Region
2019-06-01,174.0,Arrivals,Bay of Plenty Region
2019-07-01,195.0,Arrivals,Bay of Plenty Region
2019-08-01,201.0,Arrivals,Bay of Plenty Region
2019-09-01,267.0,Arrivals,Bay of Plenty Region
2019-10-01,294.0,Arrivals,Bay of Plenty Region
2019-11-01,384.0,Arrivals,Bay of Plenty Region
2019-12-01,465.0,Arrivals,Bay of Plenty Region
2020-01-01,312.0,Arrivals,Bay of Plenty Region
2020-02-01,330.0,Arrivals,Bay of Plenty Region
2020-03-01,408.0,Arrivals,Bay of Plenty Region
2020-04-01,51.0,Arrivals,Bay of Plenty Region
2020-05-01,54.0,Arrivals,Bay of Plenty Region
2020-06-01,120.0,Arrivals,Bay of Plenty Region
2020-07-01,192.0,Arrivals,Bay of Plenty Region
2020-08-01,171.0,Arrivals,Bay of Plenty Region
2020-09-01,210.0,Arrivals,Bay of Plenty Region
2020-10-01,180.0,Arrivals,Bay of Plenty Region
2020-11-01,195.0,Arrivals,Bay of Plenty Region
2020-12-01,195.0,Arrivals,Bay of Plenty Region
2021-01-01,150.0,Arrivals,Bay of Plenty Region
2021-02-01,219.0,Arrivals,Bay of Plenty Region
2021-03-01,315.0,Arrivals,Bay of Plenty Region
2021-04-01,225.0,Arrivals,Bay of Plenty Region
2021-05-01,198.0,Arrivals,Bay of Plenty Region
2021-06-01,153.0,Arrivals,Bay of Plenty Region
2021-07-01,246.0,Arrivals,Bay of Plenty Region
2021-08-01,42.0,Arrivals,Bay of Plenty Region
2021-09-01,45.0,Arrivals,Bay of Plenty Region
2021-10-01,93.0,Arrivals,Bay of Plenty Region
2021-11-01,90.0,Arrivals,Bay of Plenty Region
2021-12-01,132.0,Arrivals,Bay of Plenty Region
2022-01-01,81.0,Arrivals,Bay of Plenty Region
2022-02-01,54.0,Arrivals,Bay of Plenty Region
2022-03-01,234.0,Arrivals,Bay of Plenty Region
2022-04-01,288.0,Arrivals,Bay of Plenty Region
2022-05-01,246.0,Arrivals,Bay of Plenty Region
2022-06-01,210.0,Arrivals,Bay of Plenty Region
2022-07-01,258.0,Arrivals,Bay of Plenty Region
2022-08-01,237.0,Arrivals,Bay of Plenty Region
2022-09-01,240.0,Arrivals,Bay of Plenty Region
2022-10-01,216.0,Arrivals,Bay of Plenty Region
2022-11-01,336.0,Arrivals,Bay of Plenty Region
2022-12-01,438.0,Arrivals,Bay of Plenty Region
2023-01-01,327.0,Arrivals,Bay of Plenty Region
2023-02-01,363.0,Arrivals,Bay of Plenty Region
2023-03-01,429.0,Arrivals,Bay of Plenty Region
2023-04-01,426.0,Arrivals,Bay of Plenty Region
2023-05-01,378.0,Arrivals,Bay of Plenty Region
2023-06-01,435.0,Arrivals,Bay of Plenty Region
2023-07-01,393.0,Arrivals,Bay of Plenty Region
2023-08-01,453.0,Arrivals,Bay of Plenty Region
2023-09-01,417.0,Arrivals,Bay of Plenty Region
2023-10-01,345.0,Arrivals,Bay of Plenty Region
2023-11-01,342.0,Arrivals,Bay of Plenty Region
2023-12-01,396.0,Arrivals,Bay of Plenty Region
