Month,Count,Direction,Region
2016-05-01,18.0,Departures,Thames-Coromandel District
2016-06-01,30.0,Departures,Thames-Coromandel District
2016-07-01,30.0,Departures,Thames-Coromandel District
2016-08-01,18.0,Departures,Thames-Coromandel District
2016-09-01,15.0,Departures,Thames-Coromandel District
2016-10-01,15.0,Departures,Thames-Coromandel District
2016-11-01,15.0,Departures,Thames-Coromandel District
2016-12-01,18.0,Departures,Thames-Coromandel District
2017-01-01,12.0,Departures,Thames-Coromandel District
2017-02-01,18.0,Departures,Thames-Coromandel District
2017-03-01,24.0,Departures,Thames-Coromandel District
2017-04-01,24.0,Departures,Thames-Coromandel District
2017-05-01,18.0,Departures,Thames-Coromandel District
2017-06-01,27.0,Departures,Thames-Coromandel District
2017-07-01,21.0,Departures,Thames-Coromandel District
2017-08-01,15.0,Departures,Thames-Coromandel District
2017-09-01,24.0,Departures,Thames-Coromandel District
2017-10-01,15.0,Departures,Thames-Coromandel District
2017-11-01,21.0,Departures,Thames-Coromandel District
2017-12-01,21.0,Departures,Thames-Coromandel District
2018-01-01,21.0,Departures,Thames-Coromandel District
2018-02-01,30.0,Departures,Thames-Coromandel District
2018-03-01,21.0,Departures,Thames-Coromandel District
2018-04-01,39.0,Departures,Thames-Coromandel District
2018-05-01,27.0,Departures,Thames-Coromandel District
2018-06-01,15.0,Departures,Thames-Coromandel District
2018-07-01,36.0,Departures,Thames-Coromandel District
2018-08-01,24.0,Departures,Thames-Coromandel District
2018-09-01,21.0,Departures,Thames-Coromandel District
2018-10-01,9.0,Departures,Thames-Coromandel District
2018-11-01,6.0,Departures,Thames-Coromandel District
2018-12-01,15.0,Departures,Thames-Coromandel District
2019-01-01,12.0,Departures,Thames-Coromandel District
2019-02-01,21.0,Departures,Thames-Coromandel District
2019-03-01,27.0,Departures,Thames-Coromandel District
2019-04-01,24.0,Departures,Thames-Coromandel District
2019-05-01,27.0,Departures,Thames-Coromandel District
2019-06-01,18.0,Departures,Thames-Coromandel District
2019-07-01,21.0,Departures,Thames-Coromandel District
2019-08-01,6.0,Departures,Thames-Coromandel District
2019-09-01,24.0,Departures,Thames-Coromandel District
2019-10-01,12.0,Departures,Thames-Coromandel District
2019-11-01,6.0,Departures,Thames-Coromandel District
2019-12-01,18.0,Departures,Thames-Coromandel District
2020-01-01,18.0,Departures,Thames-Coromandel District
2020-02-01,21.0,Departures,Thames-Coromandel District
2020-03-01,27.0,Departures,Thames-Coromandel District
2020-04-01,0.0,Departures,Thames-Coromandel District
2020-05-01,0.0,Departures,Thames-Coromandel District
2020-06-01,9.0,Departures,Thames-Coromandel District
2020-07-01,9.0,Departures,Thames-Coromandel District
2020-08-01,18.0,Departures,Thames-Coromandel District
2020-09-01,18.0,Departures,Thames-Coromandel District
2020-10-01,9.0,Departures,Thames-Coromandel District
2020-11-01,18.0,Departures,Thames-Coromandel District
2020-12-01,15.0,Departures,Thames-Coromandel District
2021-01-01,3.0,Departures,Thames-Coromandel District
2021-02-01,15.0,Departures,Thames-Coromandel District
2021-03-01,24.0,Departures,Thames-Coromandel District
2021-04-01,21.0,Departures,Thames-Coromandel District
2021-05-01,33.0,Departures,Thames-Coromandel District
2021-06-01,30.0,Departures,Thames-Coromandel District
2021-07-01,30.0,Departures,Thames-Coromandel District
2021-08-01,18.0,Departures,Thames-Coromandel District
2021-09-01,12.0,Departures,Thames-Coromandel District
2021-10-01,15.0,Departures,Thames-Coromandel District
2021-11-01,15.0,Departures,Thames-Coromandel District
2021-12-01,24.0,Departures,Thames-Coromandel District
2022-01-01,21.0,Departures,Thames-Coromandel District
2022-02-01,18.0,Departures,Thames-Coromandel District
2022-03-01,30.0,Departures,Thames-Coromandel District
2022-04-01,33.0,Departures,Thames-Coromandel District
2022-05-01,39.0,Departures,Thames-Coromandel District
2022-06-01,36.0,Departures,Thames-Coromandel District
2022-07-01,36.0,Departures,Thames-Coromandel District
2022-08-01,27.0,Departures,Thames-Coromandel District
2022-09-01,24.0,Departures,Thames-Coromandel District
2022-10-01,33.0,Departures,Thames-Coromandel District
2022-11-01,30.0,Departures,Thames-Coromandel District
2022-12-01,33.0,Departures,Thames-Coromandel District
2023-01-01,21.0,Departures,Thames-Coromandel District
2023-02-01,27.0,Departures,Thames-Coromandel District
2023-03-01,33.0,Departures,Thames-Coromandel District
2023-04-01,45.0,Departures,Thames-Coromandel District
2023-05-01,36.0,Departures,Thames-Coromandel District
2023-06-01,27.0,Departures,Thames-Coromandel District
2023-07-01,36.0,Departures,Thames-Coromandel District
2023-08-01,24.0,Departures,Thames-Coromandel District
2023-09-01,18.0,Departures,Thames-Coromandel District
2023-10-01,30.0,Departures,Thames-Coromandel District
2023-11-01,24.0,Departures,Thames-Coromandel District
2023-12-01,18.0,Departures,Thames-Coromandel District
2024-01-01,27.0,Departures,Thames-Coromandel District
2024-02-01,36.0,Departures,Thames-Coromandel District
2024-03-01,39.0,Departures,Thames-Coromandel District
2024-04-01,42.0,Departures,Thames-Coromandel District
2024-05-01,42.0,Departures,Thames-Coromandel District
2024-06-01,39.0,Departures,Thames-Coromandel District
2024-07-01,42.0,Departures,Thames-Coromandel District
2024-08-01,39.0,Departures,Thames-Coromandel District
2024-09-01,48.0,Departures,Thames-Coromandel District
2024-10-01,30.0,Departures,Thames-Coromandel District
2024-11-01,24.0,Departures,Thames-Coromandel District
2013-01-01,15.0,Departures,Hauraki District
2013-02-01,9.0,Departures,Hauraki District
2013-03-01,12.0,Departures,Hauraki District
2013-04-01,15.0,Departures,Hauraki District
2013-05-01,9.0,Departures,Hauraki District
2013-06-01,12.0,Departures,Hauraki District
2013-07-01,15.0,Departures,Hauraki District
2013-08-01,12.0,Departures,Hauraki District
2013-09-01,9.0,Departures,Hauraki District
2013-10-01,15.0,Departures,Hauraki District
2013-11-01,15.0,Departures,Hauraki District
2013-12-01,15.0,Departures,Hauraki District
2014-01-01,12.0,Departures,Hauraki District
2014-02-01,12.0,Departures,Hauraki District
2014-03-01,15.0,Departures,Hauraki District
2014-04-01,12.0,Departures,Hauraki District
2014-05-01,24.0,Departures,Hauraki District
2014-06-01,9.0,Departures,Hauraki District
2014-07-01,6.0,Departures,Hauraki District
2014-08-01,12.0,Departures,Hauraki District
2014-09-01,6.0,Departures,Hauraki District
2014-10-01,12.0,Departures,Hauraki District
2014-11-01,12.0,Departures,Hauraki District
2014-12-01,6.0,Departures,Hauraki District
2015-01-01,15.0,Departures,Hauraki District
2015-02-01,12.0,Departures,Hauraki District
2015-03-01,27.0,Departures,Hauraki District
2015-04-01,12.0,Departures,Hauraki District
2015-05-01,12.0,Departures,Hauraki District
2015-06-01,9.0,Departures,Hauraki District
2015-07-01,9.0,Departures,Hauraki District
2015-08-01,15.0,Departures,Hauraki District
2015-09-01,9.0,Departures,Hauraki District
2015-10-01,9.0,Departures,Hauraki District
2015-11-01,9.0,Departures,Hauraki District
2015-12-01,27.0,Departures,Hauraki District
2016-01-01,9.0,Departures,Hauraki District
2016-02-01,18.0,Departures,Hauraki District
2016-03-01,9.0,Departures,Hauraki District
2016-04-01,15.0,Departures,Hauraki District
2016-05-01,12.0,Departures,Hauraki District
2016-06-01,9.0,Departures,Hauraki District
2016-07-01,9.0,Departures,Hauraki District
2016-08-01,3.0,Departures,Hauraki District
2016-09-01,3.0,Departures,Hauraki District
2016-10-01,6.0,Departures,Hauraki District
2016-11-01,18.0,Departures,Hauraki District
2016-12-01,27.0,Departures,Hauraki District
2017-01-01,12.0,Departures,Hauraki District
2017-02-01,6.0,Departures,Hauraki District
2017-03-01,15.0,Departures,Hauraki District
2017-04-01,6.0,Departures,Hauraki District
2017-05-01,15.0,Departures,Hauraki District
2017-06-01,6.0,Departures,Hauraki District
2017-07-01,6.0,Departures,Hauraki District
2017-08-01,12.0,Departures,Hauraki District
2017-09-01,6.0,Departures,Hauraki District
2017-10-01,6.0,Departures,Hauraki District
2017-11-01,3.0,Departures,Hauraki District
2017-12-01,15.0,Departures,Hauraki District
2018-01-01,9.0,Departures,Hauraki District
2018-02-01,15.0,Departures,Hauraki District
2018-03-01,12.0,Departures,Hauraki District
2018-04-01,24.0,Departures,Hauraki District
2018-05-01,6.0,Departures,Hauraki District
2018-06-01,21.0,Departures,Hauraki District
2018-07-01,9.0,Departures,Hauraki District
2018-08-01,12.0,Departures,Hauraki District
2018-09-01,3.0,Departures,Hauraki District
2018-10-01,12.0,Departures,Hauraki District
2018-11-01,3.0,Departures,Hauraki District
2018-12-01,12.0,Departures,Hauraki District
2019-01-01,12.0,Departures,Hauraki District
2019-02-01,12.0,Departures,Hauraki District
2019-03-01,27.0,Departures,Hauraki District
2019-04-01,21.0,Departures,Hauraki District
2019-05-01,15.0,Departures,Hauraki District
2019-06-01,21.0,Departures,Hauraki District
2019-07-01,9.0,Departures,Hauraki District
2019-08-01,12.0,Departures,Hauraki District
2019-09-01,12.0,Departures,Hauraki District
2019-10-01,6.0,Departures,Hauraki District
2019-11-01,9.0,Departures,Hauraki District
2019-12-01,12.0,Departures,Hauraki District
2020-01-01,15.0,Departures,Hauraki District
2020-02-01,24.0,Departures,Hauraki District
2020-03-01,15.0,Departures,Hauraki District
2020-04-01,0.0,Departures,Hauraki District
2020-05-01,0.0,Departures,Hauraki District
2020-06-01,0.0,Departures,Hauraki District
2020-07-01,3.0,Departures,Hauraki District
2020-08-01,3.0,Departures,Hauraki District
2020-09-01,12.0,Departures,Hauraki District
2020-10-01,6.0,Departures,Hauraki District
2020-11-01,6.0,Departures,Hauraki District
2020-12-01,9.0,Departures,Hauraki District
2021-01-01,6.0,Departures,Hauraki District
2021-02-01,12.0,Departures,Hauraki District
2021-03-01,9.0,Departures,Hauraki District
2021-04-01,12.0,Departures,Hauraki District
2021-05-01,18.0,Departures,Hauraki District
2021-06-01,9.0,Departures,Hauraki District
2021-07-01,21.0,Departures,Hauraki District
2021-08-01,0.0,Departures,Hauraki District
2021-09-01,0.0,Departures,Hauraki District
2021-10-01,0.0,Departures,Hauraki District
2021-11-01,9.0,Departures,Hauraki District
2021-12-01,24.0,Departures,Hauraki District
2022-01-01,12.0,Departures,Hauraki District
2022-02-01,6.0,Departures,Hauraki District
2022-03-01,6.0,Departures,Hauraki District
2022-04-01,15.0,Departures,Hauraki District
2022-05-01,15.0,Departures,Hauraki District
2022-06-01,15.0,Departures,Hauraki District
2022-07-01,18.0,Departures,Hauraki District
2022-08-01,12.0,Departures,Hauraki District
2022-09-01,9.0,Departures,Hauraki District
2022-10-01,15.0,Departures,Hauraki District
2022-11-01,15.0,Departures,Hauraki District
2022-12-01,9.0,Departures,Hauraki District
2023-01-01,21.0,Departures,Hauraki District
2023-02-01,15.0,Departures,Hauraki District
2023-03-01,12.0,Departures,Hauraki District
2023-04-01,9.0,Departures,Hauraki District
2023-05-01,12.0,Departures,Hauraki District
2023-06-01,24.0,Departures,Hauraki District
2023-07-01,21.0,Departures,Hauraki District
2023-08-01,12.0,Departures,Hauraki District
2023-09-01,12.0,Departures,Hauraki District
2023-10-01,15.0,Departures,Hauraki District
2023-11-01,9.0,Departures,Hauraki District
2023-12-01,12.0,Departures,Hauraki District
2024-01-01,18.0,Departures,Hauraki District
2024-02-01,12.0,Departures,Hauraki District
2024-03-01,15.0,Departures,Hauraki District
2024-04-01,24.0,Departures,Hauraki District
2024-05-01,27.0,Departures,Hauraki District
2024-06-01,12.0,Departures,Hauraki District
2024-07-01,12.0,Departures,Hauraki District
2024-08-01,12.0,Departures,Hauraki District
2024-09-01,18.0,Departures,Hauraki District
2024-10-01,12.0,Departures,Hauraki District
2024-11-01,18.0,Departures,Hauraki District
2013-01-01,81.0,Departures,Waikato District
2013-02-01,69.0,Departures,Waikato District
2013-03-01,84.0,Departures,Waikato District
2013-04-01,111.0,Departures,Waikato District
2013-05-01,96.0,Departures,Waikato District
2013-06-01,78.0,Departures,Waikato District
2013-07-01,75.0,Departures,Waikato District
2013-08-01,66.0,Departures,Waikato District
2013-09-01,72.0,Departures,Waikato District
2013-10-01,63.0,Departures,Waikato District
2013-11-01,66.0,Departures,Waikato District
2013-12-01,69.0,Departures,Waikato District
2014-01-01,36.0,Departures,Waikato District
2014-02-01,69.0,Departures,Waikato District
2014-03-01,63.0,Departures,Waikato District
2014-04-01,39.0,Departures,Waikato District
2014-05-01,69.0,Departures,Waikato District
2014-06-01,45.0,Departures,Waikato District
2014-07-01,42.0,Departures,Waikato District
2014-08-01,45.0,Departures,Waikato District
2014-09-01,60.0,Departures,Waikato District
2014-10-01,39.0,Departures,Waikato District
2014-11-01,30.0,Departures,Waikato District
2014-12-01,60.0,Departures,Waikato District
2015-01-01,63.0,Departures,Waikato District
2015-02-01,51.0,Departures,Waikato District
2015-03-01,51.0,Departures,Waikato District
2015-04-01,63.0,Departures,Waikato District
2015-05-01,57.0,Departures,Waikato District
2015-06-01,45.0,Departures,Waikato District
2015-07-01,66.0,Departures,Waikato District
2015-08-01,48.0,Departures,Waikato District
2015-09-01,33.0,Departures,Waikato District
2015-10-01,45.0,Departures,Waikato District
2015-11-01,48.0,Departures,Waikato District
2015-12-01,69.0,Departures,Waikato District
2016-01-01,60.0,Departures,Waikato District
2016-02-01,63.0,Departures,Waikato District
2016-03-01,42.0,Departures,Waikato District
2016-04-01,48.0,Departures,Waikato District
2016-05-01,48.0,Departures,Waikato District
2016-06-01,51.0,Departures,Waikato District
2016-07-01,54.0,Departures,Waikato District
2016-08-01,48.0,Departures,Waikato District
2016-09-01,33.0,Departures,Waikato District
2016-10-01,54.0,Departures,Waikato District
2016-11-01,57.0,Departures,Waikato District
2016-12-01,54.0,Departures,Waikato District
2017-01-01,33.0,Departures,Waikato District
2017-02-01,57.0,Departures,Waikato District
2017-03-01,72.0,Departures,Waikato District
2017-04-01,48.0,Departures,Waikato District
2017-05-01,69.0,Departures,Waikato District
2017-06-01,60.0,Departures,Waikato District
2017-07-01,57.0,Departures,Waikato District
2017-08-01,63.0,Departures,Waikato District
2017-09-01,51.0,Departures,Waikato District
2017-10-01,48.0,Departures,Waikato District
2017-11-01,42.0,Departures,Waikato District
2017-12-01,75.0,Departures,Waikato District
2018-01-01,63.0,Departures,Waikato District
2018-02-01,45.0,Departures,Waikato District
2018-03-01,72.0,Departures,Waikato District
2018-04-01,66.0,Departures,Waikato District
2018-05-01,69.0,Departures,Waikato District
2018-06-01,60.0,Departures,Waikato District
2018-07-01,45.0,Departures,Waikato District
2018-08-01,66.0,Departures,Waikato District
2018-09-01,78.0,Departures,Waikato District
2018-10-01,57.0,Departures,Waikato District
2018-11-01,42.0,Departures,Waikato District
2018-12-01,78.0,Departures,Waikato District
2019-01-01,51.0,Departures,Waikato District
2019-02-01,54.0,Departures,Waikato District
2019-03-01,48.0,Departures,Waikato District
2019-04-01,51.0,Departures,Waikato District
2019-05-01,57.0,Departures,Waikato District
2019-06-01,63.0,Departures,Waikato District
2019-07-01,54.0,Departures,Waikato District
2019-08-01,51.0,Departures,Waikato District
2019-09-01,57.0,Departures,Waikato District
2019-10-01,27.0,Departures,Waikato District
2019-11-01,33.0,Departures,Waikato District
2019-12-01,54.0,Departures,Waikato District
2020-01-01,75.0,Departures,Waikato District
2020-02-01,63.0,Departures,Waikato District
2020-03-01,45.0,Departures,Waikato District
2020-04-01,3.0,Departures,Waikato District
2020-05-01,9.0,Departures,Waikato District
2020-06-01,12.0,Departures,Waikato District
2020-07-01,24.0,Departures,Waikato District
2020-08-01,12.0,Departures,Waikato District
2020-09-01,39.0,Departures,Waikato District
2020-10-01,36.0,Departures,Waikato District
2020-11-01,39.0,Departures,Waikato District
2020-12-01,48.0,Departures,Waikato District
2021-01-01,36.0,Departures,Waikato District
2021-02-01,30.0,Departures,Waikato District
2021-03-01,51.0,Departures,Waikato District
2021-04-01,54.0,Departures,Waikato District
2021-05-01,54.0,Departures,Waikato District
2021-06-01,57.0,Departures,Waikato District
2021-07-01,45.0,Departures,Waikato District
2021-08-01,21.0,Departures,Waikato District
2021-09-01,18.0,Departures,Waikato District
2021-10-01,21.0,Departures,Waikato District
2021-11-01,27.0,Departures,Waikato District
2021-12-01,60.0,Departures,Waikato District
2022-01-01,66.0,Departures,Waikato District
2022-02-01,63.0,Departures,Waikato District
2022-03-01,78.0,Departures,Waikato District
2022-04-01,72.0,Departures,Waikato District
2022-05-01,99.0,Departures,Waikato District
2022-06-01,78.0,Departures,Waikato District
2022-07-01,87.0,Departures,Waikato District
2022-08-01,66.0,Departures,Waikato District
2022-09-01,75.0,Departures,Waikato District
2022-10-01,48.0,Departures,Waikato District
2022-11-01,87.0,Departures,Waikato District
2022-12-01,96.0,Departures,Waikato District
2023-01-01,75.0,Departures,Waikato District
2023-02-01,87.0,Departures,Waikato District
2023-03-01,93.0,Departures,Waikato District
2023-04-01,69.0,Departures,Waikato District
2023-05-01,78.0,Departures,Waikato District
2023-06-01,72.0,Departures,Waikato District
2023-07-01,99.0,Departures,Waikato District
2023-08-01,93.0,Departures,Waikato District
2023-09-01,72.0,Departures,Waikato District
2023-10-01,93.0,Departures,Waikato District
2023-11-01,99.0,Departures,Waikato District
2023-12-01,132.0,Departures,Waikato District
2024-01-01,132.0,Departures,Waikato District
2024-02-01,96.0,Departures,Waikato District
2024-03-01,105.0,Departures,Waikato District
2024-04-01,105.0,Departures,Waikato District
2024-05-01,108.0,Departures,Waikato District
2024-06-01,87.0,Departures,Waikato District
2024-07-01,117.0,Departures,Waikato District
2024-08-01,90.0,Departures,Waikato District
2024-09-01,117.0,Departures,Waikato District
2024-10-01,81.0,Departures,Waikato District
2024-11-01,111.0,Departures,Waikato District
2013-01-01,21.0,Departures,Matamata-Piako District
2013-02-01,39.0,Departures,Matamata-Piako District
2013-03-01,27.0,Departures,Matamata-Piako District
2013-04-01,30.0,Departures,Matamata-Piako District
2013-05-01,30.0,Departures,Matamata-Piako District
2013-06-01,36.0,Departures,Matamata-Piako District
2013-07-01,27.0,Departures,Matamata-Piako District
2013-08-01,18.0,Departures,Matamata-Piako District
2013-09-01,21.0,Departures,Matamata-Piako District
2013-10-01,21.0,Departures,Matamata-Piako District
2013-11-01,12.0,Departures,Matamata-Piako District
2013-12-01,18.0,Departures,Matamata-Piako District
2014-01-01,24.0,Departures,Matamata-Piako District
2014-02-01,12.0,Departures,Matamata-Piako District
2014-03-01,18.0,Departures,Matamata-Piako District
2014-04-01,24.0,Departures,Matamata-Piako District
2014-05-01,24.0,Departures,Matamata-Piako District
2014-06-01,30.0,Departures,Matamata-Piako District
2014-07-01,15.0,Departures,Matamata-Piako District
2014-08-01,21.0,Departures,Matamata-Piako District
2014-09-01,15.0,Departures,Matamata-Piako District
2014-10-01,18.0,Departures,Matamata-Piako District
2014-11-01,9.0,Departures,Matamata-Piako District
2014-12-01,18.0,Departures,Matamata-Piako District
2015-01-01,21.0,Departures,Matamata-Piako District
2015-02-01,18.0,Departures,Matamata-Piako District
2015-03-01,24.0,Departures,Matamata-Piako District
2015-04-01,27.0,Departures,Matamata-Piako District
2015-05-01,15.0,Departures,Matamata-Piako District
2015-06-01,18.0,Departures,Matamata-Piako District
2015-07-01,15.0,Departures,Matamata-Piako District
2015-08-01,21.0,Departures,Matamata-Piako District
2015-09-01,18.0,Departures,Matamata-Piako District
2015-10-01,12.0,Departures,Matamata-Piako District
2015-11-01,18.0,Departures,Matamata-Piako District
2015-12-01,24.0,Departures,Matamata-Piako District
2016-01-01,27.0,Departures,Matamata-Piako District
2016-02-01,18.0,Departures,Matamata-Piako District
2016-03-01,18.0,Departures,Matamata-Piako District
2016-04-01,18.0,Departures,Matamata-Piako District
2016-05-01,39.0,Departures,Matamata-Piako District
2016-06-01,33.0,Departures,Matamata-Piako District
2016-07-01,18.0,Departures,Matamata-Piako District
2016-08-01,27.0,Departures,Matamata-Piako District
2016-09-01,12.0,Departures,Matamata-Piako District
2016-10-01,18.0,Departures,Matamata-Piako District
2016-11-01,15.0,Departures,Matamata-Piako District
2016-12-01,30.0,Departures,Matamata-Piako District
2017-01-01,24.0,Departures,Matamata-Piako District
2017-02-01,24.0,Departures,Matamata-Piako District
2017-03-01,21.0,Departures,Matamata-Piako District
2017-04-01,21.0,Departures,Matamata-Piako District
2017-05-01,30.0,Departures,Matamata-Piako District
2017-06-01,18.0,Departures,Matamata-Piako District
2017-07-01,24.0,Departures,Matamata-Piako District
2017-08-01,21.0,Departures,Matamata-Piako District
2017-09-01,27.0,Departures,Matamata-Piako District
2017-10-01,15.0,Departures,Matamata-Piako District
2017-11-01,24.0,Departures,Matamata-Piako District
2017-12-01,18.0,Departures,Matamata-Piako District
2018-01-01,21.0,Departures,Matamata-Piako District
2018-02-01,15.0,Departures,Matamata-Piako District
2018-03-01,18.0,Departures,Matamata-Piako District
2018-04-01,18.0,Departures,Matamata-Piako District
2018-05-01,27.0,Departures,Matamata-Piako District
2018-06-01,24.0,Departures,Matamata-Piako District
2018-07-01,21.0,Departures,Matamata-Piako District
2018-08-01,15.0,Departures,Matamata-Piako District
2018-09-01,18.0,Departures,Matamata-Piako District
2018-10-01,9.0,Departures,Matamata-Piako District
2018-11-01,21.0,Departures,Matamata-Piako District
2018-12-01,30.0,Departures,Matamata-Piako District
2019-01-01,12.0,Departures,Matamata-Piako District
2019-02-01,21.0,Departures,Matamata-Piako District
2019-03-01,27.0,Departures,Matamata-Piako District
2019-04-01,18.0,Departures,Matamata-Piako District
2019-05-01,21.0,Departures,Matamata-Piako District
2019-06-01,24.0,Departures,Matamata-Piako District
2019-07-01,9.0,Departures,Matamata-Piako District
2019-08-01,12.0,Departures,Matamata-Piako District
2019-09-01,21.0,Departures,Matamata-Piako District
2019-10-01,27.0,Departures,Matamata-Piako District
2019-11-01,18.0,Departures,Matamata-Piako District
2019-12-01,18.0,Departures,Matamata-Piako District
2020-01-01,24.0,Departures,Matamata-Piako District
2020-02-01,24.0,Departures,Matamata-Piako District
2020-03-01,27.0,Departures,Matamata-Piako District
2020-04-01,3.0,Departures,Matamata-Piako District
2020-05-01,6.0,Departures,Matamata-Piako District
2020-06-01,6.0,Departures,Matamata-Piako District
2020-07-01,12.0,Departures,Matamata-Piako District
2020-08-01,9.0,Departures,Matamata-Piako District
2020-09-01,15.0,Departures,Matamata-Piako District
2020-10-01,9.0,Departures,Matamata-Piako District
2020-11-01,24.0,Departures,Matamata-Piako District
2020-12-01,30.0,Departures,Matamata-Piako District
2021-01-01,21.0,Departures,Matamata-Piako District
2021-02-01,27.0,Departures,Matamata-Piako District
2021-03-01,27.0,Departures,Matamata-Piako District
2021-04-01,27.0,Departures,Matamata-Piako District
2021-05-01,33.0,Departures,Matamata-Piako District
2021-06-01,30.0,Departures,Matamata-Piako District
2021-07-01,12.0,Departures,Matamata-Piako District
2021-08-01,15.0,Departures,Matamata-Piako District
2021-09-01,3.0,Departures,Matamata-Piako District
2021-10-01,12.0,Departures,Matamata-Piako District
2021-11-01,15.0,Departures,Matamata-Piako District
2021-12-01,24.0,Departures,Matamata-Piako District
2022-01-01,12.0,Departures,Matamata-Piako District
2022-02-01,15.0,Departures,Matamata-Piako District
2022-03-01,27.0,Departures,Matamata-Piako District
2022-04-01,24.0,Departures,Matamata-Piako District
2022-05-01,21.0,Departures,Matamata-Piako District
2022-06-01,21.0,Departures,Matamata-Piako District
2022-07-01,24.0,Departures,Matamata-Piako District
2022-08-01,18.0,Departures,Matamata-Piako District
2022-09-01,12.0,Departures,Matamata-Piako District
2022-10-01,21.0,Departures,Matamata-Piako District
2022-11-01,21.0,Departures,Matamata-Piako District
2022-12-01,24.0,Departures,Matamata-Piako District
2023-01-01,39.0,Departures,Matamata-Piako District
2023-02-01,27.0,Departures,Matamata-Piako District
2023-03-01,30.0,Departures,Matamata-Piako District
2023-04-01,18.0,Departures,Matamata-Piako District
2023-05-01,9.0,Departures,Matamata-Piako District
2023-06-01,27.0,Departures,Matamata-Piako District
2023-07-01,36.0,Departures,Matamata-Piako District
2023-08-01,21.0,Departures,Matamata-Piako District
2023-09-01,27.0,Departures,Matamata-Piako District
2023-10-01,33.0,Departures,Matamata-Piako District
2023-11-01,24.0,Departures,Matamata-Piako District
2023-12-01,27.0,Departures,Matamata-Piako District
2024-01-01,27.0,Departures,Matamata-Piako District
2024-02-01,36.0,Departures,Matamata-Piako District
2024-03-01,33.0,Departures,Matamata-Piako District
2024-04-01,30.0,Departures,Matamata-Piako District
2024-05-01,33.0,Departures,Matamata-Piako District
2024-06-01,45.0,Departures,Matamata-Piako District
2024-07-01,36.0,Departures,Matamata-Piako District
2024-08-01,24.0,Departures,Matamata-Piako District
2024-09-01,36.0,Departures,Matamata-Piako District
2024-10-01,30.0,Departures,Matamata-Piako District
2024-11-01,36.0,Departures,Matamata-Piako District
2013-01-01,342.0,Departures,Hamilton City
2013-02-01,216.0,Departures,Hamilton City
2013-03-01,255.0,Departures,Hamilton City
2013-04-01,249.0,Departures,Hamilton City
2013-05-01,237.0,Departures,Hamilton City
2013-06-01,264.0,Departures,Hamilton City
2013-07-01,318.0,Departures,Hamilton City
2013-08-01,243.0,Departures,Hamilton City
2013-09-01,219.0,Departures,Hamilton City
2013-10-01,243.0,Departures,Hamilton City
2013-11-01,279.0,Departures,Hamilton City
2013-12-01,339.0,Departures,Hamilton City
2014-01-01,234.0,Departures,Hamilton City
2014-02-01,204.0,Departures,Hamilton City
2014-03-01,207.0,Departures,Hamilton City
2014-04-01,195.0,Departures,Hamilton City
2014-05-01,210.0,Departures,Hamilton City
2014-06-01,216.0,Departures,Hamilton City
2014-07-01,213.0,Departures,Hamilton City
2014-08-01,174.0,Departures,Hamilton City
2014-09-01,195.0,Departures,Hamilton City
2014-10-01,153.0,Departures,Hamilton City
2014-11-01,210.0,Departures,Hamilton City
2014-12-01,276.0,Departures,Hamilton City
2015-01-01,192.0,Departures,Hamilton City
2015-02-01,180.0,Departures,Hamilton City
2015-03-01,204.0,Departures,Hamilton City
2015-04-01,189.0,Departures,Hamilton City
2015-05-01,150.0,Departures,Hamilton City
2015-06-01,213.0,Departures,Hamilton City
2015-07-01,207.0,Departures,Hamilton City
2015-08-01,195.0,Departures,Hamilton City
2015-09-01,153.0,Departures,Hamilton City
2015-10-01,189.0,Departures,Hamilton City
2015-11-01,207.0,Departures,Hamilton City
2015-12-01,267.0,Departures,Hamilton City
2016-01-01,195.0,Departures,Hamilton City
2016-02-01,177.0,Departures,Hamilton City
2016-03-01,195.0,Departures,Hamilton City
2016-04-01,195.0,Departures,Hamilton City
2016-05-01,159.0,Departures,Hamilton City
2016-06-01,156.0,Departures,Hamilton City
2016-07-01,231.0,Departures,Hamilton City
2016-08-01,177.0,Departures,Hamilton City
2016-09-01,165.0,Departures,Hamilton City
2016-10-01,192.0,Departures,Hamilton City
2016-11-01,222.0,Departures,Hamilton City
2016-12-01,255.0,Departures,Hamilton City
2017-01-01,204.0,Departures,Hamilton City
2017-02-01,207.0,Departures,Hamilton City
2017-03-01,222.0,Departures,Hamilton City
2017-04-01,186.0,Departures,Hamilton City
2017-05-01,183.0,Departures,Hamilton City
2017-06-01,219.0,Departures,Hamilton City
2017-07-01,240.0,Departures,Hamilton City
2017-08-01,210.0,Departures,Hamilton City
2017-09-01,219.0,Departures,Hamilton City
2017-10-01,201.0,Departures,Hamilton City
2017-11-01,204.0,Departures,Hamilton City
2017-12-01,372.0,Departures,Hamilton City
2018-01-01,225.0,Departures,Hamilton City
2018-02-01,183.0,Departures,Hamilton City
2018-03-01,222.0,Departures,Hamilton City
2018-04-01,231.0,Departures,Hamilton City
2018-05-01,228.0,Departures,Hamilton City
2018-06-01,231.0,Departures,Hamilton City
2018-07-01,252.0,Departures,Hamilton City
2018-08-01,249.0,Departures,Hamilton City
2018-09-01,222.0,Departures,Hamilton City
2018-10-01,195.0,Departures,Hamilton City
2018-11-01,255.0,Departures,Hamilton City
2018-12-01,339.0,Departures,Hamilton City
