Month,Count,Direction,Age Group,Sex
2025-10-01,231.0,Departures,45-49 Years,Male
2025-11-01,222.0,Departures,45-49 Years,Male
2025-12-01,279.0,Departures,45-49 Years,Male
2026-01-01,243.0,Departures,45-49 Years,Male
2001-01-01,475.0,Departures,45-49 Years,TOTAL
2001-02-01,407.0,Departures,45-49 Years,TOTAL
2001-03-01,369.0,Departures,45-49 Years,TOTAL
2001-04-01,322.0,Departures,45-49 Years,TOTAL
2001-05-01,425.0,Departures,45-49 Years,TOTAL
2001-06-01,286.0,Departures,45-49 Years,TOTAL
2001-07-01,288.0,Departures,45-49 Years,TOTAL
2001-08-01,256.0,Departures,45-49 Years,TOTAL
2001-09-01,282.0,Departures,45-49 Years,TOTAL
2001-10-01,277.0,Departures,45-49 Years,TOTAL
2001-11-01,258.0,Departures,45-49 Years,TOTAL
2001-12-01,351.0,Departures,45-49 Years,TOTAL
2002-01-01,318.0,Departures,45-49 Years,TOTAL
2002-02-01,286.0,Departures,45-49 Years,TOTAL
2002-03-01,307.0,Departures,45-49 Years,TOTAL
2002-04-01,292.0,Departures,45-49 Years,TOTAL
2002-05-01,267.0,Departures,45-49 Years,TOTAL
2002-06-01,274.0,Departures,45-49 Years,TOTAL
2002-07-01,300.0,Departures,45-49 Years,TOTAL
2002-08-01,276.0,Departures,45-49 Years,TOTAL
2002-09-01,289.0,Departures,45-49 Years,TOTAL
2002-10-01,257.0,Departures,45-49 Years,TOTAL
2002-11-01,288.0,Departures,45-49 Years,TOTAL
2002-12-01,317.0,Departures,45-49 Years,TOTAL
2003-01-01,321.0,Departures,45-49 Years,TOTAL
2003-02-01,278.0,Departures,45-49 Years,TOTAL
2003-03-01,329.0,Departures,45-49 Years,TOTAL
2003-04-01,275.0,Departures,45-49 Years,TOTAL
2003-05-01,313.0,Departures,45-49 Years,TOTAL
2003-06-01,296.0,Departures,45-49 Years,TOTAL
2003-07-01,303.0,Departures,45-49 Years,TOTAL
2003-08-01,291.0,Departures,45-49 Years,TOTAL
2003-09-01,249.0,Departures,45-49 Years,TOTAL
2003-10-01,260.0,Departures,45-49 Years,TOTAL
2003-11-01,303.0,Departures,45-49 Years,TOTAL
2003-12-01,381.0,Departures,45-49 Years,TOTAL
2004-01-01,337.0,Departures,45-49 Years,TOTAL
2004-02-01,317.0,Departures,45-49 Years,TOTAL
2004-03-01,359.0,Departures,45-49 Years,TOTAL
2004-04-01,336.0,Departures,45-49 Years,TOTAL
2004-05-01,343.0,Departures,45-49 Years,TOTAL
2004-06-01,318.0,Departures,45-49 Years,TOTAL
2004-07-01,342.0,Departures,45-49 Years,TOTAL
2004-08-01,311.0,Departures,45-49 Years,TOTAL
2004-09-01,320.0,Departures,45-49 Years,TOTAL
2004-10-01,294.0,Departures,45-49 Years,TOTAL
2004-11-01,345.0,Departures,45-49 Years,TOTAL
2004-12-01,437.0,Departures,45-49 Years,TOTAL
2005-01-01,364.0,Departures,45-49 Years,TOTAL
2005-02-01,362.0,Departures,45-49 Years,TOTAL
2005-03-01,401.0,Departures,45-49 Years,TOTAL
2005-04-01,400.0,Departures,45-49 Years,TOTAL
2005-05-01,368.0,Departures,45-49 Years,TOTAL
2005-06-01,329.0,Departures,45-49 Years,TOTAL
2005-07-01,391.0,Departures,45-49 Years,TOTAL
2005-08-01,371.0,Departures,45-49 Years,TOTAL
2005-09-01,341.0,Departures,45-49 Years,TOTAL
2005-10-01,359.0,Departures,45-49 Years,TOTAL
2005-11-01,379.0,Departures,45-49 Years,TOTAL
2005-12-01,461.0,Departures,45-49 Years,TOTAL
2006-01-01,387.0,Departures,45-49 Years,TOTAL
2006-02-01,317.0,Departures,45-49 Years,TOTAL
2006-03-01,379.0,Departures,45-49 Years,TOTAL
2006-04-01,404.0,Departures,45-49 Years,TOTAL
2006-05-01,402.0,Departures,45-49 Years,TOTAL
2006-06-01,377.0,Departures,45-49 Years,TOTAL
2006-07-01,404.0,Departures,45-49 Years,TOTAL
2006-08-01,398.0,Departures,45-49 Years,TOTAL
2006-09-01,369.0,Departures,45-49 Years,TOTAL
2006-10-01,386.0,Departures,45-49 Years,TOTAL
2006-11-01,418.0,Departures,45-49 Years,TOTAL
2006-12-01,515.0,Departures,45-49 Years,TOTAL
2007-01-01,425.0,Departures,45-49 Years,TOTAL
2007-02-01,404.0,Departures,45-49 Years,TOTAL
2007-03-01,434.0,Departures,45-49 Years,TOTAL
2007-04-01,482.0,Departures,45-49 Years,TOTAL
2007-05-01,492.0,Departures,45-49 Years,TOTAL
2007-06-01,428.0,Departures,45-49 Years,TOTAL
2007-07-01,414.0,Departures,45-49 Years,TOTAL
2007-08-01,445.0,Departures,45-49 Years,TOTAL
2007-09-01,407.0,Departures,45-49 Years,TOTAL
2007-10-01,404.0,Departures,45-49 Years,TOTAL
2007-11-01,392.0,Departures,45-49 Years,TOTAL
2007-12-01,584.0,Departures,45-49 Years,TOTAL
2008-01-01,486.0,Departures,45-49 Years,TOTAL
2008-02-01,444.0,Departures,45-49 Years,TOTAL
2008-03-01,498.0,Departures,45-49 Years,TOTAL
2008-04-01,527.0,Departures,45-49 Years,TOTAL
2008-05-01,513.0,Departures,45-49 Years,TOTAL
2008-06-01,520.0,Departures,45-49 Years,TOTAL
2008-07-01,494.0,Departures,45-49 Years,TOTAL
2008-08-01,470.0,Departures,45-49 Years,TOTAL
2008-09-01,421.0,Departures,45-49 Years,TOTAL
2008-10-01,450.0,Departures,45-49 Years,TOTAL
2008-11-01,459.0,Departures,45-49 Years,TOTAL
2008-12-01,534.0,Departures,45-49 Years,TOTAL
2009-01-01,413.0,Departures,45-49 Years,TOTAL
2009-02-01,382.0,Departures,45-49 Years,TOTAL
2009-03-01,404.0,Departures,45-49 Years,TOTAL
2009-04-01,371.0,Departures,45-49 Years,TOTAL
2009-05-01,361.0,Departures,45-49 Years,TOTAL
2009-06-01,388.0,Departures,45-49 Years,TOTAL
2009-07-01,394.0,Departures,45-49 Years,TOTAL
2009-08-01,346.0,Departures,45-49 Years,TOTAL
2009-09-01,350.0,Departures,45-49 Years,TOTAL
2009-10-01,373.0,Departures,45-49 Years,TOTAL
2009-11-01,372.0,Departures,45-49 Years,TOTAL
2009-12-01,480.0,Departures,45-49 Years,TOTAL
2010-01-01,416.0,Departures,45-49 Years,TOTAL
2010-02-01,417.0,Departures,45-49 Years,TOTAL
2010-03-01,453.0,Departures,45-49 Years,TOTAL
2010-04-01,439.0,Departures,45-49 Years,TOTAL
2010-05-01,468.0,Departures,45-49 Years,TOTAL
2010-06-01,420.0,Departures,45-49 Years,TOTAL
2010-07-01,445.0,Departures,45-49 Years,TOTAL
2010-08-01,442.0,Departures,45-49 Years,TOTAL
2010-09-01,423.0,Departures,45-49 Years,TOTAL
2010-10-01,440.0,Departures,45-49 Years,TOTAL
2010-11-01,406.0,Departures,45-49 Years,TOTAL
2010-12-01,569.0,Departures,45-49 Years,TOTAL
2011-01-01,488.0,Departures,45-49 Years,TOTAL
2011-02-01,433.0,Departures,45-49 Years,TOTAL
2011-03-01,617.0,Departures,45-49 Years,TOTAL
2011-04-01,493.0,Departures,45-49 Years,TOTAL
2011-05-01,565.0,Departures,45-49 Years,TOTAL
2011-06-01,491.0,Departures,45-49 Years,TOTAL
2011-07-01,568.0,Departures,45-49 Years,TOTAL
2011-08-01,462.0,Departures,45-49 Years,TOTAL
2011-09-01,444.0,Departures,45-49 Years,TOTAL
2011-10-01,509.0,Departures,45-49 Years,TOTAL
2011-11-01,460.0,Departures,45-49 Years,TOTAL
2011-12-01,605.0,Departures,45-49 Years,TOTAL
2012-01-01,546.0,Departures,45-49 Years,TOTAL
2012-02-01,458.0,Departures,45-49 Years,TOTAL
2012-03-01,485.0,Departures,45-49 Years,TOTAL
2012-04-01,466.0,Departures,45-49 Years,TOTAL
2012-05-01,462.0,Departures,45-49 Years,TOTAL
2012-06-01,473.0,Departures,45-49 Years,TOTAL
2012-07-01,477.0,Departures,45-49 Years,TOTAL
2012-08-01,417.0,Departures,45-49 Years,TOTAL
2012-09-01,484.0,Departures,45-49 Years,TOTAL
2012-10-01,370.0,Departures,45-49 Years,TOTAL
2012-11-01,411.0,Departures,45-49 Years,TOTAL
2012-12-01,541.0,Departures,45-49 Years,TOTAL
2013-01-01,421.0,Departures,45-49 Years,TOTAL
2013-02-01,335.0,Departures,45-49 Years,TOTAL
2013-03-01,430.0,Departures,45-49 Years,TOTAL
2013-04-01,374.0,Departures,45-49 Years,TOTAL
2013-05-01,355.0,Departures,45-49 Years,TOTAL
2013-06-01,337.0,Departures,45-49 Years,TOTAL
2013-07-01,384.0,Departures,45-49 Years,TOTAL
2013-08-01,339.0,Departures,45-49 Years,TOTAL
2013-09-01,319.0,Departures,45-49 Years,TOTAL
2013-10-01,307.0,Departures,45-49 Years,TOTAL
2013-11-01,298.0,Departures,45-49 Years,TOTAL
2013-12-01,446.0,Departures,45-49 Years,TOTAL
2014-01-01,306.0,Departures,45-49 Years,TOTAL
2014-02-01,271.0,Departures,45-49 Years,TOTAL
2014-03-01,293.0,Departures,45-49 Years,TOTAL
2014-04-01,288.0,Departures,45-49 Years,TOTAL
2014-05-01,306.0,Departures,45-49 Years,TOTAL
2014-06-01,263.0,Departures,45-49 Years,TOTAL
2014-07-01,307.0,Departures,45-49 Years,TOTAL
2014-08-01,308.0,Departures,45-49 Years,TOTAL
2014-09-01,315.0,Departures,45-49 Years,TOTAL
2014-10-01,258.0,Departures,45-49 Years,TOTAL
2014-11-01,264.0,Departures,45-49 Years,TOTAL
2014-12-01,370.0,Departures,45-49 Years,TOTAL
2015-01-01,272.0,Departures,45-49 Years,TOTAL
2015-02-01,255.0,Departures,45-49 Years,TOTAL
2015-03-01,302.0,Departures,45-49 Years,TOTAL
2015-04-01,273.0,Departures,45-49 Years,TOTAL
2015-05-01,281.0,Departures,45-49 Years,TOTAL
2015-06-01,254.0,Departures,45-49 Years,TOTAL
2015-07-01,289.0,Departures,45-49 Years,TOTAL
2015-08-01,253.0,Departures,45-49 Years,TOTAL
2015-09-01,255.0,Departures,45-49 Years,TOTAL
2015-10-01,226.0,Departures,45-49 Years,TOTAL
2015-11-01,298.0,Departures,45-49 Years,TOTAL
2015-12-01,393.0,Departures,45-49 Years,TOTAL
2016-01-01,296.0,Departures,45-49 Years,TOTAL
2016-02-01,250.0,Departures,45-49 Years,TOTAL
2016-03-01,278.0,Departures,45-49 Years,TOTAL
2016-04-01,290.0,Departures,45-49 Years,TOTAL
2016-05-01,260.0,Departures,45-49 Years,TOTAL
2016-06-01,289.0,Departures,45-49 Years,TOTAL
2016-07-01,341.0,Departures,45-49 Years,TOTAL
2016-08-01,270.0,Departures,45-49 Years,TOTAL
2016-09-01,269.0,Departures,45-49 Years,TOTAL
2016-10-01,272.0,Departures,45-49 Years,TOTAL
2016-11-01,284.0,Departures,45-49 Years,TOTAL
2016-12-01,376.0,Departures,45-49 Years,TOTAL
2017-01-01,341.0,Departures,45-49 Years,TOTAL
2017-02-01,234.0,Departures,45-49 Years,TOTAL
2017-03-01,298.0,Departures,45-49 Years,TOTAL
2017-04-01,308.0,Departures,45-49 Years,TOTAL
2017-05-01,302.0,Departures,45-49 Years,TOTAL
2017-06-01,296.0,Departures,45-49 Years,TOTAL
2017-07-01,325.0,Departures,45-49 Years,TOTAL
2017-08-01,287.0,Departures,45-49 Years,TOTAL
2017-09-01,292.0,Departures,45-49 Years,TOTAL
2017-10-01,299.0,Departures,45-49 Years,TOTAL
2017-11-01,262.0,Departures,45-49 Years,TOTAL
2017-12-01,375.0,Departures,45-49 Years,TOTAL
2018-01-01,325.0,Departures,45-49 Years,TOTAL
2018-02-01,279.0,Departures,45-49 Years,TOTAL
2018-03-01,322.0,Departures,45-49 Years,TOTAL
2018-04-01,317.0,Departures,45-49 Years,TOTAL
2018-05-01,319.0,Departures,45-49 Years,TOTAL
2018-06-01,299.0,Departures,45-49 Years,TOTAL
2018-07-01,337.0,Departures,45-49 Years,TOTAL
2018-08-01,306.0,Departures,45-49 Years,TOTAL
2018-09-01,247.0,Departures,45-49 Years,TOTAL
2018-10-01,302.0,Departures,45-49 Years,TOTAL
2018-11-01,314.0,Departures,45-49 Years,TOTAL
2018-12-01,477.0,Departures,45-49 Years,TOTAL
2019-01-01,303.0,Departures,45-49 Years,TOTAL
2019-02-01,239.0,Departures,45-49 Years,TOTAL
2019-03-01,355.0,Departures,45-49 Years,TOTAL
2019-04-01,302.0,Departures,45-49 Years,TOTAL
2019-05-01,271.0,Departures,45-49 Years,TOTAL
2019-06-01,341.0,Departures,45-49 Years,TOTAL
2019-07-01,360.0,Departures,45-49 Years,TOTAL
2019-08-01,289.0,Departures,45-49 Years,TOTAL
2019-09-01,318.0,Departures,45-49 Years,TOTAL
2019-10-01,340.0,Departures,45-49 Years,TOTAL
2019-11-01,342.0,Departures,45-49 Years,TOTAL
2019-12-01,452.0,Departures,45-49 Years,TOTAL
2020-01-01,376.0,Departures,45-49 Years,TOTAL
2020-02-01,245.0,Departures,45-49 Years,TOTAL
2020-03-01,280.0,Departures,45-49 Years,TOTAL
2020-04-01,26.0,Departures,45-49 Years,TOTAL
2020-05-01,46.0,Departures,45-49 Years,TOTAL
2020-06-01,73.0,Departures,45-49 Years,TOTAL
2020-07-01,138.0,Departures,45-49 Years,TOTAL
2020-08-01,173.0,Departures,45-49 Years,TOTAL
2020-09-01,188.0,Departures,45-49 Years,TOTAL
2020-10-01,205.0,Departures,45-49 Years,TOTAL
2020-11-01,227.0,Departures,45-49 Years,TOTAL
2020-12-01,280.0,Departures,45-49 Years,TOTAL
2021-01-01,264.0,Departures,45-49 Years,TOTAL
2021-02-01,206.0,Departures,45-49 Years,TOTAL
2021-03-01,273.0,Departures,45-49 Years,TOTAL
2021-04-01,279.0,Departures,45-49 Years,TOTAL
2021-05-01,267.0,Departures,45-49 Years,TOTAL
2021-06-01,264.0,Departures,45-49 Years,TOTAL
2021-07-01,274.0,Departures,45-49 Years,TOTAL
2021-08-01,187.0,Departures,45-49 Years,TOTAL
2021-09-01,157.0,Departures,45-49 Years,TOTAL
2021-10-01,149.0,Departures,45-49 Years,TOTAL
2021-11-01,258.0,Departures,45-49 Years,TOTAL
2021-12-01,458.0,Departures,45-49 Years,TOTAL
2022-01-01,381.0,Departures,45-49 Years,TOTAL
2022-02-01,318.0,Departures,45-49 Years,TOTAL
2022-03-01,321.0,Departures,45-49 Years,TOTAL
2022-04-01,372.0,Departures,45-49 Years,TOTAL
2022-05-01,355.0,Departures,45-49 Years,TOTAL
2022-06-01,354.0,Departures,45-49 Years,TOTAL
2022-07-01,416.0,Departures,45-49 Years,TOTAL
2022-08-01,338.0,Departures,45-49 Years,TOTAL
2022-09-01,365.0,Departures,45-49 Years,TOTAL
2022-10-01,395.0,Departures,45-49 Years,TOTAL
2022-11-01,392.0,Departures,45-49 Years,TOTAL
2022-12-01,476.0,Departures,45-49 Years,TOTAL
2023-01-01,398.0,Departures,45-49 Years,TOTAL
2023-02-01,329.0,Departures,45-49 Years,TOTAL
2023-03-01,392.0,Departures,45-49 Years,TOTAL
2023-04-01,399.0,Departures,45-49 Years,TOTAL
2023-05-01,377.0,Departures,45-49 Years,TOTAL
2023-06-01,403.0,Departures,45-49 Years,TOTAL
2023-07-01,420.0,Departures,45-49 Years,TOTAL
2023-08-01,352.0,Departures,45-49 Years,TOTAL
2023-09-01,415.0,Departures,45-49 Years,TOTAL
2023-10-01,365.0,Departures,45-49 Years,TOTAL
2023-11-01,424.0,Departures,45-49 Years,TOTAL
2023-12-01,605.0,Departures,45-49 Years,TOTAL
2024-01-01,477.0,Departures,45-49 Years,TOTAL
2024-02-01,337.0,Departures,45-49 Years,TOTAL
2024-03-01,407.0,Departures,45-49 Years,TOTAL
2024-04-01,429.0,Departures,45-49 Years,TOTAL
2024-05-01,446.0,Departures,45-49 Years,TOTAL
2024-06-01,444.0,Departures,45-49 Years,TOTAL
2024-07-01,480.0,Departures,45-49 Years,TOTAL
2024-08-01,474.0,Departures,45-49 Years,TOTAL
2024-09-01,479.0,Departures,45-49 Years,TOTAL
2024-10-01,464.0,Departures,45-49 Years,TOTAL
2024-11-01,499.0,Departures,45-49 Years,TOTAL
2024-12-01,635.0,Departures,45-49 Years,TOTAL
2025-01-01,531.0,Departures,45-49 Years,TOTAL
2025-02-01,409.0,Departures,45-49 Years,TOTAL
2025-03-01,467.0,Departures,45-49 Years,TOTAL
2025-04-01,485.0,Departures,45-49 Years,TOTAL
2025-05-01,496.0,Departures,45-49 Years,TOTAL
2025-06-01,463.0,Departures,45-49 Years,TOTAL
2025-07-01,514.0,Departures,45-49 Years,TOTAL
2025-08-01,432.0,Departures,45-49 Years,TOTAL
2025-09-01,468.0,Departures,45-49 Years,TOTAL
2025-10-01,383.0,Departures,45-49 Years,TOTAL
2025-11-01,402.0,Departures,45-49 Years,TOTAL
2025-12-01,525.0,Departures,45-49 Years,TOTAL
2026-01-01,440.0,Departures,45-49 Years,TOTAL
2001-01-01,152.0,Departures,50-54 Years,Female
2001-02-01,142.0,Departures,50-54 Years,Female
2001-03-01,188.0,Departures,50-54 Years,Female
2001-04-01,158.0,Departures,50-54 Years,Female
2001-05-01,158.0,Departures,50-54 Years,Female
2001-06-01,133.0,Departures,50-54 Years,Female
2001-07-01,132.0,Departures,50-54 Years,Female
2001-08-01,116.0,Departures,50-54 Years,Female
2001-09-01,100.0,Departures,50-54 Years,Female
2001-10-01,91.0,Departures,50-54 Years,Female
2001-11-01,113.0,Departures,50-54 Years,Female
2001-12-01,122.0,Departures,50-54 Years,Female
2002-01-01,117.0,Departures,50-54 Years,Female
2002-02-01,123.0,Departures,50-54 Years,Female
2002-03-01,135.0,Departures,50-54 Years,Female
2002-04-01,146.0,Departures,50-54 Years,Female
2002-05-01,121.0,Departures,50-54 Years,Female
2002-06-01,112.0,Departures,50-54 Years,Female
2002-07-01,119.0,Departures,50-54 Years,Female
2002-08-01,110.0,Departures,50-54 Years,Female
2002-09-01,110.0,Departures,50-54 Years,Female
2002-10-01,96.0,Departures,50-54 Years,Female
2002-11-01,117.0,Departures,50-54 Years,Female
2002-12-01,135.0,Departures,50-54 Years,Female
2003-01-01,137.0,Departures,50-54 Years,Female
2003-02-01,118.0,Departures,50-54 Years,Female
2003-03-01,142.0,Departures,50-54 Years,Female
2003-04-01,124.0,Departures,50-54 Years,Female
2003-05-01,121.0,Departures,50-54 Years,Female
2003-06-01,120.0,Departures,50-54 Years,Female
2003-07-01,114.0,Departures,50-54 Years,Female
2003-08-01,137.0,Departures,50-54 Years,Female
2003-09-01,89.0,Departures,50-54 Years,Female
2003-10-01,105.0,Departures,50-54 Years,Female
2003-11-01,126.0,Departures,50-54 Years,Female
2003-12-01,136.0,Departures,50-54 Years,Female
2004-01-01,108.0,Departures,50-54 Years,Female
2004-02-01,125.0,Departures,50-54 Years,Female
2004-03-01,135.0,Departures,50-54 Years,Female
2004-04-01,147.0,Departures,50-54 Years,Female
2004-05-01,144.0,Departures,50-54 Years,Female
2004-06-01,117.0,Departures,50-54 Years,Female
2004-07-01,111.0,Departures,50-54 Years,Female
2004-08-01,116.0,Departures,50-54 Years,Female
2004-09-01,117.0,Departures,50-54 Years,Female
2004-10-01,119.0,Departures,50-54 Years,Female
2004-11-01,139.0,Departures,50-54 Years,Female
2004-12-01,169.0,Departures,50-54 Years,Female
2005-01-01,141.0,Departures,50-54 Years,Female
2005-02-01,142.0,Departures,50-54 Years,Female
2005-03-01,163.0,Departures,50-54 Years,Female
2005-04-01,158.0,Departures,50-54 Years,Female
2005-05-01,137.0,Departures,50-54 Years,Female
2005-06-01,127.0,Departures,50-54 Years,Female
2005-07-01,157.0,Departures,50-54 Years,Female
2005-08-01,160.0,Departures,50-54 Years,Female
2005-09-01,129.0,Departures,50-54 Years,Female
2005-10-01,129.0,Departures,50-54 Years,Female
2005-11-01,122.0,Departures,50-54 Years,Female
2005-12-01,200.0,Departures,50-54 Years,Female
2006-01-01,136.0,Departures,50-54 Years,Female
2006-02-01,122.0,Departures,50-54 Years,Female
2006-03-01,165.0,Departures,50-54 Years,Female
2006-04-01,153.0,Departures,50-54 Years,Female
2006-05-01,158.0,Departures,50-54 Years,Female
2006-06-01,152.0,Departures,50-54 Years,Female
2006-07-01,167.0,Departures,50-54 Years,Female
2006-08-01,140.0,Departures,50-54 Years,Female
2006-09-01,140.0,Departures,50-54 Years,Female
2006-10-01,151.0,Departures,50-54 Years,Female
2006-11-01,152.0,Departures,50-54 Years,Female
2006-12-01,210.0,Departures,50-54 Years,Female
2007-01-01,171.0,Departures,50-54 Years,Female
2007-02-01,155.0,Departures,50-54 Years,Female
2007-03-01,166.0,Departures,50-54 Years,Female
2007-04-01,167.0,Departures,50-54 Years,Female
2007-05-01,188.0,Departures,50-54 Years,Female
2007-06-01,151.0,Departures,50-54 Years,Female
2007-07-01,173.0,Departures,50-54 Years,Female
2007-08-01,165.0,Departures,50-54 Years,Female
2007-09-01,154.0,Departures,50-54 Years,Female
2007-10-01,167.0,Departures,50-54 Years,Female
2007-11-01,175.0,Departures,50-54 Years,Female
2007-12-01,198.0,Departures,50-54 Years,Female
2008-01-01,174.0,Departures,50-54 Years,Female
2008-02-01,173.0,Departures,50-54 Years,Female
2008-03-01,194.0,Departures,50-54 Years,Female
2008-04-01,186.0,Departures,50-54 Years,Female
2008-05-01,198.0,Departures,50-54 Years,Female
2008-06-01,176.0,Departures,50-54 Years,Female
2008-07-01,169.0,Departures,50-54 Years,Female
2008-08-01,188.0,Departures,50-54 Years,Female
2008-09-01,145.0,Departures,50-54 Years,Female
2008-10-01,174.0,Departures,50-54 Years,Female
2008-11-01,167.0,Departures,50-54 Years,Female
2008-12-01,230.0,Departures,50-54 Years,Female
2009-01-01,148.0,Departures,50-54 Years,Female
2009-02-01,181.0,Departures,50-54 Years,Female
2009-03-01,162.0,Departures,50-54 Years,Female
2009-04-01,149.0,Departures,50-54 Years,Female
2009-05-01,174.0,Departures,50-54 Years,Female
2009-06-01,145.0,Departures,50-54 Years,Female
2009-07-01,134.0,Departures,50-54 Years,Female
2009-08-01,136.0,Departures,50-54 Years,Female
2009-09-01,103.0,Departures,50-54 Years,Female
2009-10-01,140.0,Departures,50-54 Years,Female
2009-11-01,130.0,Departures,50-54 Years,Female
2009-12-01,185.0,Departures,50-54 Years,Female
2010-01-01,126.0,Departures,50-54 Years,Female
2010-02-01,162.0,Departures,50-54 Years,Female
2010-03-01,180.0,Departures,50-54 Years,Female
2010-04-01,169.0,Departures,50-54 Years,Female
2010-05-01,179.0,Departures,50-54 Years,Female
2010-06-01,156.0,Departures,50-54 Years,Female
2010-07-01,160.0,Departures,50-54 Years,Female
2010-08-01,152.0,Departures,50-54 Years,Female
2010-09-01,152.0,Departures,50-54 Years,Female
2010-10-01,152.0,Departures,50-54 Years,Female
2010-11-01,148.0,Departures,50-54 Years,Female
2010-12-01,221.0,Departures,50-54 Years,Female
2011-01-01,182.0,Departures,50-54 Years,Female
2011-02-01,151.0,Departures,50-54 Years,Female
2011-03-01,221.0,Departures,50-54 Years,Female
2011-04-01,193.0,Departures,50-54 Years,Female
2011-05-01,193.0,Departures,50-54 Years,Female
2011-06-01,190.0,Departures,50-54 Years,Female
2011-07-01,202.0,Departures,50-54 Years,Female
2011-08-01,185.0,Departures,50-54 Years,Female
2011-09-01,193.0,Departures,50-54 Years,Female
2011-10-01,211.0,Departures,50-54 Years,Female
2011-11-01,172.0,Departures,50-54 Years,Female
2011-12-01,198.0,Departures,50-54 Years,Female
2012-01-01,191.0,Departures,50-54 Years,Female
2012-02-01,200.0,Departures,50-54 Years,Female
2012-03-01,205.0,Departures,50-54 Years,Female
2012-04-01,188.0,Departures,50-54 Years,Female
2012-05-01,191.0,Departures,50-54 Years,Female
2012-06-01,200.0,Departures,50-54 Years,Female
2012-07-01,198.0,Departures,50-54 Years,Female
2012-08-01,174.0,Departures,50-54 Years,Female
2012-09-01,174.0,Departures,50-54 Years,Female
2012-10-01,143.0,Departures,50-54 Years,Female
2012-11-01,156.0,Departures,50-54 Years,Female
2012-12-01,280.0,Departures,50-54 Years,Female
2013-01-01,172.0,Departures,50-54 Years,Female
2013-02-01,152.0,Departures,50-54 Years,Female
2013-03-01,187.0,Departures,50-54 Years,Female
2013-04-01,150.0,Departures,50-54 Years,Female
2013-05-01,172.0,Departures,50-54 Years,Female
2013-06-01,153.0,Departures,50-54 Years,Female
2013-07-01,176.0,Departures,50-54 Years,Female
2013-08-01,161.0,Departures,50-54 Years,Female
2013-09-01,141.0,Departures,50-54 Years,Female
2013-10-01,136.0,Departures,50-54 Years,Female
2013-11-01,137.0,Departures,50-54 Years,Female
2013-12-01,173.0,Departures,50-54 Years,Female
2014-01-01,149.0,Departures,50-54 Years,Female
2014-02-01,110.0,Departures,50-54 Years,Female
2014-03-01,150.0,Departures,50-54 Years,Female
2014-04-01,151.0,Departures,50-54 Years,Female
2014-05-01,137.0,Departures,50-54 Years,Female
2014-06-01,138.0,Departures,50-54 Years,Female
2014-07-01,128.0,Departures,50-54 Years,Female
2014-08-01,119.0,Departures,50-54 Years,Female
2014-09-01,111.0,Departures,50-54 Years,Female
2014-10-01,102.0,Departures,50-54 Years,Female
2014-11-01,119.0,Departures,50-54 Years,Female
2014-12-01,160.0,Departures,50-54 Years,Female
2015-01-01,136.0,Departures,50-54 Years,Female
2015-02-01,130.0,Departures,50-54 Years,Female
2015-03-01,161.0,Departures,50-54 Years,Female
2015-04-01,133.0,Departures,50-54 Years,Female
2015-05-01,148.0,Departures,50-54 Years,Female
2015-06-01,114.0,Departures,50-54 Years,Female
2015-07-01,110.0,Departures,50-54 Years,Female
2015-08-01,101.0,Departures,50-54 Years,Female
2015-09-01,92.0,Departures,50-54 Years,Female
2015-10-01,121.0,Departures,50-54 Years,Female
2015-11-01,119.0,Departures,50-54 Years,Female
2015-12-01,152.0,Departures,50-54 Years,Female
2016-01-01,136.0,Departures,50-54 Years,Female
2016-02-01,111.0,Departures,50-54 Years,Female
2016-03-01,125.0,Departures,50-54 Years,Female
2016-04-01,134.0,Departures,50-54 Years,Female
2016-05-01,119.0,Departures,50-54 Years,Female
2016-06-01,115.0,Departures,50-54 Years,Female
2016-07-01,135.0,Departures,50-54 Years,Female
2016-08-01,105.0,Departures,50-54 Years,Female
2016-09-01,94.0,Departures,50-54 Years,Female
2016-10-01,91.0,Departures,50-54 Years,Female
2016-11-01,120.0,Departures,50-54 Years,Female
2016-12-01,191.0,Departures,50-54 Years,Female
2017-01-01,128.0,Departures,50-54 Years,Female
2017-02-01,127.0,Departures,50-54 Years,Female
2017-03-01,122.0,Departures,50-54 Years,Female
2017-04-01,126.0,Departures,50-54 Years,Female
2017-05-01,140.0,Departures,50-54 Years,Female
2017-06-01,131.0,Departures,50-54 Years,Female
2017-07-01,141.0,Departures,50-54 Years,Female
2017-08-01,103.0,Departures,50-54 Years,Female
2017-09-01,124.0,Departures,50-54 Years,Female
2017-10-01,106.0,Departures,50-54 Years,Female
2017-11-01,109.0,Departures,50-54 Years,Female
2017-12-01,169.0,Departures,50-54 Years,Female
2018-01-01,115.0,Departures,50-54 Years,Female
2018-02-01,91.0,Departures,50-54 Years,Female
2018-03-01,126.0,Departures,50-54 Years,Female
2018-04-01,130.0,Departures,50-54 Years,Female
2018-05-01,142.0,Departures,50-54 Years,Female
2018-06-01,132.0,Departures,50-54 Years,Female
2018-07-01,139.0,Departures,50-54 Years,Female
2018-08-01,121.0,Departures,50-54 Years,Female
2018-09-01,131.0,Departures,50-54 Years,Female
2018-10-01,103.0,Departures,50-54 Years,Female
2018-11-01,132.0,Departures,50-54 Years,Female
2018-12-01,180.0,Departures,50-54 Years,Female
2019-01-01,137.0,Departures,50-54 Years,Female
2019-02-01,95.0,Departures,50-54 Years,Female
