Month,Count,Direction,Age Group,Sex
2001-01-01,899.0,Arrivals,15-19 Years,Female
2001-02-01,807.0,Arrivals,15-19 Years,Female
2001-03-01,446.0,Arrivals,15-19 Years,Female
2001-04-01,553.0,Arrivals,15-19 Years,Female
2001-05-01,321.0,Arrivals,15-19 Years,Female
2001-06-01,429.0,Arrivals,15-19 Years,Female
2001-07-01,825.0,Arrivals,15-19 Years,Female
2001-08-01,611.0,Arrivals,15-19 Years,Female
2001-09-01,600.0,Arrivals,15-19 Years,Female
2001-10-01,560.0,Arrivals,15-19 Years,Female
2001-11-01,542.0,Arrivals,15-19 Years,Female
2001-12-01,486.0,Arrivals,15-19 Years,Female
2002-01-01,1317.0,Arrivals,15-19 Years,Female
2002-02-01,899.0,Arrivals,15-19 Years,Female
2002-03-01,666.0,Arrivals,15-19 Years,Female
2002-04-01,670.0,Arrivals,15-19 Years,Female
2002-05-01,441.0,Arrivals,15-19 Years,Female
2002-06-01,543.0,Arrivals,15-19 Years,Female
2002-07-01,912.0,Arrivals,15-19 Years,Female
2002-08-01,625.0,Arrivals,15-19 Years,Female
2002-09-01,628.0,Arrivals,15-19 Years,Female
2002-10-01,491.0,Arrivals,15-19 Years,Female
2002-11-01,523.0,Arrivals,15-19 Years,Female
2002-12-01,470.0,Arrivals,15-19 Years,Female
2003-01-01,1042.0,Arrivals,15-19 Years,Female
2003-02-01,819.0,Arrivals,15-19 Years,Female
2003-03-01,464.0,Arrivals,15-19 Years,Female
2003-04-01,570.0,Arrivals,15-19 Years,Female
2003-05-01,313.0,Arrivals,15-19 Years,Female
2003-06-01,354.0,Arrivals,15-19 Years,Female
2003-07-01,668.0,Arrivals,15-19 Years,Female
2003-08-01,380.0,Arrivals,15-19 Years,Female
2003-09-01,349.0,Arrivals,15-19 Years,Female
2003-10-01,311.0,Arrivals,15-19 Years,Female
2003-11-01,264.0,Arrivals,15-19 Years,Female
2003-12-01,384.0,Arrivals,15-19 Years,Female
2004-01-01,714.0,Arrivals,15-19 Years,Female
2004-02-01,603.0,Arrivals,15-19 Years,Female
2004-03-01,254.0,Arrivals,15-19 Years,Female
2004-04-01,347.0,Arrivals,15-19 Years,Female
2004-05-01,203.0,Arrivals,15-19 Years,Female
2004-06-01,266.0,Arrivals,15-19 Years,Female
2004-07-01,479.0,Arrivals,15-19 Years,Female
2004-08-01,259.0,Arrivals,15-19 Years,Female
2004-09-01,289.0,Arrivals,15-19 Years,Female
2004-10-01,197.0,Arrivals,15-19 Years,Female
2004-11-01,259.0,Arrivals,15-19 Years,Female
2004-12-01,332.0,Arrivals,15-19 Years,Female
2005-01-01,615.0,Arrivals,15-19 Years,Female
2005-02-01,529.0,Arrivals,15-19 Years,Female
2005-03-01,261.0,Arrivals,15-19 Years,Female
2005-04-01,300.0,Arrivals,15-19 Years,Female
2005-05-01,205.0,Arrivals,15-19 Years,Female
2005-06-01,249.0,Arrivals,15-19 Years,Female
2005-07-01,411.0,Arrivals,15-19 Years,Female
2005-08-01,283.0,Arrivals,15-19 Years,Female
2005-09-01,284.0,Arrivals,15-19 Years,Female
2005-10-01,240.0,Arrivals,15-19 Years,Female
2005-11-01,237.0,Arrivals,15-19 Years,Female
2005-12-01,379.0,Arrivals,15-19 Years,Female
2006-01-01,482.0,Arrivals,15-19 Years,Female
2006-02-01,638.0,Arrivals,15-19 Years,Female
2006-03-01,237.0,Arrivals,15-19 Years,Female
2006-04-01,308.0,Arrivals,15-19 Years,Female
2006-05-01,203.0,Arrivals,15-19 Years,Female
2006-06-01,270.0,Arrivals,15-19 Years,Female
2006-07-01,453.0,Arrivals,15-19 Years,Female
2006-08-01,319.0,Arrivals,15-19 Years,Female
2006-09-01,296.0,Arrivals,15-19 Years,Female
2006-10-01,240.0,Arrivals,15-19 Years,Female
2006-11-01,278.0,Arrivals,15-19 Years,Female
2006-12-01,392.0,Arrivals,15-19 Years,Female
2007-01-01,512.0,Arrivals,15-19 Years,Female
2007-02-01,636.0,Arrivals,15-19 Years,Female
2007-03-01,308.0,Arrivals,15-19 Years,Female
2007-04-01,310.0,Arrivals,15-19 Years,Female
2007-05-01,193.0,Arrivals,15-19 Years,Female
2007-06-01,254.0,Arrivals,15-19 Years,Female
2007-07-01,491.0,Arrivals,15-19 Years,Female
2007-08-01,356.0,Arrivals,15-19 Years,Female
2007-09-01,285.0,Arrivals,15-19 Years,Female
2007-10-01,295.0,Arrivals,15-19 Years,Female
2007-11-01,287.0,Arrivals,15-19 Years,Female
2007-12-01,419.0,Arrivals,15-19 Years,Female
2008-01-01,587.0,Arrivals,15-19 Years,Female
2008-02-01,665.0,Arrivals,15-19 Years,Female
2008-03-01,305.0,Arrivals,15-19 Years,Female
2008-04-01,310.0,Arrivals,15-19 Years,Female
2008-05-01,272.0,Arrivals,15-19 Years,Female
2008-06-01,311.0,Arrivals,15-19 Years,Female
2008-07-01,606.0,Arrivals,15-19 Years,Female
2008-08-01,346.0,Arrivals,15-19 Years,Female
2008-09-01,319.0,Arrivals,15-19 Years,Female
2008-10-01,318.0,Arrivals,15-19 Years,Female
2008-11-01,356.0,Arrivals,15-19 Years,Female
2008-12-01,412.0,Arrivals,15-19 Years,Female
2009-01-01,605.0,Arrivals,15-19 Years,Female
2009-02-01,719.0,Arrivals,15-19 Years,Female
2009-03-01,328.0,Arrivals,15-19 Years,Female
2009-04-01,326.0,Arrivals,15-19 Years,Female
2009-05-01,249.0,Arrivals,15-19 Years,Female
2009-06-01,254.0,Arrivals,15-19 Years,Female
2009-07-01,592.0,Arrivals,15-19 Years,Female
2009-08-01,356.0,Arrivals,15-19 Years,Female
2009-09-01,341.0,Arrivals,15-19 Years,Female
2009-10-01,309.0,Arrivals,15-19 Years,Female
2009-11-01,268.0,Arrivals,15-19 Years,Female
2009-12-01,397.0,Arrivals,15-19 Years,Female
2010-01-01,635.0,Arrivals,15-19 Years,Female
2010-02-01,627.0,Arrivals,15-19 Years,Female
2010-03-01,293.0,Arrivals,15-19 Years,Female
2010-04-01,293.0,Arrivals,15-19 Years,Female
2010-05-01,217.0,Arrivals,15-19 Years,Female
2010-06-01,224.0,Arrivals,15-19 Years,Female
2010-07-01,555.0,Arrivals,15-19 Years,Female
2010-08-01,357.0,Arrivals,15-19 Years,Female
2010-09-01,310.0,Arrivals,15-19 Years,Female
2010-10-01,324.0,Arrivals,15-19 Years,Female
2010-11-01,251.0,Arrivals,15-19 Years,Female
2010-12-01,338.0,Arrivals,15-19 Years,Female
2011-01-01,618.0,Arrivals,15-19 Years,Female
2011-02-01,697.0,Arrivals,15-19 Years,Female
2011-03-01,255.0,Arrivals,15-19 Years,Female
2011-04-01,302.0,Arrivals,15-19 Years,Female
2011-05-01,218.0,Arrivals,15-19 Years,Female
2011-06-01,251.0,Arrivals,15-19 Years,Female
2011-07-01,563.0,Arrivals,15-19 Years,Female
2011-08-01,332.0,Arrivals,15-19 Years,Female
2011-09-01,276.0,Arrivals,15-19 Years,Female
2011-10-01,255.0,Arrivals,15-19 Years,Female
2011-11-01,246.0,Arrivals,15-19 Years,Female
2011-12-01,342.0,Arrivals,15-19 Years,Female
2012-01-01,599.0,Arrivals,15-19 Years,Female
2012-02-01,610.0,Arrivals,15-19 Years,Female
2012-03-01,242.0,Arrivals,15-19 Years,Female
2012-04-01,284.0,Arrivals,15-19 Years,Female
2012-05-01,169.0,Arrivals,15-19 Years,Female
2012-06-01,228.0,Arrivals,15-19 Years,Female
2012-07-01,570.0,Arrivals,15-19 Years,Female
2012-08-01,305.0,Arrivals,15-19 Years,Female
2012-09-01,271.0,Arrivals,15-19 Years,Female
2012-10-01,282.0,Arrivals,15-19 Years,Female
2012-11-01,251.0,Arrivals,15-19 Years,Female
2012-12-01,355.0,Arrivals,15-19 Years,Female
2013-01-01,694.0,Arrivals,15-19 Years,Female
2013-02-01,525.0,Arrivals,15-19 Years,Female
2013-03-01,251.0,Arrivals,15-19 Years,Female
2013-04-01,253.0,Arrivals,15-19 Years,Female
2013-05-01,245.0,Arrivals,15-19 Years,Female
2013-06-01,244.0,Arrivals,15-19 Years,Female
2013-07-01,658.0,Arrivals,15-19 Years,Female
2013-08-01,343.0,Arrivals,15-19 Years,Female
2013-09-01,294.0,Arrivals,15-19 Years,Female
2013-10-01,336.0,Arrivals,15-19 Years,Female
2013-11-01,259.0,Arrivals,15-19 Years,Female
2013-12-01,381.0,Arrivals,15-19 Years,Female
2014-01-01,694.0,Arrivals,15-19 Years,Female
2014-02-01,627.0,Arrivals,15-19 Years,Female
2014-03-01,276.0,Arrivals,15-19 Years,Female
2014-04-01,289.0,Arrivals,15-19 Years,Female
2014-05-01,243.0,Arrivals,15-19 Years,Female
2014-06-01,300.0,Arrivals,15-19 Years,Female
2014-07-01,700.0,Arrivals,15-19 Years,Female
2014-08-01,409.0,Arrivals,15-19 Years,Female
2014-09-01,355.0,Arrivals,15-19 Years,Female
2014-10-01,295.0,Arrivals,15-19 Years,Female
2014-11-01,305.0,Arrivals,15-19 Years,Female
2014-12-01,406.0,Arrivals,15-19 Years,Female
2015-01-01,833.0,Arrivals,15-19 Years,Female
2015-02-01,609.0,Arrivals,15-19 Years,Female
2015-03-01,297.0,Arrivals,15-19 Years,Female
2015-04-01,345.0,Arrivals,15-19 Years,Female
2015-05-01,219.0,Arrivals,15-19 Years,Female
2015-06-01,314.0,Arrivals,15-19 Years,Female
2015-07-01,794.0,Arrivals,15-19 Years,Female
2015-08-01,416.0,Arrivals,15-19 Years,Female
2015-09-01,348.0,Arrivals,15-19 Years,Female
2015-10-01,377.0,Arrivals,15-19 Years,Female
2015-11-01,322.0,Arrivals,15-19 Years,Female
2015-12-01,413.0,Arrivals,15-19 Years,Female
2016-01-01,877.0,Arrivals,15-19 Years,Female
2016-02-01,778.0,Arrivals,15-19 Years,Female
2016-03-01,307.0,Arrivals,15-19 Years,Female
2016-04-01,356.0,Arrivals,15-19 Years,Female
2016-05-01,253.0,Arrivals,15-19 Years,Female
2016-06-01,305.0,Arrivals,15-19 Years,Female
2016-07-01,855.0,Arrivals,15-19 Years,Female
2016-08-01,342.0,Arrivals,15-19 Years,Female
2016-09-01,317.0,Arrivals,15-19 Years,Female
2016-10-01,314.0,Arrivals,15-19 Years,Female
2016-11-01,295.0,Arrivals,15-19 Years,Female
2016-12-01,403.0,Arrivals,15-19 Years,Female
2017-01-01,884.0,Arrivals,15-19 Years,Female
2017-02-01,672.0,Arrivals,15-19 Years,Female
2017-03-01,283.0,Arrivals,15-19 Years,Female
2017-04-01,308.0,Arrivals,15-19 Years,Female
2017-05-01,219.0,Arrivals,15-19 Years,Female
2017-06-01,340.0,Arrivals,15-19 Years,Female
2017-07-01,780.0,Arrivals,15-19 Years,Female
2017-08-01,315.0,Arrivals,15-19 Years,Female
2017-09-01,300.0,Arrivals,15-19 Years,Female
2017-10-01,297.0,Arrivals,15-19 Years,Female
2017-11-01,257.0,Arrivals,15-19 Years,Female
2017-12-01,399.0,Arrivals,15-19 Years,Female
2018-01-01,787.0,Arrivals,15-19 Years,Female
2018-02-01,577.0,Arrivals,15-19 Years,Female
2018-03-01,263.0,Arrivals,15-19 Years,Female
2018-04-01,307.0,Arrivals,15-19 Years,Female
2018-05-01,226.0,Arrivals,15-19 Years,Female
2018-06-01,280.0,Arrivals,15-19 Years,Female
2018-07-01,693.0,Arrivals,15-19 Years,Female
2018-08-01,316.0,Arrivals,15-19 Years,Female
2018-09-01,281.0,Arrivals,15-19 Years,Female
2018-10-01,293.0,Arrivals,15-19 Years,Female
2018-11-01,267.0,Arrivals,15-19 Years,Female
2018-12-01,391.0,Arrivals,15-19 Years,Female
2019-01-01,750.0,Arrivals,15-19 Years,Female
2019-02-01,588.0,Arrivals,15-19 Years,Female
2019-03-01,278.0,Arrivals,15-19 Years,Female
2019-04-01,321.0,Arrivals,15-19 Years,Female
2019-05-01,216.0,Arrivals,15-19 Years,Female
2019-06-01,309.0,Arrivals,15-19 Years,Female
2019-07-01,692.0,Arrivals,15-19 Years,Female
2019-08-01,361.0,Arrivals,15-19 Years,Female
2019-09-01,349.0,Arrivals,15-19 Years,Female
2019-10-01,346.0,Arrivals,15-19 Years,Female
2019-11-01,326.0,Arrivals,15-19 Years,Female
2019-12-01,487.0,Arrivals,15-19 Years,Female
2020-01-01,894.0,Arrivals,15-19 Years,Female
2020-02-01,698.0,Arrivals,15-19 Years,Female
2020-03-01,301.0,Arrivals,15-19 Years,Female
2020-04-01,14.0,Arrivals,15-19 Years,Female
2020-05-01,33.0,Arrivals,15-19 Years,Female
2020-06-01,47.0,Arrivals,15-19 Years,Female
2020-07-01,97.0,Arrivals,15-19 Years,Female
2020-08-01,86.0,Arrivals,15-19 Years,Female
2020-09-01,91.0,Arrivals,15-19 Years,Female
2020-10-01,88.0,Arrivals,15-19 Years,Female
2020-11-01,117.0,Arrivals,15-19 Years,Female
2020-12-01,113.0,Arrivals,15-19 Years,Female
2021-01-01,169.0,Arrivals,15-19 Years,Female
2021-02-01,122.0,Arrivals,15-19 Years,Female
2021-03-01,109.0,Arrivals,15-19 Years,Female
2021-04-01,146.0,Arrivals,15-19 Years,Female
2021-05-01,139.0,Arrivals,15-19 Years,Female
2021-06-01,158.0,Arrivals,15-19 Years,Female
2021-07-01,137.0,Arrivals,15-19 Years,Female
2021-08-01,65.0,Arrivals,15-19 Years,Female
2021-09-01,58.0,Arrivals,15-19 Years,Female
2021-10-01,75.0,Arrivals,15-19 Years,Female
2021-11-01,106.0,Arrivals,15-19 Years,Female
2021-12-01,139.0,Arrivals,15-19 Years,Female
2022-01-01,124.0,Arrivals,15-19 Years,Female
2022-02-01,98.0,Arrivals,15-19 Years,Female
2022-03-01,262.0,Arrivals,15-19 Years,Female
2022-04-01,191.0,Arrivals,15-19 Years,Female
2022-05-01,177.0,Arrivals,15-19 Years,Female
2022-06-01,238.0,Arrivals,15-19 Years,Female
2022-07-01,494.0,Arrivals,15-19 Years,Female
2022-08-01,271.0,Arrivals,15-19 Years,Female
2022-09-01,313.0,Arrivals,15-19 Years,Female
2022-10-01,276.0,Arrivals,15-19 Years,Female
2022-11-01,399.0,Arrivals,15-19 Years,Female
2022-12-01,472.0,Arrivals,15-19 Years,Female
2023-01-01,680.0,Arrivals,15-19 Years,Female
2023-02-01,935.0,Arrivals,15-19 Years,Female
2023-03-01,533.0,Arrivals,15-19 Years,Female
2023-04-01,454.0,Arrivals,15-19 Years,Female
2023-05-01,431.0,Arrivals,15-19 Years,Female
2023-06-01,592.0,Arrivals,15-19 Years,Female
2023-07-01,798.0,Arrivals,15-19 Years,Female
2023-08-01,683.0,Arrivals,15-19 Years,Female
2023-09-01,513.0,Arrivals,15-19 Years,Female
2023-10-01,373.0,Arrivals,15-19 Years,Female
2023-11-01,445.0,Arrivals,15-19 Years,Female
2023-12-01,542.0,Arrivals,15-19 Years,Female
2024-01-01,708.0,Arrivals,15-19 Years,Female
2024-02-01,765.0,Arrivals,15-19 Years,Female
2024-03-01,375.0,Arrivals,15-19 Years,Female
2024-04-01,403.0,Arrivals,15-19 Years,Female
2024-05-01,291.0,Arrivals,15-19 Years,Female
2024-06-01,426.0,Arrivals,15-19 Years,Female
2024-07-01,807.0,Arrivals,15-19 Years,Female
2024-08-01,329.0,Arrivals,15-19 Years,Female
2024-09-01,351.0,Arrivals,15-19 Years,Female
2024-10-01,272.0,Arrivals,15-19 Years,Female
2024-11-01,243.0,Arrivals,15-19 Years,Female
2024-12-01,394.0,Arrivals,15-19 Years,Female
2025-01-01,661.0,Arrivals,15-19 Years,Female
2025-02-01,644.0,Arrivals,15-19 Years,Female
2025-03-01,256.0,Arrivals,15-19 Years,Female
2025-04-01,375.0,Arrivals,15-19 Years,Female
2025-05-01,271.0,Arrivals,15-19 Years,Female
2025-06-01,334.0,Arrivals,15-19 Years,Female
2025-07-01,951.0,Arrivals,15-19 Years,Female
2025-08-01,314.0,Arrivals,15-19 Years,Female
2025-09-01,402.0,Arrivals,15-19 Years,Female
2025-10-01,338.0,Arrivals,15-19 Years,Female
2025-11-01,248.0,Arrivals,15-19 Years,Female
2025-12-01,402.0,Arrivals,15-19 Years,Female
2026-01-01,989.0,Arrivals,15-19 Years,Female
2001-01-01,904.0,Arrivals,15-19 Years,Male
2001-02-01,954.0,Arrivals,15-19 Years,Male
2001-03-01,520.0,Arrivals,15-19 Years,Male
2001-04-01,579.0,Arrivals,15-19 Years,Male
2001-05-01,356.0,Arrivals,15-19 Years,Male
2001-06-01,486.0,Arrivals,15-19 Years,Male
2001-07-01,947.0,Arrivals,15-19 Years,Male
2001-08-01,743.0,Arrivals,15-19 Years,Male
2001-09-01,683.0,Arrivals,15-19 Years,Male
2001-10-01,636.0,Arrivals,15-19 Years,Male
2001-11-01,601.0,Arrivals,15-19 Years,Male
2001-12-01,566.0,Arrivals,15-19 Years,Male
2002-01-01,1499.0,Arrivals,15-19 Years,Male
2002-02-01,1044.0,Arrivals,15-19 Years,Male
2002-03-01,798.0,Arrivals,15-19 Years,Male
2002-04-01,773.0,Arrivals,15-19 Years,Male
2002-05-01,516.0,Arrivals,15-19 Years,Male
2002-06-01,614.0,Arrivals,15-19 Years,Male
2002-07-01,1132.0,Arrivals,15-19 Years,Male
2002-08-01,778.0,Arrivals,15-19 Years,Male
2002-09-01,701.0,Arrivals,15-19 Years,Male
2002-10-01,618.0,Arrivals,15-19 Years,Male
2002-11-01,610.0,Arrivals,15-19 Years,Male
2002-12-01,563.0,Arrivals,15-19 Years,Male
2003-01-01,1131.0,Arrivals,15-19 Years,Male
2003-02-01,878.0,Arrivals,15-19 Years,Male
2003-03-01,539.0,Arrivals,15-19 Years,Male
2003-04-01,570.0,Arrivals,15-19 Years,Male
2003-05-01,339.0,Arrivals,15-19 Years,Male
2003-06-01,392.0,Arrivals,15-19 Years,Male
2003-07-01,714.0,Arrivals,15-19 Years,Male
2003-08-01,460.0,Arrivals,15-19 Years,Male
2003-09-01,379.0,Arrivals,15-19 Years,Male
2003-10-01,318.0,Arrivals,15-19 Years,Male
2003-11-01,371.0,Arrivals,15-19 Years,Male
2003-12-01,411.0,Arrivals,15-19 Years,Male
2004-01-01,714.0,Arrivals,15-19 Years,Male
2004-02-01,566.0,Arrivals,15-19 Years,Male
2004-03-01,292.0,Arrivals,15-19 Years,Male
2004-04-01,334.0,Arrivals,15-19 Years,Male
2004-05-01,203.0,Arrivals,15-19 Years,Male
2004-06-01,306.0,Arrivals,15-19 Years,Male
2004-07-01,535.0,Arrivals,15-19 Years,Male
2004-08-01,263.0,Arrivals,15-19 Years,Male
2004-09-01,316.0,Arrivals,15-19 Years,Male
2004-10-01,254.0,Arrivals,15-19 Years,Male
2004-11-01,270.0,Arrivals,15-19 Years,Male
2004-12-01,380.0,Arrivals,15-19 Years,Male
2005-01-01,583.0,Arrivals,15-19 Years,Male
2005-02-01,490.0,Arrivals,15-19 Years,Male
2005-03-01,256.0,Arrivals,15-19 Years,Male
2005-04-01,306.0,Arrivals,15-19 Years,Male
2005-05-01,257.0,Arrivals,15-19 Years,Male
2005-06-01,282.0,Arrivals,15-19 Years,Male
2005-07-01,449.0,Arrivals,15-19 Years,Male
2005-08-01,312.0,Arrivals,15-19 Years,Male
2005-09-01,345.0,Arrivals,15-19 Years,Male
2005-10-01,261.0,Arrivals,15-19 Years,Male
2005-11-01,238.0,Arrivals,15-19 Years,Male
2005-12-01,408.0,Arrivals,15-19 Years,Male
2006-01-01,495.0,Arrivals,15-19 Years,Male
2006-02-01,625.0,Arrivals,15-19 Years,Male
2006-03-01,290.0,Arrivals,15-19 Years,Male
2006-04-01,303.0,Arrivals,15-19 Years,Male
2006-05-01,225.0,Arrivals,15-19 Years,Male
2006-06-01,261.0,Arrivals,15-19 Years,Male
2006-07-01,551.0,Arrivals,15-19 Years,Male
2006-08-01,334.0,Arrivals,15-19 Years,Male
2006-09-01,315.0,Arrivals,15-19 Years,Male
2006-10-01,277.0,Arrivals,15-19 Years,Male
2006-11-01,337.0,Arrivals,15-19 Years,Male
2006-12-01,467.0,Arrivals,15-19 Years,Male
2007-01-01,549.0,Arrivals,15-19 Years,Male
2007-02-01,715.0,Arrivals,15-19 Years,Male
2007-03-01,361.0,Arrivals,15-19 Years,Male
2007-04-01,326.0,Arrivals,15-19 Years,Male
2007-05-01,229.0,Arrivals,15-19 Years,Male
2007-06-01,308.0,Arrivals,15-19 Years,Male
2007-07-01,553.0,Arrivals,15-19 Years,Male
2007-08-01,365.0,Arrivals,15-19 Years,Male
2007-09-01,404.0,Arrivals,15-19 Years,Male
2007-10-01,370.0,Arrivals,15-19 Years,Male
2007-11-01,359.0,Arrivals,15-19 Years,Male
2007-12-01,478.0,Arrivals,15-19 Years,Male
2008-01-01,636.0,Arrivals,15-19 Years,Male
2008-02-01,859.0,Arrivals,15-19 Years,Male
2008-03-01,435.0,Arrivals,15-19 Years,Male
2008-04-01,391.0,Arrivals,15-19 Years,Male
2008-05-01,363.0,Arrivals,15-19 Years,Male
2008-06-01,366.0,Arrivals,15-19 Years,Male
2008-07-01,702.0,Arrivals,15-19 Years,Male
2008-08-01,478.0,Arrivals,15-19 Years,Male
2008-09-01,387.0,Arrivals,15-19 Years,Male
2008-10-01,441.0,Arrivals,15-19 Years,Male
2008-11-01,334.0,Arrivals,15-19 Years,Male
2008-12-01,488.0,Arrivals,15-19 Years,Male
2009-01-01,656.0,Arrivals,15-19 Years,Male
2009-02-01,845.0,Arrivals,15-19 Years,Male
2009-03-01,407.0,Arrivals,15-19 Years,Male
2009-04-01,376.0,Arrivals,15-19 Years,Male
2009-05-01,351.0,Arrivals,15-19 Years,Male
2009-06-01,353.0,Arrivals,15-19 Years,Male
2009-07-01,738.0,Arrivals,15-19 Years,Male
2009-08-01,444.0,Arrivals,15-19 Years,Male
2009-09-01,419.0,Arrivals,15-19 Years,Male
2009-10-01,395.0,Arrivals,15-19 Years,Male
2009-11-01,359.0,Arrivals,15-19 Years,Male
2009-12-01,446.0,Arrivals,15-19 Years,Male
2010-01-01,686.0,Arrivals,15-19 Years,Male
2010-02-01,710.0,Arrivals,15-19 Years,Male
2010-03-01,378.0,Arrivals,15-19 Years,Male
2010-04-01,353.0,Arrivals,15-19 Years,Male
2010-05-01,285.0,Arrivals,15-19 Years,Male
2010-06-01,348.0,Arrivals,15-19 Years,Male
2010-07-01,719.0,Arrivals,15-19 Years,Male
2010-08-01,463.0,Arrivals,15-19 Years,Male
2010-09-01,414.0,Arrivals,15-19 Years,Male
2010-10-01,453.0,Arrivals,15-19 Years,Male
2010-11-01,425.0,Arrivals,15-19 Years,Male
2010-12-01,415.0,Arrivals,15-19 Years,Male
2011-01-01,694.0,Arrivals,15-19 Years,Male
2011-02-01,737.0,Arrivals,15-19 Years,Male
2011-03-01,399.0,Arrivals,15-19 Years,Male
2011-04-01,381.0,Arrivals,15-19 Years,Male
2011-05-01,295.0,Arrivals,15-19 Years,Male
2011-06-01,329.0,Arrivals,15-19 Years,Male
2011-07-01,666.0,Arrivals,15-19 Years,Male
2011-08-01,457.0,Arrivals,15-19 Years,Male
2011-09-01,395.0,Arrivals,15-19 Years,Male
2011-10-01,346.0,Arrivals,15-19 Years,Male
2011-11-01,390.0,Arrivals,15-19 Years,Male
2011-12-01,406.0,Arrivals,15-19 Years,Male
2012-01-01,675.0,Arrivals,15-19 Years,Male
2012-02-01,786.0,Arrivals,15-19 Years,Male
2012-03-01,461.0,Arrivals,15-19 Years,Male
2012-04-01,320.0,Arrivals,15-19 Years,Male
2012-05-01,269.0,Arrivals,15-19 Years,Male
2012-06-01,310.0,Arrivals,15-19 Years,Male
2012-07-01,628.0,Arrivals,15-19 Years,Male
2012-08-01,388.0,Arrivals,15-19 Years,Male
2012-09-01,342.0,Arrivals,15-19 Years,Male
2012-10-01,384.0,Arrivals,15-19 Years,Male
2012-11-01,336.0,Arrivals,15-19 Years,Male
2012-12-01,410.0,Arrivals,15-19 Years,Male
2013-01-01,748.0,Arrivals,15-19 Years,Male
2013-02-01,692.0,Arrivals,15-19 Years,Male
2013-03-01,385.0,Arrivals,15-19 Years,Male
2013-04-01,357.0,Arrivals,15-19 Years,Male
2013-05-01,400.0,Arrivals,15-19 Years,Male
2013-06-01,312.0,Arrivals,15-19 Years,Male
2013-07-01,679.0,Arrivals,15-19 Years,Male
2013-08-01,460.0,Arrivals,15-19 Years,Male
2013-09-01,380.0,Arrivals,15-19 Years,Male
2013-10-01,463.0,Arrivals,15-19 Years,Male
2013-11-01,444.0,Arrivals,15-19 Years,Male
2013-12-01,479.0,Arrivals,15-19 Years,Male
2014-01-01,815.0,Arrivals,15-19 Years,Male
2014-02-01,819.0,Arrivals,15-19 Years,Male
2014-03-01,477.0,Arrivals,15-19 Years,Male
2014-04-01,445.0,Arrivals,15-19 Years,Male
2014-05-01,406.0,Arrivals,15-19 Years,Male
2014-06-01,493.0,Arrivals,15-19 Years,Male
2014-07-01,893.0,Arrivals,15-19 Years,Male
2014-08-01,624.0,Arrivals,15-19 Years,Male
2014-09-01,551.0,Arrivals,15-19 Years,Male
2014-10-01,527.0,Arrivals,15-19 Years,Male
2014-11-01,476.0,Arrivals,15-19 Years,Male
2014-12-01,476.0,Arrivals,15-19 Years,Male
2015-01-01,971.0,Arrivals,15-19 Years,Male
2015-02-01,863.0,Arrivals,15-19 Years,Male
2015-03-01,457.0,Arrivals,15-19 Years,Male
2015-04-01,420.0,Arrivals,15-19 Years,Male
2015-05-01,295.0,Arrivals,15-19 Years,Male
2015-06-01,386.0,Arrivals,15-19 Years,Male
2015-07-01,962.0,Arrivals,15-19 Years,Male
2015-08-01,520.0,Arrivals,15-19 Years,Male
2015-09-01,466.0,Arrivals,15-19 Years,Male
2015-10-01,557.0,Arrivals,15-19 Years,Male
2015-11-01,434.0,Arrivals,15-19 Years,Male
2015-12-01,452.0,Arrivals,15-19 Years,Male
2016-01-01,979.0,Arrivals,15-19 Years,Male
2016-02-01,865.0,Arrivals,15-19 Years,Male
2016-03-01,435.0,Arrivals,15-19 Years,Male
2016-04-01,458.0,Arrivals,15-19 Years,Male
2016-05-01,377.0,Arrivals,15-19 Years,Male
2016-06-01,416.0,Arrivals,15-19 Years,Male
2016-07-01,940.0,Arrivals,15-19 Years,Male
2016-08-01,424.0,Arrivals,15-19 Years,Male
2016-09-01,406.0,Arrivals,15-19 Years,Male
2016-10-01,388.0,Arrivals,15-19 Years,Male
2016-11-01,348.0,Arrivals,15-19 Years,Male
2016-12-01,443.0,Arrivals,15-19 Years,Male
2017-01-01,901.0,Arrivals,15-19 Years,Male
2017-02-01,743.0,Arrivals,15-19 Years,Male
2017-03-01,327.0,Arrivals,15-19 Years,Male
2017-04-01,369.0,Arrivals,15-19 Years,Male
2017-05-01,316.0,Arrivals,15-19 Years,Male
2017-06-01,393.0,Arrivals,15-19 Years,Male
2017-07-01,838.0,Arrivals,15-19 Years,Male
2017-08-01,377.0,Arrivals,15-19 Years,Male
2017-09-01,376.0,Arrivals,15-19 Years,Male
2017-10-01,375.0,Arrivals,15-19 Years,Male
2017-11-01,325.0,Arrivals,15-19 Years,Male
2017-12-01,411.0,Arrivals,15-19 Years,Male
2018-01-01,820.0,Arrivals,15-19 Years,Male
2018-02-01,620.0,Arrivals,15-19 Years,Male
2018-03-01,326.0,Arrivals,15-19 Years,Male
2018-04-01,289.0,Arrivals,15-19 Years,Male
2018-05-01,267.0,Arrivals,15-19 Years,Male
2018-06-01,327.0,Arrivals,15-19 Years,Male
2018-07-01,720.0,Arrivals,15-19 Years,Male
2018-08-01,409.0,Arrivals,15-19 Years,Male
2018-09-01,343.0,Arrivals,15-19 Years,Male
2018-10-01,351.0,Arrivals,15-19 Years,Male
2018-11-01,321.0,Arrivals,15-19 Years,Male
2018-12-01,395.0,Arrivals,15-19 Years,Male
