Month,Count,Direction,CLPR,Visa,Citizenship
2005-03-01,1,Arrivals,"China, People's Republic of",New Zealand and Australian citizens,Non-New Zealand
2005-03-01,16,Arrivals,"China, People's Republic of",Other,Non-New Zealand
2005-03-01,101,Arrivals,"China, People's Republic of",Residence,Non-New Zealand
2005-03-01,119,Arrivals,"China, People's Republic of",Student,Non-New Zealand
2005-03-01,344,Arrivals,"China, People's Republic of",TOTAL,Non-New Zealand
2005-03-01,83,Arrivals,"China, People's Republic of",Visitor,Non-New Zealand
2005-03-01,24,Arrivals,"China, People's Republic of",Work,Non-New Zealand
2005-04-01,1,Arrivals,"China, People's Republic of",New Zealand and Australian citizens,Non-New Zealand
2005-04-01,9,Arrivals,"China, People's Republic of",Other,Non-New Zealand
2005-04-01,76,Arrivals,"China, People's Republic of",Residence,Non-New Zealand
2005-04-01,107,Arrivals,"China, People's Republic of",Student,Non-New Zealand
2005-04-01,266,Arrivals,"China, People's Republic of",TOTAL,Non-New Zealand
2005-04-01,52,Arrivals,"China, People's Republic of",Visitor,Non-New Zealand
2005-04-01,21,Arrivals,"China, People's Republic of",Work,Non-New Zealand
2005-05-01,1,Arrivals,"China, People's Republic of",New Zealand and Australian citizens,Non-New Zealand
2005-05-01,7,Arrivals,"China, People's Republic of",Other,Non-New Zealand
2005-05-01,82,Arrivals,"China, People's Republic of",Residence,Non-New Zealand
2005-05-01,77,Arrivals,"China, People's Republic of",Student,Non-New Zealand
2005-05-01,258,Arrivals,"China, People's Republic of",TOTAL,Non-New Zealand
2005-05-01,74,Arrivals,"China, People's Republic of",Visitor,Non-New Zealand
2005-05-01,17,Arrivals,"China, People's Republic of",Work,Non-New Zealand
2005-06-01,1,Arrivals,"China, People's Republic of",New Zealand and Australian citizens,Non-New Zealand
2005-06-01,11,Arrivals,"China, People's Republic of",Other,Non-New Zealand
2005-06-01,94,Arrivals,"China, People's Republic of",Residence,Non-New Zealand
2005-06-01,82,Arrivals,"China, People's Republic of",Student,Non-New Zealand
2005-06-01,302,Arrivals,"China, People's Republic of",TOTAL,Non-New Zealand
2005-06-01,79,Arrivals,"China, People's Republic of",Visitor,Non-New Zealand
2005-06-01,35,Arrivals,"China, People's Republic of",Work,Non-New Zealand
2005-07-01,0,Arrivals,"China, People's Republic of",New Zealand and Australian citizens,Non-New Zealand
2005-07-01,6,Arrivals,"China, People's Republic of",Other,Non-New Zealand
2005-07-01,126,Arrivals,"China, People's Republic of",Residence,Non-New Zealand
2005-07-01,247,Arrivals,"China, People's Republic of",Student,Non-New Zealand
2005-07-01,457,Arrivals,"China, People's Republic of",TOTAL,Non-New Zealand
2005-07-01,72,Arrivals,"China, People's Republic of",Visitor,Non-New Zealand
2005-07-01,6,Arrivals,"China, People's Republic of",Work,Non-New Zealand
2005-08-01,1,Arrivals,"China, People's Republic of",New Zealand and Australian citizens,Non-New Zealand
2005-08-01,12,Arrivals,"China, People's Republic of",Other,Non-New Zealand
2005-08-01,119,Arrivals,"China, People's Republic of",Residence,Non-New Zealand
2005-08-01,147,Arrivals,"China, People's Republic of",Student,Non-New Zealand
2005-08-01,409,Arrivals,"China, People's Republic of",TOTAL,Non-New Zealand
2005-08-01,104,Arrivals,"China, People's Republic of",Visitor,Non-New Zealand
2005-08-01,26,Arrivals,"China, People's Republic of",Work,Non-New Zealand
2005-09-01,1,Arrivals,"China, People's Republic of",New Zealand and Australian citizens,Non-New Zealand
2005-09-01,6,Arrivals,"China, People's Republic of",Other,Non-New Zealand
2005-09-01,105,Arrivals,"China, People's Republic of",Residence,Non-New Zealand
2005-09-01,142,Arrivals,"China, People's Republic of",Student,Non-New Zealand
2005-09-01,371,Arrivals,"China, People's Republic of",TOTAL,Non-New Zealand
2005-09-01,95,Arrivals,"China, People's Republic of",Visitor,Non-New Zealand
2005-09-01,22,Arrivals,"China, People's Republic of",Work,Non-New Zealand
2005-10-01,1,Arrivals,"China, People's Republic of",New Zealand and Australian citizens,Non-New Zealand
2005-10-01,16,Arrivals,"China, People's Republic of",Other,Non-New Zealand
2005-10-01,88,Arrivals,"China, People's Republic of",Residence,Non-New Zealand
2005-10-01,102,Arrivals,"China, People's Republic of",Student,Non-New Zealand
2005-10-01,297,Arrivals,"China, People's Republic of",TOTAL,Non-New Zealand
2005-10-01,72,Arrivals,"China, People's Republic of",Visitor,Non-New Zealand
2005-10-01,18,Arrivals,"China, People's Republic of",Work,Non-New Zealand
2005-11-01,0,Arrivals,"China, People's Republic of",New Zealand and Australian citizens,Non-New Zealand
2005-11-01,7,Arrivals,"China, People's Republic of",Other,Non-New Zealand
2005-11-01,94,Arrivals,"China, People's Republic of",Residence,Non-New Zealand
2005-11-01,109,Arrivals,"China, People's Republic of",Student,Non-New Zealand
2005-11-01,302,Arrivals,"China, People's Republic of",TOTAL,Non-New Zealand
2005-11-01,72,Arrivals,"China, People's Republic of",Visitor,Non-New Zealand
2005-11-01,20,Arrivals,"China, People's Republic of",Work,Non-New Zealand
2005-12-01,0,Arrivals,"China, People's Republic of",New Zealand and Australian citizens,Non-New Zealand
2005-12-01,7,Arrivals,"China, People's Republic of",Other,Non-New Zealand
2005-12-01,75,Arrivals,"China, People's Republic of",Residence,Non-New Zealand
2005-12-01,47,Arrivals,"China, People's Republic of",Student,Non-New Zealand
2005-12-01,241,Arrivals,"China, People's Republic of",TOTAL,Non-New Zealand
2005-12-01,84,Arrivals,"China, People's Republic of",Visitor,Non-New Zealand
2005-12-01,28,Arrivals,"China, People's Republic of",Work,Non-New Zealand
2006-01-01,4,Arrivals,"China, People's Republic of",New Zealand and Australian citizens,Non-New Zealand
2006-01-01,9,Arrivals,"China, People's Republic of",Other,Non-New Zealand
2006-01-01,96,Arrivals,"China, People's Republic of",Residence,Non-New Zealand
2006-01-01,132,Arrivals,"China, People's Republic of",Student,Non-New Zealand
2006-01-01,342,Arrivals,"China, People's Republic of",TOTAL,Non-New Zealand
2006-01-01,83,Arrivals,"China, People's Republic of",Visitor,Non-New Zealand
2006-01-01,18,Arrivals,"China, People's Republic of",Work,Non-New Zealand
2006-02-01,1,Arrivals,"China, People's Republic of",New Zealand and Australian citizens,Non-New Zealand
2006-02-01,8,Arrivals,"China, People's Republic of",Other,Non-New Zealand
2006-02-01,162,Arrivals,"China, People's Republic of",Residence,Non-New Zealand
2006-02-01,341,Arrivals,"China, People's Republic of",Student,Non-New Zealand
2006-02-01,622,Arrivals,"China, People's Republic of",TOTAL,Non-New Zealand
2006-02-01,80,Arrivals,"China, People's Republic of",Visitor,Non-New Zealand
2006-02-01,30,Arrivals,"China, People's Republic of",Work,Non-New Zealand
2006-03-01,0,Arrivals,"China, People's Republic of",New Zealand and Australian citizens,Non-New Zealand
2006-03-01,8,Arrivals,"China, People's Republic of",Other,Non-New Zealand
2006-03-01,150,Arrivals,"China, People's Republic of",Residence,Non-New Zealand
2006-03-01,124,Arrivals,"China, People's Republic of",Student,Non-New Zealand
2006-03-01,411,Arrivals,"China, People's Republic of",TOTAL,Non-New Zealand
2006-03-01,90,Arrivals,"China, People's Republic of",Visitor,Non-New Zealand
2006-03-01,39,Arrivals,"China, People's Republic of",Work,Non-New Zealand
2006-04-01,1,Arrivals,"China, People's Republic of",New Zealand and Australian citizens,Non-New Zealand
2006-04-01,10,Arrivals,"China, People's Republic of",Other,Non-New Zealand
2006-04-01,116,Arrivals,"China, People's Republic of",Residence,Non-New Zealand
2006-04-01,93,Arrivals,"China, People's Republic of",Student,Non-New Zealand
2006-04-01,315,Arrivals,"China, People's Republic of",TOTAL,Non-New Zealand
2006-04-01,68,Arrivals,"China, People's Republic of",Visitor,Non-New Zealand
2006-04-01,27,Arrivals,"China, People's Republic of",Work,Non-New Zealand
2006-05-01,0,Arrivals,"China, People's Republic of",New Zealand and Australian citizens,Non-New Zealand
2006-05-01,5,Arrivals,"China, People's Republic of",Other,Non-New Zealand
2006-05-01,94,Arrivals,"China, People's Republic of",Residence,Non-New Zealand
2006-05-01,79,Arrivals,"China, People's Republic of",Student,Non-New Zealand
2006-05-01,262,Arrivals,"China, People's Republic of",TOTAL,Non-New Zealand
2006-05-01,63,Arrivals,"China, People's Republic of",Visitor,Non-New Zealand
2006-05-01,21,Arrivals,"China, People's Republic of",Work,Non-New Zealand
2006-06-01,1,Arrivals,"China, People's Republic of",New Zealand and Australian citizens,Non-New Zealand
2006-06-01,6,Arrivals,"China, People's Republic of",Other,Non-New Zealand
2006-06-01,131,Arrivals,"China, People's Republic of",Residence,Non-New Zealand
2006-06-01,130,Arrivals,"China, People's Republic of",Student,Non-New Zealand
2006-06-01,371,Arrivals,"China, People's Republic of",TOTAL,Non-New Zealand
2006-06-01,82,Arrivals,"China, People's Republic of",Visitor,Non-New Zealand
2006-06-01,21,Arrivals,"China, People's Republic of",Work,Non-New Zealand
2006-07-01,3,Arrivals,"China, People's Republic of",New Zealand and Australian citizens,Non-New Zealand
2006-07-01,9,Arrivals,"China, People's Republic of",Other,Non-New Zealand
2006-07-01,130,Arrivals,"China, People's Republic of",Residence,Non-New Zealand
2006-07-01,292,Arrivals,"China, People's Republic of",Student,Non-New Zealand
2006-07-01,557,Arrivals,"China, People's Republic of",TOTAL,Non-New Zealand
2006-07-01,98,Arrivals,"China, People's Republic of",Visitor,Non-New Zealand
2006-07-01,25,Arrivals,"China, People's Republic of",Work,Non-New Zealand
2006-08-01,1,Arrivals,"China, People's Republic of",New Zealand and Australian citizens,Non-New Zealand
2006-08-01,12,Arrivals,"China, People's Republic of",Other,Non-New Zealand
2006-08-01,98,Arrivals,"China, People's Republic of",Residence,Non-New Zealand
2006-08-01,126,Arrivals,"China, People's Republic of",Student,Non-New Zealand
2006-08-01,380,Arrivals,"China, People's Republic of",TOTAL,Non-New Zealand
2006-08-01,108,Arrivals,"China, People's Republic of",Visitor,Non-New Zealand
2006-08-01,35,Arrivals,"China, People's Republic of",Work,Non-New Zealand
2006-09-01,0,Arrivals,"China, People's Republic of",New Zealand and Australian citizens,Non-New Zealand
2006-09-01,4,Arrivals,"China, People's Republic of",Other,Non-New Zealand
2006-09-01,124,Arrivals,"China, People's Republic of",Residence,Non-New Zealand
2006-09-01,196,Arrivals,"China, People's Republic of",Student,Non-New Zealand
2006-09-01,450,Arrivals,"China, People's Republic of",TOTAL,Non-New Zealand
2006-09-01,87,Arrivals,"China, People's Republic of",Visitor,Non-New Zealand
2006-09-01,39,Arrivals,"China, People's Republic of",Work,Non-New Zealand
2006-10-01,1,Arrivals,"China, People's Republic of",New Zealand and Australian citizens,Non-New Zealand
2006-10-01,11,Arrivals,"China, People's Republic of",Other,Non-New Zealand
2006-10-01,79,Arrivals,"China, People's Republic of",Residence,Non-New Zealand
2006-10-01,151,Arrivals,"China, People's Republic of",Student,Non-New Zealand
2006-10-01,364,Arrivals,"China, People's Republic of",TOTAL,Non-New Zealand
2006-10-01,87,Arrivals,"China, People's Republic of",Visitor,Non-New Zealand
2006-10-01,35,Arrivals,"China, People's Republic of",Work,Non-New Zealand
2006-11-01,0,Arrivals,"China, People's Republic of",New Zealand and Australian citizens,Non-New Zealand
2006-11-01,11,Arrivals,"China, People's Republic of",Other,Non-New Zealand
2006-11-01,119,Arrivals,"China, People's Republic of",Residence,Non-New Zealand
2006-11-01,161,Arrivals,"China, People's Republic of",Student,Non-New Zealand
2006-11-01,424,Arrivals,"China, People's Republic of",TOTAL,Non-New Zealand
2006-11-01,101,Arrivals,"China, People's Republic of",Visitor,Non-New Zealand
2006-11-01,32,Arrivals,"China, People's Republic of",Work,Non-New Zealand
2006-12-01,0,Arrivals,"China, People's Republic of",New Zealand and Australian citizens,Non-New Zealand
2006-12-01,13,Arrivals,"China, People's Republic of",Other,Non-New Zealand
2006-12-01,84,Arrivals,"China, People's Republic of",Residence,Non-New Zealand
2006-12-01,74,Arrivals,"China, People's Republic of",Student,Non-New Zealand
2006-12-01,279,Arrivals,"China, People's Republic of",TOTAL,Non-New Zealand
2006-12-01,92,Arrivals,"China, People's Republic of",Visitor,Non-New Zealand
2006-12-01,16,Arrivals,"China, People's Republic of",Work,Non-New Zealand
2007-01-01,2,Arrivals,"China, People's Republic of",New Zealand and Australian citizens,Non-New Zealand
2007-01-01,7,Arrivals,"China, People's Republic of",Other,Non-New Zealand
2007-01-01,91,Arrivals,"China, People's Republic of",Residence,Non-New Zealand
2007-01-01,229,Arrivals,"China, People's Republic of",Student,Non-New Zealand
2007-01-01,451,Arrivals,"China, People's Republic of",TOTAL,Non-New Zealand
2007-01-01,83,Arrivals,"China, People's Republic of",Visitor,Non-New Zealand
2007-01-01,39,Arrivals,"China, People's Republic of",Work,Non-New Zealand
2007-02-01,5,Arrivals,"China, People's Republic of",New Zealand and Australian citizens,Non-New Zealand
2007-02-01,13,Arrivals,"China, People's Republic of",Other,Non-New Zealand
2007-02-01,63,Arrivals,"China, People's Republic of",Residence,Non-New Zealand
2007-02-01,301,Arrivals,"China, People's Republic of",Student,Non-New Zealand
2007-02-01,489,Arrivals,"China, People's Republic of",TOTAL,Non-New Zealand
2007-02-01,65,Arrivals,"China, People's Republic of",Visitor,Non-New Zealand
2007-02-01,42,Arrivals,"China, People's Republic of",Work,Non-New Zealand
2007-03-01,0,Arrivals,"China, People's Republic of",New Zealand and Australian citizens,Non-New Zealand
2007-03-01,7,Arrivals,"China, People's Republic of",Other,Non-New Zealand
2007-03-01,91,Arrivals,"China, People's Republic of",Residence,Non-New Zealand
2007-03-01,151,Arrivals,"China, People's Republic of",Student,Non-New Zealand
2007-03-01,394,Arrivals,"China, People's Republic of",TOTAL,Non-New Zealand
2007-03-01,101,Arrivals,"China, People's Republic of",Visitor,Non-New Zealand
2007-03-01,44,Arrivals,"China, People's Republic of",Work,Non-New Zealand
2007-04-01,6,Arrivals,"China, People's Republic of",New Zealand and Australian citizens,Non-New Zealand
2007-04-01,8,Arrivals,"China, People's Republic of",Other,Non-New Zealand
2007-04-01,80,Arrivals,"China, People's Republic of",Residence,Non-New Zealand
2007-04-01,112,Arrivals,"China, People's Republic of",Student,Non-New Zealand
2007-04-01,311,Arrivals,"China, People's Republic of",TOTAL,Non-New Zealand
2007-04-01,78,Arrivals,"China, People's Republic of",Visitor,Non-New Zealand
2007-04-01,27,Arrivals,"China, People's Republic of",Work,Non-New Zealand
2007-05-01,2,Arrivals,"China, People's Republic of",New Zealand and Australian citizens,Non-New Zealand
2007-05-01,8,Arrivals,"China, People's Republic of",Other,Non-New Zealand
2007-05-01,56,Arrivals,"China, People's Republic of",Residence,Non-New Zealand
2007-05-01,84,Arrivals,"China, People's Republic of",Student,Non-New Zealand
2007-05-01,246,Arrivals,"China, People's Republic of",TOTAL,Non-New Zealand
2007-05-01,68,Arrivals,"China, People's Republic of",Visitor,Non-New Zealand
2007-05-01,28,Arrivals,"China, People's Republic of",Work,Non-New Zealand
2007-06-01,1,Arrivals,"China, People's Republic of",New Zealand and Australian citizens,Non-New Zealand
2007-06-01,1,Arrivals,"China, People's Republic of",Other,Non-New Zealand
2007-06-01,99,Arrivals,"China, People's Republic of",Residence,Non-New Zealand
2007-06-01,142,Arrivals,"China, People's Republic of",Student,Non-New Zealand
2007-06-01,385,Arrivals,"China, People's Republic of",TOTAL,Non-New Zealand
2007-06-01,87,Arrivals,"China, People's Republic of",Visitor,Non-New Zealand
2007-06-01,55,Arrivals,"China, People's Republic of",Work,Non-New Zealand
2007-07-01,0,Arrivals,"China, People's Republic of",New Zealand and Australian citizens,Non-New Zealand
2007-07-01,5,Arrivals,"China, People's Republic of",Other,Non-New Zealand
2007-07-01,74,Arrivals,"China, People's Republic of",Residence,Non-New Zealand
2007-07-01,323,Arrivals,"China, People's Republic of",Student,Non-New Zealand
2007-07-01,503,Arrivals,"China, People's Republic of",TOTAL,Non-New Zealand
2007-07-01,76,Arrivals,"China, People's Republic of",Visitor,Non-New Zealand
2007-07-01,25,Arrivals,"China, People's Republic of",Work,Non-New Zealand
2007-08-01,2,Arrivals,"China, People's Republic of",New Zealand and Australian citizens,Non-New Zealand
2007-08-01,4,Arrivals,"China, People's Republic of",Other,Non-New Zealand
2007-08-01,83,Arrivals,"China, People's Republic of",Residence,Non-New Zealand
2007-08-01,223,Arrivals,"China, People's Republic of",Student,Non-New Zealand
2007-08-01,476,Arrivals,"China, People's Republic of",TOTAL,Non-New Zealand
2007-08-01,120,Arrivals,"China, People's Republic of",Visitor,Non-New Zealand
2007-08-01,44,Arrivals,"China, People's Republic of",Work,Non-New Zealand
2007-09-01,0,Arrivals,"China, People's Republic of",New Zealand and Australian citizens,Non-New Zealand
2007-09-01,18,Arrivals,"China, People's Republic of",Other,Non-New Zealand
2007-09-01,102,Arrivals,"China, People's Republic of",Residence,Non-New Zealand
2007-09-01,238,Arrivals,"China, People's Republic of",Student,Non-New Zealand
2007-09-01,486,Arrivals,"China, People's Republic of",TOTAL,Non-New Zealand
2007-09-01,88,Arrivals,"China, People's Republic of",Visitor,Non-New Zealand
2007-09-01,40,Arrivals,"China, People's Republic of",Work,Non-New Zealand
2007-10-01,2,Arrivals,"China, People's Republic of",New Zealand and Australian citizens,Non-New Zealand
2007-10-01,4,Arrivals,"China, People's Republic of",Other,Non-New Zealand
2007-10-01,118,Arrivals,"China, People's Republic of",Residence,Non-New Zealand
2007-10-01,228,Arrivals,"China, People's Republic of",Student,Non-New Zealand
2007-10-01,446,Arrivals,"China, People's Republic of",TOTAL,Non-New Zealand
2007-10-01,61,Arrivals,"China, People's Republic of",Visitor,Non-New Zealand
2007-10-01,33,Arrivals,"China, People's Republic of",Work,Non-New Zealand
2007-11-01,4,Arrivals,"China, People's Republic of",New Zealand and Australian citizens,Non-New Zealand
2007-11-01,9,Arrivals,"China, People's Republic of",Other,Non-New Zealand
2007-11-01,87,Arrivals,"China, People's Republic of",Residence,Non-New Zealand
2007-11-01,198,Arrivals,"China, People's Republic of",Student,Non-New Zealand
2007-11-01,411,Arrivals,"China, People's Republic of",TOTAL,Non-New Zealand
2007-11-01,71,Arrivals,"China, People's Republic of",Visitor,Non-New Zealand
2007-11-01,42,Arrivals,"China, People's Republic of",Work,Non-New Zealand
2007-12-01,0,Arrivals,"China, People's Republic of",New Zealand and Australian citizens,Non-New Zealand
2007-12-01,4,Arrivals,"China, People's Republic of",Other,Non-New Zealand
2007-12-01,91,Arrivals,"China, People's Republic of",Residence,Non-New Zealand
2007-12-01,114,Arrivals,"China, People's Republic of",Student,Non-New Zealand
2007-12-01,344,Arrivals,"China, People's Republic of",TOTAL,Non-New Zealand
2007-12-01,89,Arrivals,"China, People's Republic of",Visitor,Non-New Zealand
2007-12-01,46,Arrivals,"China, People's Republic of",Work,Non-New Zealand
2008-01-01,0,Arrivals,"China, People's Republic of",New Zealand and Australian citizens,Non-New Zealand
2008-01-01,8,Arrivals,"China, People's Republic of",Other,Non-New Zealand
2008-01-01,71,Arrivals,"China, People's Republic of",Residence,Non-New Zealand
2008-01-01,284,Arrivals,"China, People's Republic of",Student,Non-New Zealand
2008-01-01,461,Arrivals,"China, People's Republic of",TOTAL,Non-New Zealand
2008-01-01,69,Arrivals,"China, People's Republic of",Visitor,Non-New Zealand
2008-01-01,29,Arrivals,"China, People's Republic of",Work,Non-New Zealand
2008-02-01,2,Arrivals,"China, People's Republic of",New Zealand and Australian citizens,Non-New Zealand
2008-02-01,12,Arrivals,"China, People's Republic of",Other,Non-New Zealand
2008-02-01,82,Arrivals,"China, People's Republic of",Residence,Non-New Zealand
2008-02-01,449,Arrivals,"China, People's Republic of",Student,Non-New Zealand
2008-02-01,675,Arrivals,"China, People's Republic of",TOTAL,Non-New Zealand
2008-02-01,85,Arrivals,"China, People's Republic of",Visitor,Non-New Zealand
2008-02-01,45,Arrivals,"China, People's Republic of",Work,Non-New Zealand
2008-03-01,1,Arrivals,"China, People's Republic of",New Zealand and Australian citizens,Non-New Zealand
2008-03-01,14,Arrivals,"China, People's Republic of",Other,Non-New Zealand
2008-03-01,108,Arrivals,"China, People's Republic of",Residence,Non-New Zealand
2008-03-01,230,Arrivals,"China, People's Republic of",Student,Non-New Zealand
2008-03-01,514,Arrivals,"China, People's Republic of",TOTAL,Non-New Zealand
2008-03-01,117,Arrivals,"China, People's Republic of",Visitor,Non-New Zealand
2008-03-01,44,Arrivals,"China, People's Republic of",Work,Non-New Zealand
2008-04-01,1,Arrivals,"China, People's Republic of",New Zealand and Australian citizens,Non-New Zealand
2008-04-01,11,Arrivals,"China, People's Republic of",Other,Non-New Zealand
2008-04-01,81,Arrivals,"China, People's Republic of",Residence,Non-New Zealand
2008-04-01,156,Arrivals,"China, People's Republic of",Student,Non-New Zealand
2008-04-01,366,Arrivals,"China, People's Republic of",TOTAL,Non-New Zealand
2008-04-01,78,Arrivals,"China, People's Republic of",Visitor,Non-New Zealand
2008-04-01,39,Arrivals,"China, People's Republic of",Work,Non-New Zealand
2008-05-01,1,Arrivals,"China, People's Republic of",New Zealand and Australian citizens,Non-New Zealand
2008-05-01,6,Arrivals,"China, People's Republic of",Other,Non-New Zealand
2008-05-01,84,Arrivals,"China, People's Republic of",Residence,Non-New Zealand
2008-05-01,160,Arrivals,"China, People's Republic of",Student,Non-New Zealand
2008-05-01,377,Arrivals,"China, People's Republic of",TOTAL,Non-New Zealand
2008-05-01,83,Arrivals,"China, People's Republic of",Visitor,Non-New Zealand
2008-05-01,43,Arrivals,"China, People's Republic of",Work,Non-New Zealand
2008-06-01,4,Arrivals,"China, People's Republic of",New Zealand and Australian citizens,Non-New Zealand
2008-06-01,18,Arrivals,"China, People's Republic of",Other,Non-New Zealand
2008-06-01,101,Arrivals,"China, People's Republic of",Residence,Non-New Zealand
2008-06-01,173,Arrivals,"China, People's Republic of",Student,Non-New Zealand
2008-06-01,426,Arrivals,"China, People's Republic of",TOTAL,Non-New Zealand
2008-06-01,89,Arrivals,"China, People's Republic of",Visitor,Non-New Zealand
2008-06-01,41,Arrivals,"China, People's Republic of",Work,Non-New Zealand
2008-07-01,1,Arrivals,"China, People's Republic of",New Zealand and Australian citizens,Non-New Zealand
2008-07-01,21,Arrivals,"China, People's Republic of",Other,Non-New Zealand
2008-07-01,100,Arrivals,"China, People's Republic of",Residence,Non-New Zealand
2008-07-01,573,Arrivals,"China, People's Republic of",Student,Non-New Zealand
2008-07-01,842,Arrivals,"China, People's Republic of",TOTAL,Non-New Zealand
2008-07-01,116,Arrivals,"China, People's Republic of",Visitor,Non-New Zealand
2008-07-01,31,Arrivals,"China, People's Republic of",Work,Non-New Zealand
2008-08-01,0,Arrivals,"China, People's Republic of",New Zealand and Australian citizens,Non-New Zealand
2008-08-01,17,Arrivals,"China, People's Republic of",Other,Non-New Zealand
2008-08-01,124,Arrivals,"China, People's Republic of",Residence,Non-New Zealand
2008-08-01,293,Arrivals,"China, People's Republic of",Student,Non-New Zealand
2008-08-01,608,Arrivals,"China, People's Republic of",TOTAL,Non-New Zealand
2008-08-01,111,Arrivals,"China, People's Republic of",Visitor,Non-New Zealand
2008-08-01,63,Arrivals,"China, People's Republic of",Work,Non-New Zealand
2008-09-01,1,Arrivals,"China, People's Republic of",New Zealand and Australian citizens,Non-New Zealand
2008-09-01,15,Arrivals,"China, People's Republic of",Other,Non-New Zealand
2008-09-01,102,Arrivals,"China, People's Republic of",Residence,Non-New Zealand
2008-09-01,228,Arrivals,"China, People's Republic of",Student,Non-New Zealand
2008-09-01,469,Arrivals,"China, People's Republic of",TOTAL,Non-New Zealand
2008-09-01,87,Arrivals,"China, People's Republic of",Visitor,Non-New Zealand
2008-09-01,36,Arrivals,"China, People's Republic of",Work,Non-New Zealand
2008-10-01,3,Arrivals,"China, People's Republic of",New Zealand and Australian citizens,Non-New Zealand
2008-10-01,13,Arrivals,"China, People's Republic of",Other,Non-New Zealand
2008-10-01,102,Arrivals,"China, People's Republic of",Residence,Non-New Zealand
2008-10-01,282,Arrivals,"China, People's Republic of",Student,Non-New Zealand
2008-10-01,525,Arrivals,"China, People's Republic of",TOTAL,Non-New Zealand
2008-10-01,91,Arrivals,"China, People's Republic of",Visitor,Non-New Zealand
2008-10-01,34,Arrivals,"China, People's Republic of",Work,Non-New Zealand
2008-11-01,1,Arrivals,"China, People's Republic of",New Zealand and Australian citizens,Non-New Zealand
2008-11-01,11,Arrivals,"China, People's Republic of",Other,Non-New Zealand
2008-11-01,99,Arrivals,"China, People's Republic of",Residence,Non-New Zealand
2008-11-01,191,Arrivals,"China, People's Republic of",Student,Non-New Zealand
2008-11-01,447,Arrivals,"China, People's Republic of",TOTAL,Non-New Zealand
2008-11-01,100,Arrivals,"China, People's Republic of",Visitor,Non-New Zealand
2008-11-01,45,Arrivals,"China, People's Republic of",Work,Non-New Zealand
2008-12-01,2,Arrivals,"China, People's Republic of",New Zealand and Australian citizens,Non-New Zealand
2008-12-01,16,Arrivals,"China, People's Republic of",Other,Non-New Zealand
2008-12-01,73,Arrivals,"China, People's Republic of",Residence,Non-New Zealand
2008-12-01,90,Arrivals,"China, People's Republic of",Student,Non-New Zealand
2008-12-01,300,Arrivals,"China, People's Republic of",TOTAL,Non-New Zealand
2008-12-01,67,Arrivals,"China, People's Republic of",Visitor,Non-New Zealand
2008-12-01,52,Arrivals,"China, People's Republic of",Work,Non-New Zealand
2009-01-01,0,Arrivals,"China, People's Republic of",New Zealand and Australian citizens,Non-New Zealand
2009-01-01,12,Arrivals,"China, People's Republic of",Other,Non-New Zealand
2009-01-01,97,Arrivals,"China, People's Republic of",Residence,Non-New Zealand
2009-01-01,214,Arrivals,"China, People's Republic of",Student,Non-New Zealand
2009-01-01,455,Arrivals,"China, People's Republic of",TOTAL,Non-New Zealand
2009-01-01,74,Arrivals,"China, People's Republic of",Visitor,Non-New Zealand
2009-01-01,58,Arrivals,"China, People's Republic of",Work,Non-New Zealand
2009-02-01,1,Arrivals,"China, People's Republic of",New Zealand and Australian citizens,Non-New Zealand
2009-02-01,22,Arrivals,"China, People's Republic of",Other,Non-New Zealand
2009-02-01,101,Arrivals,"China, People's Republic of",Residence,Non-New Zealand
2009-02-01,523,Arrivals,"China, People's Republic of",Student,Non-New Zealand
2009-02-01,831,Arrivals,"China, People's Republic of",TOTAL,Non-New Zealand
2009-02-01,108,Arrivals,"China, People's Republic of",Visitor,Non-New Zealand
2009-02-01,76,Arrivals,"China, People's Republic of",Work,Non-New Zealand
2009-03-01,1,Arrivals,"China, People's Republic of",New Zealand and Australian citizens,Non-New Zealand
2009-03-01,17,Arrivals,"China, People's Republic of",Other,Non-New Zealand
2009-03-01,98,Arrivals,"China, People's Republic of",Residence,Non-New Zealand
2009-03-01,221,Arrivals,"China, People's Republic of",Student,Non-New Zealand
2009-03-01,551,Arrivals,"China, People's Republic of",TOTAL,Non-New Zealand
2009-03-01,104,Arrivals,"China, People's Republic of",Visitor,Non-New Zealand
2009-03-01,110,Arrivals,"China, People's Republic of",Work,Non-New Zealand
2009-04-01,1,Arrivals,"China, People's Republic of",New Zealand and Australian citizens,Non-New Zealand
2009-04-01,9,Arrivals,"China, People's Republic of",Other,Non-New Zealand
2009-04-01,76,Arrivals,"China, People's Republic of",Residence,Non-New Zealand
2009-04-01,179,Arrivals,"China, People's Republic of",Student,Non-New Zealand
2009-04-01,419,Arrivals,"China, People's Republic of",TOTAL,Non-New Zealand
2009-04-01,74,Arrivals,"China, People's Republic of",Visitor,Non-New Zealand
2009-04-01,80,Arrivals,"China, People's Republic of",Work,Non-New Zealand
2009-05-01,0,Arrivals,"China, People's Republic of",New Zealand and Australian citizens,Non-New Zealand
2009-05-01,7,Arrivals,"China, People's Republic of",Other,Non-New Zealand
2009-05-01,64,Arrivals,"China, People's Republic of",Residence,Non-New Zealand
2009-05-01,143,Arrivals,"China, People's Republic of",Student,Non-New Zealand
2009-05-01,425,Arrivals,"China, People's Republic of",TOTAL,Non-New Zealand
