STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,YEAR_POPES_SUB_001,Year,AREA_POPES_SUB_001,Area,MEASURE_POPES_SUB_001,Measure,OBS_VALUE,Observation value
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2021,2021,06900,Central Otago district,NATINC,Natural increase,50,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2021,2021,07100,Dunedin city,NATINC,Natural increase,260,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2022,2022,00200,Whangarei district,NETMIG,Net migration,590,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2022,2022,07600,Auckland,NETMIG,Net migration,-21500,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2022,2022,07602,Hibiscus and Bays local board area,NETMIG,Net migration,-250,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2022,2022,07603,Upper Harbour local board area,NATINC,Natural increase,470,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2022,2022,07609,Waiheke local board area,POP,Population,9300,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2022,2022,07611,Whau local board area,POP,Population,83100,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2022,2022,07613,Puketāpapa local board area,NETINTERNAL,Net internal migration,-760,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2022,2022,07615,Maungakiekie-Tāmaki local board area,NETINTERNATIONAL,Net international migration,-220,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2022,2022,07615,Maungakiekie-Tāmaki local board area,NETINTERNAL,Net internal migration,-820,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2022,2022,07617,Māngere-Ōtāhuhu local board area,NETINTERNATIONAL,Net international migration,250,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2022,2022,07620,Papakura local board area,NATINC,Natural increase,970,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2022,2022,01600,Hamilton city,POP,Population,177300,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2022,2022,01800,Ōtorohanga district,POP,Population,10500,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2022,2022,02000,Waitomo district,NETINTERNAL,Net internal migration,-30,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2022,2022,02200,Western Bay of Plenty district,NETINTERNATIONAL,Net international migration,-320,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2022,2022,02200,Western Bay of Plenty district,NETINTERNAL,Net internal migration,680,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2022,2022,02400,Rotorua district,NETINTERNATIONAL,Net international migration,-10,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2022,2022,02500,Whakatane district,NATINC,Natural increase,160,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2022,2022,02800,Gisborne district,NETMIG,Net migration,-240,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2022,2022,04300,Kapiti Coast district,NETMIG,Net migration,-10,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2022,2022,04500,Upper Hutt city,NETMIG,Net migration,-140,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2022,2022,04700,Wellington city,NETMIG,Net migration,-3900,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2022,2022,05400,Kaikoura district,POP,Population,4160,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2022,2022,05600,Grey district,POP,Population,14300,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2022,2022,05800,Hurunui district,NETINTERNAL,Net internal migration,150,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2022,2022,06200,Selwyn district,NATINC,Natural increase,710,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2022,2022,06000,Christchurch city,NETINTERNATIONAL,Net international migration,-1200,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2022,2022,06000,Christchurch city,NETINTERNAL,Net internal migration,1200,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2022,2022,06400,Timaru district,NATINC,Natural increase,-70,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2022,2022,06600,Waimate district,NATINC,Natural increase,0,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2022,2022,07200,Clutha district,POP,Population,18350,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2022,2022,07400,Gore district,POP,Population,12850,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2022,2022,99900,Area outside territorial authority,NETINTERNAL,Net internal migration,0,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2023,2023,00100,Far North district,NETMIG,Net migration,520,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2023,2023,07606,Henderson-Massey local board area,POP,Population,132600,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2023,2023,07610,Waitematā local board area,NETINTERNAL,Net internal migration,-3100,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2023,2023,07612,Albert-Eden local board area,NETMIG,Net migration,2300,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2023,2023,07612,Albert-Eden local board area,NETINTERNATIONAL,Net international migration,3200,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2023,2023,07612,Albert-Eden local board area,NETINTERNAL,Net internal migration,-910,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2023,2023,07613,Puketāpapa local board area,NATINC,Natural increase,260,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2023,2023,07614,Ōrākei local board area,NETINTERNATIONAL,Net international migration,1300,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2023,2023,07615,Maungakiekie-Tāmaki local board area,NATINC,Natural increase,660,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2023,2023,07621,Franklin local board area,POP,Population,87900,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2023,2023,01200,Hauraki district,POP,Population,21800,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2023,2023,01500,Matamata-Piako district,POP,Population,38300,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2023,2023,01700,Waipa district,NETINTERNAL,Net internal migration,640,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2023,2023,01900,South Waikato district,NETINTERNATIONAL,Net international migration,290,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2023,2023,01900,South Waikato district,NETINTERNAL,Net internal migration,-190,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2023,2023,02000,Waitomo district,NATINC,Natural increase,60,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2023,2023,02100,Taupo district,NETINTERNATIONAL,Net international migration,710,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2023,2023,02200,Western Bay of Plenty district,NATINC,Natural increase,130,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2023,2023,04000,Palmerston North city,NETMIG,Net migration,630,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2023,2023,05100,Tasman district,POP,Population,59100,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2023,2023,05500,Buller district,NETMIG,Net migration,160,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2023,2023,05800,Hurunui district,NATINC,Natural increase,70,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2023,2023,06000,Christchurch city,NATINC,Natural increase,910,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2023,2023,06700,Chatham Islands territory,POP,Population,600,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2023,2023,07100,Dunedin city,NETMIG,Net migration,1000,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2023,2023,07100,Dunedin city,NETINTERNAL,Net internal migration,-520,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2023,2023,07300,Southland district,NETMIG,Net migration,810,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2023,2023,07300,Southland district,NETINTERNATIONAL,Net international migration,1000,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2023,2023,99900,Area outside territorial authority,NATINC,Natural increase,0,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2024,2024,07603,Upper Harbour local board area,POP,Population,83700,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2024,2024,07607,Waitākere Ranges local board area,NETMIG,Net migration,220,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2024,2024,07607,Waitākere Ranges local board area,NETINTERNAL,Net internal migration,-40,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2024,2024,07609,Waiheke local board area,NETMIG,Net migration,10,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2024,2024,07609,Waiheke local board area,NETINTERNATIONAL,Net international migration,100,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2024,2024,07610,Waitematā local board area,NATINC,Natural increase,350,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2024,2024,07618,Ōtara-Papatoetoe local board area,POP,Population,97400,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2024,2024,07620,Papakura local board area,POP,Population,82000,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2024,2024,01100,Thames-Coromandel district,NETINTERNAL,Net internal migration,-10,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2024,2024,01300,Waikato district,NETINTERNATIONAL,Net international migration,220,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2024,2024,01300,Waikato district,NETINTERNAL,Net internal migration,820,
DATAFLOW,STATSNZ:POPES_SUB_001(1.0),"Subnational population component changes and median age (RC, TALB), at 30 June 2018-25 (2025 boundaries)",I,2024,2024,01500,Matamata-Piako district,NATINC,Natural increase,110,
