"Financial Year","Decision Type","Nationality","Occupation Skill Level","Count"
"2025/26 PARTIAL (Jul-May)","Approved","Ghana","Skill level 2",0
"2025/26 PARTIAL (Jul-May)","Approved","Ghana","Skill level 3",9
"2025/26 PARTIAL (Jul-May)","Approved","Ghana","Skill level 4",9
"2025/26 PARTIAL (Jul-May)","Approved","Ghana","Skill level 5",3
"2025/26 PARTIAL (Jul-May)","Approved","Greece","(not recorded)",12
"2025/26 PARTIAL (Jul-May)","Approved","Greece","Skill level 1",9
"2025/26 PARTIAL (Jul-May)","Approved","Greece","Skill level 2",3
"2025/26 PARTIAL (Jul-May)","Approved","Greece","Skill level 3",0
"2025/26 PARTIAL (Jul-May)","Approved","Greece","Skill level 5",9
"2025/26 PARTIAL (Jul-May)","Approved","Grenada","(not recorded)",3
"2025/26 PARTIAL (Jul-May)","Approved","Guatemala","(not recorded)",6
"2025/26 PARTIAL (Jul-May)","Approved","Guatemala","Skill level 5",0
"2025/26 PARTIAL (Jul-May)","Approved","Guinea","(not recorded)",3
"2025/26 PARTIAL (Jul-May)","Approved","Guyana","(not recorded)",0
"2025/26 PARTIAL (Jul-May)","Approved","Haiti","(not recorded)",3
"2025/26 PARTIAL (Jul-May)","Approved","Honduras","(not recorded)",3
"2025/26 PARTIAL (Jul-May)","Approved","Honduras","Skill level 1",3
"2025/26 PARTIAL (Jul-May)","Approved","Honduras","Skill level 3",0
"2025/26 PARTIAL (Jul-May)","Approved","Honduras","Skill level 4",3
"2025/26 PARTIAL (Jul-May)","Approved","Hong Kong","(not recorded)",354
"2025/26 PARTIAL (Jul-May)","Approved","Hong Kong","Skill level 1",24
"2025/26 PARTIAL (Jul-May)","Approved","Hong Kong","Skill level 2",12
"2025/26 PARTIAL (Jul-May)","Approved","Hong Kong","Skill level 3",9
"2025/26 PARTIAL (Jul-May)","Approved","Hong Kong","Skill level 4",6
"2025/26 PARTIAL (Jul-May)","Approved","Hong Kong","Skill level 5",3
"2025/26 PARTIAL (Jul-May)","Approved","Hungary","(not recorded)",150
"2025/26 PARTIAL (Jul-May)","Approved","Hungary","Skill level 1",18
"2025/26 PARTIAL (Jul-May)","Approved","Hungary","Skill level 2",12
"2025/26 PARTIAL (Jul-May)","Approved","Hungary","Skill level 3",12
"2025/26 PARTIAL (Jul-May)","Approved","Hungary","Skill level 4",6
"2025/26 PARTIAL (Jul-May)","Approved","Hungary","Skill level 5",6
"2025/26 PARTIAL (Jul-May)","Approved","Iceland","Skill level 1",3
"2025/26 PARTIAL (Jul-May)","Approved","India","(not recorded)",17055
"2025/26 PARTIAL (Jul-May)","Approved","India","Skill level 1",1737
"2025/26 PARTIAL (Jul-May)","Approved","India","Skill level 2",3081
"2025/26 PARTIAL (Jul-May)","Approved","India","Skill level 3",2952
"2025/26 PARTIAL (Jul-May)","Approved","India","Skill level 4",2763
"2025/26 PARTIAL (Jul-May)","Approved","India","Skill level 5",1533
"2025/26 PARTIAL (Jul-May)","Approved","Indonesia","(not recorded)",1110
"2025/26 PARTIAL (Jul-May)","Approved","Indonesia","Skill level 1",78
"2025/26 PARTIAL (Jul-May)","Approved","Indonesia","Skill level 2",150
"2025/26 PARTIAL (Jul-May)","Approved","Indonesia","Skill level 3",51
"2025/26 PARTIAL (Jul-May)","Approved","Indonesia","Skill level 4",462
"2025/26 PARTIAL (Jul-May)","Approved","Indonesia","Skill level 5",81
"2025/26 PARTIAL (Jul-May)","Approved","Iran","(not recorded)",261
"2025/26 PARTIAL (Jul-May)","Approved","Iran","Skill level 1",21
"2025/26 PARTIAL (Jul-May)","Approved","Iran","Skill level 2",15
"2025/26 PARTIAL (Jul-May)","Approved","Iran","Skill level 3",15
"2025/26 PARTIAL (Jul-May)","Approved","Iran","Skill level 4",3
"2025/26 PARTIAL (Jul-May)","Approved","Iraq","(not recorded)",45
"2025/26 PARTIAL (Jul-May)","Approved","Iraq","Skill level 3",3
"2025/26 PARTIAL (Jul-May)","Approved","Ireland","(not recorded)",1017
"2025/26 PARTIAL (Jul-May)","Approved","Ireland","Skill level 1",213
"2025/26 PARTIAL (Jul-May)","Approved","Ireland","Skill level 2",39
"2025/26 PARTIAL (Jul-May)","Approved","Ireland","Skill level 3",42
"2025/26 PARTIAL (Jul-May)","Approved","Ireland","Skill level 4",93
"2025/26 PARTIAL (Jul-May)","Approved","Ireland","Skill level 5",9
"2025/26 PARTIAL (Jul-May)","Approved","Israel","(not recorded)",186
"2025/26 PARTIAL (Jul-May)","Approved","Israel","Skill level 1",30
"2025/26 PARTIAL (Jul-May)","Approved","Israel","Skill level 2",0
"2025/26 PARTIAL (Jul-May)","Approved","Israel","Skill level 3",0
"2025/26 PARTIAL (Jul-May)","Approved","Israel","Skill level 4",6
"2025/26 PARTIAL (Jul-May)","Approved","Israel","Skill level 5",3
"2025/26 PARTIAL (Jul-May)","Approved","Italy","(not recorded)",1437
"2025/26 PARTIAL (Jul-May)","Approved","Italy","Skill level 1",108
"2025/26 PARTIAL (Jul-May)","Approved","Italy","Skill level 2",105
"2025/26 PARTIAL (Jul-May)","Approved","Italy","Skill level 3",48
"2025/26 PARTIAL (Jul-May)","Approved","Italy","Skill level 4",39
"2025/26 PARTIAL (Jul-May)","Approved","Italy","Skill level 5",78
"2025/26 PARTIAL (Jul-May)","Approved","Jamaica","(not recorded)",6
"2025/26 PARTIAL (Jul-May)","Approved","Jamaica","Skill level 3",0
"2025/26 PARTIAL (Jul-May)","Approved","Japan","(not recorded)",3945
"2025/26 PARTIAL (Jul-May)","Approved","Japan","Skill level 1",150
"2025/26 PARTIAL (Jul-May)","Approved","Japan","Skill level 2",93
"2025/26 PARTIAL (Jul-May)","Approved","Japan","Skill level 3",111
"2025/26 PARTIAL (Jul-May)","Approved","Japan","Skill level 4",84
"2025/26 PARTIAL (Jul-May)","Approved","Japan","Skill level 5",24
"2025/26 PARTIAL (Jul-May)","Approved","Jordan","(not recorded)",60
"2025/26 PARTIAL (Jul-May)","Approved","Jordan","Skill level 1",6
"2025/26 PARTIAL (Jul-May)","Approved","Jordan","Skill level 2",36
"2025/26 PARTIAL (Jul-May)","Approved","Jordan","Skill level 3",60
"2025/26 PARTIAL (Jul-May)","Approved","Jordan","Skill level 4",3
"2025/26 PARTIAL (Jul-May)","Approved","Kazakhstan","(not recorded)",36
"2025/26 PARTIAL (Jul-May)","Approved","Kazakhstan","Skill level 1",6
"2025/26 PARTIAL (Jul-May)","Approved","Kazakhstan","Skill level 2",3
"2025/26 PARTIAL (Jul-May)","Approved","Kazakhstan","Skill level 3",3
"2025/26 PARTIAL (Jul-May)","Approved","Kenya","(not recorded)",54
"2025/26 PARTIAL (Jul-May)","Approved","Kenya","Skill level 1",9
"2025/26 PARTIAL (Jul-May)","Approved","Kenya","Skill level 2",6
"2025/26 PARTIAL (Jul-May)","Approved","Kenya","Skill level 3",6
"2025/26 PARTIAL (Jul-May)","Approved","Kenya","Skill level 4",9
"2025/26 PARTIAL (Jul-May)","Approved","Kenya","Skill level 5",12
"2025/26 PARTIAL (Jul-May)","Approved","Kiribati","(not recorded)",651
"2025/26 PARTIAL (Jul-May)","Approved","Kiribati","Skill level 1",3
"2025/26 PARTIAL (Jul-May)","Approved","Kiribati","Skill level 2",3
"2025/26 PARTIAL (Jul-May)","Approved","Kiribati","Skill level 4",30
"2025/26 PARTIAL (Jul-May)","Approved","Kosovo - Republic of","(not recorded)",3
"2025/26 PARTIAL (Jul-May)","Approved","Kosovo - Republic of","Skill level 1",3
"2025/26 PARTIAL (Jul-May)","Approved","Kosovo - UN Mission in","(not recorded)",3
"2025/26 PARTIAL (Jul-May)","Approved","Kosovo - UN Mission in","Skill level 2",3
"2025/26 PARTIAL (Jul-May)","Approved","Kuwait","(not recorded)",3
"2025/26 PARTIAL (Jul-May)","Approved","Kuwait","Skill level 1",0
"2025/26 PARTIAL (Jul-May)","Approved","Kyrgyzstan","(not recorded)",6
"2025/26 PARTIAL (Jul-May)","Approved","Kyrgyzstan","Skill level 1",0
"2025/26 PARTIAL (Jul-May)","Approved","Kyrgyzstan","Skill level 3",3
"2025/26 PARTIAL (Jul-May)","Approved","Laos","(not recorded)",15
"2025/26 PARTIAL (Jul-May)","Approved","Laos","Skill level 1",0
"2025/26 PARTIAL (Jul-May)","Approved","Laos","Skill level 2",3
"2025/26 PARTIAL (Jul-May)","Approved","Laos","Skill level 3",6
"2025/26 PARTIAL (Jul-May)","Approved","Laos","Skill level 4",0
"2025/26 PARTIAL (Jul-May)","Approved","Laos","Skill level 5",0
"2025/26 PARTIAL (Jul-May)","Approved","Latvia","(not recorded)",90
"2025/26 PARTIAL (Jul-May)","Approved","Latvia","Skill level 1",6
"2025/26 PARTIAL (Jul-May)","Approved","Latvia","Skill level 2",3
"2025/26 PARTIAL (Jul-May)","Approved","Latvia","Skill level 3",6
