"Financial Year","Decision Type","Nationality","Institution Type","Count"
"2024/25","Approved","Philippines","Schools",2868
"2024/25","Approved","Philippines","Universities",273
"2024/25","Approved","Poland","Polytechnics",0
"2024/25","Approved","Poland","Private Training Establishments",0
"2024/25","Approved","Poland","Schools",9
"2024/25","Approved","Poland","Universities",9
"2024/25","Approved","Portugal","(not recorded)",0
"2024/25","Approved","Portugal","Polytechnics",3
"2024/25","Approved","Portugal","Private Training Establishments",6
"2024/25","Approved","Portugal","Schools",12
"2024/25","Approved","Portugal","Universities",15
"2024/25","Approved","Qatar","Polytechnics",0
"2024/25","Approved","Qatar","Schools",0
"2024/25","Approved","Romania","(not recorded)",0
"2024/25","Approved","Romania","Private Training Establishments",3
"2024/25","Approved","Romania","Schools",6
"2024/25","Approved","Romania","Universities",9
"2024/25","Approved","Russia","(not recorded)",3
"2024/25","Approved","Russia","Polytechnics",36
"2024/25","Approved","Russia","Private Training Establishments",81
"2024/25","Approved","Russia","Schools",207
"2024/25","Approved","Russia","Universities",60
"2024/25","Approved","Rwanda","(not recorded)",0
"2024/25","Approved","Rwanda","Universities",6
"2024/25","Approved","Samoa","(not recorded)",72
"2024/25","Approved","Samoa","Polytechnics",6
"2024/25","Approved","Samoa","Private Training Establishments",6
"2024/25","Approved","Samoa","Schools",63
"2024/25","Approved","Samoa","Universities",33
"2024/25","Approved","Saudi Arabia","(not recorded)",3
"2024/25","Approved","Saudi Arabia","Private Training Establishments",156
"2024/25","Approved","Saudi Arabia","Schools",15
"2024/25","Approved","Saudi Arabia","Universities",27
"2024/25","Approved","Serbia","Private Training Establishments",3
"2024/25","Approved","Serbia","Schools",9
"2024/25","Approved","Seychelles","Universities",0
"2024/25","Approved","Singapore","(not recorded)",6
"2024/25","Approved","Singapore","Polytechnics",12
"2024/25","Approved","Singapore","Private Training Establishments",27
"2024/25","Approved","Singapore","Schools",48
"2024/25","Approved","Singapore","Universities",303
"2024/25","Approved","Slovakia","Schools",6
"2024/25","Approved","Slovakia","Universities",6
"2024/25","Approved","Slovenia","Universities",3
"2024/25","Approved","Solomon Islands","(not recorded)",6
"2024/25","Approved","Solomon Islands","Polytechnics",3
"2024/25","Approved","Solomon Islands","Private Training Establishments",3
"2024/25","Approved","Solomon Islands","Schools",9
"2024/25","Approved","Solomon Islands","Universities",27
"2024/25","Approved","Somalia","(not recorded)",0
"2024/25","Approved","South Africa","(not recorded)",57
"2024/25","Approved","South Africa","Polytechnics",36
"2024/25","Approved","South Africa","Private Training Establishments",36
"2024/25","Approved","South Africa","Schools",1134
"2024/25","Approved","South Africa","Universities",66
"2024/25","Approved","South Korea","(not recorded)",12
"2024/25","Approved","South Korea","Polytechnics",132
"2024/25","Approved","South Korea","Private Training Establishments",351
"2024/25","Approved","South Korea","Schools",1707
"2024/25","Approved","South Korea","Universities",564
"2024/25","Approved","South Sudan","Universities",0
"2024/25","Approved","Spain","Polytechnics",3
"2024/25","Approved","Spain","Private Training Establishments",30
"2024/25","Approved","Spain","Schools",18
"2024/25","Approved","Spain","Universities",48
"2024/25","Approved","Sri Lanka","(not recorded)",84
"2024/25","Approved","Sri Lanka","Polytechnics",843
"2024/25","Approved","Sri Lanka","Private Training Establishments",774
"2024/25","Approved","Sri Lanka","Schools",2733
"2024/25","Approved","Sri Lanka","Universities",759
"2024/25","Approved","St Lucia","Universities",6
"2024/25","Approved","Sudan","Polytechnics",0
"2024/25","Approved","Sudan","Schools",3
"2024/25","Approved","Sudan","Universities",3
"2024/25","Approved","Suriname","Universities",3
"2024/25","Approved","Swaziland","Schools",3
"2024/25","Approved","Swaziland","Universities",3
"2024/25","Approved","Sweden","(not recorded)",3
"2024/25","Approved","Sweden","Polytechnics",0
"2024/25","Approved","Sweden","Private Training Establishments",18
"2024/25","Approved","Sweden","Schools",51
"2024/25","Approved","Sweden","Universities",51
"2024/25","Approved","Switzerland","(not recorded)",3
"2024/25","Approved","Switzerland","Polytechnics",0
"2024/25","Approved","Switzerland","Private Training Establishments",27
"2024/25","Approved","Switzerland","Schools",75
"2024/25","Approved","Switzerland","Universities",30
"2024/25","Approved","Syria","(not recorded)",3
"2024/25","Approved","Syria","Private Training Establishments",0
"2024/25","Approved","Syria","Schools",3
"2024/25","Approved","Syria","Universities",3
"2024/25","Approved","Taiwan","(not recorded)",12
"2024/25","Approved","Taiwan","Polytechnics",30
"2024/25","Approved","Taiwan","Private Training Establishments",132
"2024/25","Approved","Taiwan","Schools",228
"2024/25","Approved","Taiwan","Universities",252
"2024/25","Approved","Tajikistan","Private Training Establishments",3
"2024/25","Approved","Tanzania","(not recorded)",3
"2024/25","Approved","Tanzania","Polytechnics",3
"2024/25","Approved","Tanzania","Private Training Establishments",3
"2024/25","Approved","Tanzania","Schools",3
"2024/25","Approved","Tanzania","Universities",6
"2024/25","Approved","Thailand","(not recorded)",9
"2024/25","Approved","Thailand","Polytechnics",78
"2024/25","Approved","Thailand","Private Training Establishments",1038
"2024/25","Approved","Thailand","Schools",609
"2024/25","Approved","Thailand","Universities",363
"2024/25","Approved","Timor Leste","Polytechnics",3
"2024/25","Approved","Timor Leste","Private Training Establishments",12
"2024/25","Approved","Timor Leste","Schools",3
"2024/25","Approved","Timor Leste","Universities",36
"2024/25","Approved","Tonga","(not recorded)",96
"2024/25","Approved","Tonga","Polytechnics",24
"2024/25","Approved","Tonga","Private Training Establishments",48
"2024/25","Approved","Tonga","Schools",183
"2024/25","Approved","Tonga","Universities",54
"2024/25","Approved","Trinidad and Tobago","Schools",0
"2024/25","Approved","Trinidad and Tobago","Universities",3
"2024/25","Approved","Tunisia","Universities",3
"2024/25","Approved","Turkey","Polytechnics",3
"2024/25","Approved","Turkey","Private Training Establishments",3
"2024/25","Approved","Turkey","Schools",21
"2024/25","Approved","Turkey","Universities",18
"2024/25","Approved","Tuvalu","(not recorded)",24
"2024/25","Approved","Tuvalu","Polytechnics",6
"2024/25","Approved","Tuvalu","Private Training Establishments",3
"2024/25","Approved","Tuvalu","Schools",12
"2024/25","Approved","Tuvalu","Universities",15
"2024/25","Approved","Uganda","Schools",9
"2024/25","Approved","Uganda","Universities",3
"2024/25","Approved","Ukraine","(not recorded)",15
"2024/25","Approved","Ukraine","Polytechnics",3
"2024/25","Approved","Ukraine","Private Training Establishments",3
"2024/25","Approved","Ukraine","Schools",18
"2024/25","Approved","Ukraine","Universities",3
"2024/25","Approved","United Arab Emirates","Private Training Establishments",6
"2024/25","Approved","United Arab Emirates","Schools",3
"2024/25","Approved","United Arab Emirates","Universities",18
"2024/25","Approved","United Kingdom","(not recorded)",21
"2024/25","Approved","United Kingdom","Polytechnics",9
"2024/25","Approved","United Kingdom","Private Training Establishments",21
"2024/25","Approved","United Kingdom","Schools",222
"2024/25","Approved","United Kingdom","Universities",225
"2024/25","Approved","United States of America","(not recorded)",24
"2024/25","Approved","United States of America","Polytechnics",45
"2024/25","Approved","United States of America","Private Training Establishments",78
"2024/25","Approved","United States of America","Schools",513
"2024/25","Approved","United States of America","Universities",2103
"2024/25","Approved","Uruguay","Private Training Establishments",24
"2024/25","Approved","Uruguay","Schools",12
"2024/25","Approved","Uruguay","Universities",3
"2024/25","Approved","Uzbekistan","Private Training Establishments",3
"2024/25","Approved","Uzbekistan","Schools",3
"2024/25","Approved","Uzbekistan","Universities",3
"2024/25","Approved","Vanuatu","(not recorded)",3
"2024/25","Approved","Vanuatu","Polytechnics",3
"2024/25","Approved","Vanuatu","Private Training Establishments",3
"2024/25","Approved","Vanuatu","Schools",6
"2024/25","Approved","Vanuatu","Universities",12
"2024/25","Approved","Venezuela","Private Training Establishments",15
"2024/25","Approved","Venezuela","Schools",3
"2024/25","Approved","Venezuela","Universities",3
"2024/25","Approved","Vietnam","(not recorded)",24
"2024/25","Approved","Vietnam","Polytechnics",87
"2024/25","Approved","Vietnam","Private Training Establishments",288
"2024/25","Approved","Vietnam","Schools",921
"2024/25","Approved","Vietnam","Universities",720
"2024/25","Approved","Yemen","Schools",0
"2024/25","Approved","Zambia","Polytechnics",3
"2024/25","Approved","Zambia","Private Training Establishments",0
"2024/25","Approved","Zambia","Schools",6
"2024/25","Approved","Zambia","Universities",6
"2024/25","Approved","Zimbabwe","(not recorded)",12
"2024/25","Approved","Zimbabwe","Polytechnics",12
"2024/25","Approved","Zimbabwe","Private Training Establishments",9
"2024/25","Approved","Zimbabwe","Schools",282
"2024/25","Approved","Zimbabwe","Universities",33
"2024/25","Declined","Afghanistan","(not recorded)",3
"2024/25","Declined","Afghanistan","Polytechnics",6
"2024/25","Declined","Afghanistan","Private Training Establishments",6
"2024/25","Declined","Afghanistan","Schools",18
"2024/25","Declined","Afghanistan","Universities",9
"2024/25","Declined","Algeria","Universities",3
"2024/25","Declined","Angola","Private Training Establishments",0
"2024/25","Declined","Argentina","Polytechnics",3
"2024/25","Declined","Argentina","Private Training Establishments",33
"2024/25","Declined","Argentina","Schools",0
"2024/25","Declined","Argentina","Universities",0
"2024/25","Declined","Armenia","Private Training Establishments",0
"2024/25","Declined","Bangladesh","(not recorded)",0
"2024/25","Declined","Bangladesh","Polytechnics",78
"2024/25","Declined","Bangladesh","Private Training Establishments",198
"2024/25","Declined","Bangladesh","Schools",33
"2024/25","Declined","Bangladesh","Universities",138
"2024/25","Declined","Benin","Polytechnics",3
"2024/25","Declined","Bhutan","Polytechnics",6
"2024/25","Declined","Bhutan","Private Training Establishments",57
"2024/25","Declined","Bhutan","Universities",6
"2024/25","Declined","Bolivia","Polytechnics",3
"2024/25","Declined","Bolivia","Private Training Establishments",6
"2024/25","Declined","Botswana","Universities",0
"2024/25","Declined","Brazil","(not recorded)",3
"2024/25","Declined","Brazil","Polytechnics",0
"2024/25","Declined","Brazil","Private Training Establishments",132
"2024/25","Declined","Brazil","Schools",9
"2024/25","Declined","Brazil","Universities",3
"2024/25","Declined","Brunei Darussalam","Schools",0
"2024/25","Declined","Brunei Darussalam","Universities",0
"2024/25","Declined","Bulgaria","Schools",0
"2024/25","Declined","Cambodia","(not recorded)",3
"2024/25","Declined","Cambodia","Polytechnics",3
"2024/25","Declined","Cambodia","Private Training Establishments",9
"2024/25","Declined","Cambodia","Schools",24
"2024/25","Declined","Cambodia","Universities",3
"2024/25","Declined","Cameroon","Private Training Establishments",3
"2024/25","Declined","Cameroon","Universities",3
"2024/25","Declined","Canada","Polytechnics",3
"2024/25","Declined","Canada","Private Training Establishments",3
"2024/25","Declined","Canada","Schools",3
"2024/25","Declined","Canada","Universities",0
"2024/25","Declined","Chad","Universities",6
"2024/25","Declined","Chile","(not recorded)",6
"2024/25","Declined","Chile","Polytechnics",0
"2024/25","Declined","Chile","Private Training Establishments",66
"2024/25","Declined","Chile","Schools",3
"2024/25","Declined","Chile","Universities",0
"2024/25","Declined","China","(not recorded)",30
"2024/25","Declined","China","Polytechnics",57
"2024/25","Declined","China","Private Training Establishments",219
"2024/25","Declined","China","Schools",129
"2024/25","Declined","China","Universities",321
"2024/25","Declined","Colombia","Polytechnics",3
"2024/25","Declined","Colombia","Private Training Establishments",198
"2024/25","Declined","Colombia","Schools",6
"2024/25","Declined","Colombia","Universities",6
"2024/25","Declined","Congo","Private Training Establishments",3
"2024/25","Declined","Costa Rica","Private Training Establishments",0
"2024/25","Declined","Czech Republic","Private Training Establishments",0
"2024/25","Declined","Czech Republic","Universities",3
"2024/25","Declined","Democratic Republic of Congo","Polytechnics",3
"2024/25","Declined","Democratic Republic of Congo","Private Training Establishments",3
"2024/25","Declined","Democratic Republic of Congo","Universities",3
"2024/25","Declined","Dominican Republic","Universities",3
"2024/25","Declined","Ecuador","Private Training Establishments",39
"2024/25","Declined","Ecuador","Schools",0
"2024/25","Declined","Egypt","(not recorded)",3
"2024/25","Declined","Egypt","Polytechnics",0
"2024/25","Declined","Egypt","Private Training Establishments",15
